"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade"
"6345","Tarsius spectrumgurskyae",7655127,"Tarsiidae","Primates",NA,NA,"Yes",1.505189,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,1,"Wild","","Euarchontoglires"
"6346","Tarsius supriatnai",7655128,"Tarsiidae","Primates",NA,NA,"Yes",0.694445,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,1,"Wild","","Euarchontoglires"
"6347","Tarsius tarsier",721280,"Tarsiidae","Primates",168.04,1,"Yes",1,"Vulnerable","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,1.00015234351658,"Wild","","Euarchontoglires"
"6348","Tarsius tarsius",6145230,"Tarsiidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6349","Tarsius tumpara",6145231,"Tarsiidae","Primates",NA,NA,"Yes",NA,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6350","Tarsius wallacei",234367,"Tarsiidae","Primates",NA,NA,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6351","Tarsomys apoensis",109415,"Muridae","Rodentia",75,1,"Yes",8.1583,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.332243710006,8.33789553971203,"Wild","","Euarchontoglires"
"6352","Tarsomys echinatus",3608739,"Muridae","Rodentia",96.2,2,"Yes",6.33273,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,7,"Wild","","Euarchontoglires"
"6353","Tasmacetus shepherdi",319470,"Ziphiidae","Cetacea",2500000,1,"Yes",-37.8025,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.178687360349,-40.298340435661,"Wild","","Laurasiatheria"
"6354","Tateomys macrocercus",3610349,"Muridae","Rodentia",42.7,1,"Yes",-1.29255,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,-3.00045740230188,"Wild","","Euarchontoglires"
"6355","Tateomys rhinogradoides",3610351,"Muridae","Rodentia",82.8,1,"Yes",-2.8181,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.333062424702,-2.33451692538573,"Wild","","Euarchontoglires"
"6356","Tatera indica",818707,"Muridae","Rodentia",166.31,1,"Yes",30.316667,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3927517404491,13.4157990774189,"Wild","","Euarchontoglires"
"6357","Tatera miniscula",7654699,"Muridae","Rodentia",NA,NA,"Yes",7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,7,"Wild","","Euarchontoglires"
"6358","Taterillus arenarius",404794,"Muridae","Rodentia",47,1,"Yes",17.03,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66888796427142,16.3425672439224,"Wild","","Euarchontoglires"
"6359","Taterillus congicus",3608933,"Muridae","Rodentia",45.12,2,"Yes",3.733333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4.0024421496998,"Wild","","Euarchontoglires"
"6360","Taterillus emeni",7654701,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6361","Taterillus emini",342266,"Muridae","Rodentia",52,1,"Yes",4.3333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6663946483415,4.11678554589043,"Wild","","Euarchontoglires"
"6362","Taterillus gracilis",981026,"Muridae","Rodentia",48,1,"Yes",11.63,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.46867540415232,10.8946800377293,"Wild","","Euarchontoglires"
"6363","Taterillus harringtoni",3608935,"Muridae","Rodentia",51.4,0,"Yes",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5001524635494,1.00106754317189,"Wild","","Euarchontoglires"
"6364","Taterillus lacustris",3608931,"Muridae","Rodentia",47.24,2,"Yes",9,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,"Wild","","Euarchontoglires"
"6365","Taterillus petteri",3608934,"Muridae","Rodentia",50.8,1,"Yes",16.436,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,15.0023386074297,"Wild","","Euarchontoglires"
"6366","Taterillus pygargus",404792,"Muridae","Rodentia",60.2,1,"Yes",11.2167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,11.0016965084064,"Wild","","Euarchontoglires"
"6367","Taterillus tranieri",3608932,"Muridae","Rodentia",51.4,0,"Yes",15.375,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,15,"Wild","","Euarchontoglires"
"6368","Taurotragus derbianus",147238,"Bovidae","Artiodactyla",680000,1,"Yes",8.481117,"Vulnerable","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.335270800447,13.674591886274,"Partially-domesticated","","Laurasiatheria"
"6369","Taxidea berlandieri",6145514,"Mustelidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6370","Taxidea marylandica",7656056,"Mustelidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6371","Tayassu pecari",906307,"Tayassuidae","Artiodactyla",32233.69,1,"Yes",5.585675,"Vulnerable","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.8417498390065,3.61692308110004,"Wild","","Laurasiatheria"
"6372","Tenrec ecaudatus",680963,"Tenrecidae","Afrosoricida",868,1,"Yes",-19.1317,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3455487775385,-20.1754318130351,"Wild","","Afrotheria"
"6373","Tetracerus quadricornis",374283,"Bovidae","Artiodactyla",19000,1,"Yes",21.28071,"Vulnerable","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5001973277687,21.0234802841859,"Wild","","Laurasiatheria"
"6374","Thallomys loringi",1073173,"Muridae","Rodentia",66.45,2,"Yes",-0.5,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,-1.00015234351659,"Wild","","Euarchontoglires"
"6375","Thallomys nigricauda",948855,"Muridae","Rodentia",124.7,1,"Yes",-25.4983345,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4619517805741,-21.623215010392,"Wild","","Euarchontoglires"
"6376","Thallomys paedulcus",400681,"Muridae","Rodentia",80.5,1,"Yes",-22.24,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7498455277307,-21.314769907362,"Wild","","Euarchontoglires"
"6377","Thallomys shortridgei",3608748,"Muridae","Rodentia",67.17,2,"Yes",-30.533333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0000000000001,-31.0052443078997,"Wild","","Euarchontoglires"
"6378","Thalpomys cerradensis",817140,"Cricetidae","Rodentia",24,1,"Yes",-15.861557,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47,-16.0100146374084,"Wild","","Euarchontoglires"
"6379","Thalpomys lasiotis",1094984,"Cricetidae","Rodentia",24,1,"Yes",-20.345,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.9999999999999,-22.0141110416858,"Wild","","Euarchontoglires"
"6380","Thamnomys cometes",7654813,"Muridae","Rodentia",NA,NA,"Yes",0.216667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,-1.00015234351659,"Wild","","Euarchontoglires"
"6381","Thamnomys dolichurus",7654814,"Muridae","Rodentia",NA,NA,"Yes",1.672017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9999999999999,-35.0061114673921,"Wild","","Euarchontoglires"
"6382","Thamnomys kempi",3610623,"Muridae","Rodentia",75,1,"Yes",-2.1333,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-2.00121958443328,"Wild","","Euarchontoglires"
"6383","Thamnomys major",3611206,"Muridae","Rodentia",68.12,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6384","Thamnomys venustus",3611156,"Muridae","Rodentia",61.88,1,"Yes",-0.1666835,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-1.0013724856488,"Wild","","Euarchontoglires"
"6385","Thaptomys nigrita",375640,"Cricetidae","Rodentia",19.9,1,"Yes",-23.65,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.7301683516758,-23.8992995535855,"Wild","","Euarchontoglires"
"6386","Theropithecus gelada",741053,"Cercopithecidae","Primates",17049.83,1,"Yes",9.744114,"Least Concern","handicrafts_jewellery","research","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7100564403356,10.4503030665382,"Wild","","Euarchontoglires"
"6387","Thomasomys andersoni",40934,"Cricetidae","Rodentia",NA,NA,"Yes",-17.211944,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,-17,"Wild","","Euarchontoglires"
"6388","Thomasomys apeco",3608263,"Cricetidae","Rodentia",76.23,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6389","Thomasomys aureus",835317,"Cricetidae","Rodentia",88,1,"Yes",2.533333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.1642815877274,4.34914860083366,"Wild","","Euarchontoglires"
"6390","Thomasomys australis",40933,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6391","Thomasomys baeops",463859,"Cricetidae","Rodentia",77,1,"Yes",2.416667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.7153825049874,-1.29105557017485,"Wild","","Euarchontoglires"
"6392","Thomasomys bombycinus",3608265,"Cricetidae","Rodentia",114.5,1,"Yes",5.058611,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.9999999999998,6.00367070585998,"Wild","","Euarchontoglires"
"6393","Thomasomys caudivarius",40931,"Cricetidae","Rodentia",76.23,0,"Yes",-5.25,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.0000000000001,-3.00412081225847,"Wild","","Euarchontoglires"
"6394","Thomasomys cinereiventer",3608248,"Cricetidae","Rodentia",77,1,"Yes",4.832778,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.4283273768454,5.30072492365153,"Wild","","Euarchontoglires"
"6395","Thomasomys cinereus",3608258,"Cricetidae","Rodentia",77,1,"Yes",-5.4,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.3341493783029,-5.66996720456176,"Wild","","Euarchontoglires"
"6396","Thomasomys cinnameus",40926,"Cricetidae","Rodentia",76.23,0,"Yes",-0.367,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-2.00121958443328,"Wild","","Euarchontoglires"
"6397","Thomasomys daphne",225545,"Cricetidae","Rodentia",77,1,"Yes",-13.177733,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.4962546800933,-16.5082178354231,"Wild","","Euarchontoglires"
"6398","Thomasomys eleusis",3608245,"Cricetidae","Rodentia",77,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6399","Thomasomys erro",680099,"Cricetidae","Rodentia",76.23,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6400","Thomasomys fumeus",5852621,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6401","Thomasomys gracilis",770871,"Cricetidae","Rodentia",77,1,"Yes",-13.11344,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.3316860481351,-12.3401974084554,"Wild","","Euarchontoglires"
"6402","Thomasomys hudsoni",3608246,"Cricetidae","Rodentia",76.23,0,"Yes",-2.783333,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-3,"Wild","","Euarchontoglires"
"6403","Thomasomys hylophilus",3608259,"Cricetidae","Rodentia",77,1,"Yes",7.416667,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,7,"Wild","","Euarchontoglires"
"6404","Thomasomys incanus",3608267,"Cricetidae","Rodentia",77,1,"Yes",-9.883333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0000000000008,-13.002014968963,"Wild","","Euarchontoglires"
"6405","Thomasomys ischyurus",196737,"Cricetidae","Rodentia",77,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6406","Thomasomys kalinowskii",3608251,"Cricetidae","Rodentia",77,1,"Yes",-11.347707,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.6652970640626,-9.67225024912931,"Wild","","Euarchontoglires"
"6407","Thomasomys ladewi",40928,"Cricetidae","Rodentia",77,1,"Yes",-16.3,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,-17,"Wild","","Euarchontoglires"
"6408","Thomasomys laniger",3608254,"Cricetidae","Rodentia",35.5,1,"Yes",4.624964,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.6658506216974,5.66996720456175,"Wild","","Euarchontoglires"
"6409","Thomasomys macrotis",3608244,"Cricetidae","Rodentia",76.23,0,"Yes",50.196,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0000000000004,51.0107791308018,"Wild","","Euarchontoglires"
"6410","Thomasomys monochromos",3608264,"Cricetidae","Rodentia",77,1,"Yes",10.716667,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.9999999999999,11.0016965084064,"Wild","","Euarchontoglires"
"6411","Thomasomys niveipes",3608260,"Cricetidae","Rodentia",77,1,"Yes",5.681667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.6658506216974,5.66996720456175,"Wild","","Euarchontoglires"
"6412","Thomasomys notatus",196739,"Cricetidae","Rodentia",77,1,"Yes",-13.100533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.3316860481351,-12.3401974084554,"Wild","","Euarchontoglires"
"6413","Thomasomys onkiro",3608250,"Cricetidae","Rodentia",76.23,0,"Yes",-11.66,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,-11,"Wild","","Euarchontoglires"
"6414","Thomasomys oreas",196741,"Cricetidae","Rodentia",77,1,"Yes",-13.18524,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,-13,"Wild","","Euarchontoglires"
"6415","Thomasomys paramorum",3608252,"Cricetidae","Rodentia",77,1,"Yes",-0.433,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.6663956479037,-1.66771894838851,"Wild","","Euarchontoglires"
"6416","Thomasomys popayanus",3608247,"Cricetidae","Rodentia",76.23,0,"Yes",5.966217,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75,5,"Wild","","Euarchontoglires"
"6417","Thomasomys praetor",3608242,"Cricetidae","Rodentia",76.23,0,"Yes",-7.9,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-7,"Wild","","Euarchontoglires"
"6418","Thomasomys princeps",5852619,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6419","Thomasomys pyrrhonotus",3608262,"Cricetidae","Rodentia",77,1,"Yes",-5.4,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.9999999999998,-5.00076357997973,"Wild","","Euarchontoglires"
"6420","Thomasomys rhoadsi",3608266,"Cricetidae","Rodentia",77,1,"Yes",-0.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.0000000000001,-1.27222187258541e-14,"Wild","","Euarchontoglires"
"6421","Thomasomys rosalinda",3608255,"Cricetidae","Rodentia",77,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6422","Thomasomys silvestris",3608257,"Cricetidae","Rodentia",77,1,"Yes",-0.166667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.0000000000001,-1.27222187258541e-14,"Wild","","Euarchontoglires"
"6423","Thomasomys taczanowskii",3608261,"Cricetidae","Rodentia",77,1,"Yes",-7.03577,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,-17.0026683611809,"Wild","","Euarchontoglires"
"6424","Thomasomys ucucha",3608243,"Cricetidae","Rodentia",76.23,0,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6425","Thomasomys vestitus",3608256,"Cricetidae","Rodentia",76.5,1,"Yes",9.35,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,9,"Wild","","Euarchontoglires"
"6426","Thomasomys vulcani",3608253,"Cricetidae","Rodentia",76.23,0,"Yes",0.3881105,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,1.00015234351658,"Wild","","Euarchontoglires"
"6427","Thomomys bulbivorus",554650,"Geomyidae","Rodentia",359.9,1,"Yes",45.1698449407624,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.000000000001,37.0065771188707,"Wild","","Euarchontoglires"
"6428","Thomomys burti",7654419,"Geomyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6429","Thomomys clusius",3609420,"Geomyidae","Rodentia",58,1,"Yes",42.4795532179364,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.326382032269,42.3621150638678,"Wild","","Euarchontoglires"
"6430","Thomomys monticola",734902,"Geomyidae","Rodentia",80,1,"Yes",39.8032881952917,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.969819530479,41.4965368708001,"Wild","","Euarchontoglires"
"6431","Thomomys nayarensis",4940758,"Geomyidae","Rodentia",NA,NA,"Yes",22.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105,23,"Wild","","Euarchontoglires"
"6432","Thomomys nigricans",5223219,"Geomyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6433","Thomomys oreoecus",7654420,"Geomyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6434","Thomomys perpallidus",7654421,"Geomyidae","Rodentia",NA,NA,"Yes",32.725325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.421349083529,34.6470941665644,"Wild","","Euarchontoglires"
"6435","Thomomys sheldoni",4940759,"Geomyidae","Rodentia",NA,NA,"Yes",26.8218215452557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.505852788832,23.5125732516728,"Wild","","Euarchontoglires"
"6436","Thoopterus nigrescens",164535,"Pteropodidae","Chiroptera",60.4,1,"Yes",-1.183333,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.199902441177,-1.40141375875452,"Wild","","Laurasiatheria"
"6437","Thoopterus suhaniahae",6146404,"Pteropodidae","Chiroptera",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6438","Thrichomys fosteri",4940748,"Echimyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6439","Thrichomys inermis",699843,"Echimyidae","Rodentia",339,0,"Yes",NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6440","Thrichomys laurenteus",699841,"Echimyidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6441","Thrichomys pachyurus",699842,"Echimyidae","Rodentia",339,0,"Yes",-20.872419,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.9999999999999,-20.0127119247471,"Wild","","Euarchontoglires"
"6442","Thryonomys arkelli",7654553,"Thryonomyidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6443","Thryonomys gregorianus",1009638,"Thryonomyidae","Rodentia",2707.14,1,"Yes",0.225,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5445662034363,0.8186518753827,"Wild","","Euarchontoglires"
"6444","Thryonomys swinderianus",692678,"Thryonomyidae","Rodentia",3180.02,1,"Yes",5.54,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5539520708128,7.80073696353878,"Wild","","Euarchontoglires"
"6445","Thylacinus cynocephalus",408120,"Thylacinidae","Dasyuromorphia",NA,NA,"Yes",-41.53332,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,-42.0314537704682,"Wild","","Marsupials & monotremes"
"6446","Thylamys cinderella",322708,"Didelphidae","Didelphimorphia",24.41,0,"Yes",-26.777319,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.0000000000003,-25.0366710751277,"Wild","","Marsupials & monotremes"
"6447","Thylamys citellus",965734,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"6448","Thylamys elegans",282403,"Didelphidae","Didelphimorphia",28.9,1,"Yes",-33.3635,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.410768626094,-32.6949235362626,"Wild","","Marsupials & monotremes"
"6449","Thylamys karimii",764425,"Didelphidae","Didelphimorphia",24.41,0,"Yes",-12.85,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51,-13,"Wild","","Marsupials & monotremes"
"6450","Thylamys macrura",594356,"Didelphidae","Didelphimorphia",34.43,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
