species,median_lat
Mus triton,-5.1107
Muscardinus avellanarius,51.26913
Musonycteris harrisoni,19.13531105967777
Musseromys anacuao,16.25527
Musseromys beneficus,16.588161
Musseromys gulantang,14.05181
Musseromys inopinatus,17.02595
Mustela africana,-2.25
Mustela altaica,38
Mustela cicognanii,42.438103
Mustela erminea,52.59196
Mustela eversmanii,44.897551
Mustela felipei,6.15
Mustela frenata,38.97167808341445
Mustela itatsi,36.272679
Mustela kathiah,25.466669
Mustela lutreola,43.58243
Mustela lutreolina,-0.39
Mustela nigripes,40.007878500000004
Mustela nudipes,3.75
Mustela sibirica,30.794009000000003
Mustela strigidorsa,23.8197885
Mustela subpalmata,24.089658999999997
Mydaus javanensis,4.4687719999999995
Mydaus marchei,9.7334
Mylodon darwinii,-50.783333
Mylomys dybowskii,3.9167
Myocastor coypus,46.143498
Myodes andersoni,36.433335
Myodes californicus,43.248774673062655
Myodes centralis,43.243
Myodes gapperi,46.74701899905862
Myodes glareolus,52.7631
Myodes imaizumii,35.95694
Myodes regulus,35.56
Myodes rex,44.75
Myodes rutilus,64.11296799925978
Myodes shanseius,40.799999
Myoictis melas,-3.471
Myomimus personatus,38.999998000000005
Myomimus roachi,32.67
Myomyscus angolensis,-12.39529
Myomyscus brockmani,2.28062
Myomyscus verreauxii,-32.13
Myomyscus yemeni,18.3465
Myonycteris leptodon,6.21678
Myonycteris relicta,-5.066667
Myonycteris torquata,4.5833315
Myoprocta acouchy,4.92955
Myoprocta pratti,-1.4083
Myopterus daubentonii,3.7
Myopterus senegalensis,6.2097
Myopterus whitleyi,1.562306
Myopus schisticolor,61.498361
Myosciurus pumilio,3.16667
Myosorex babaulti,-2.258283
Myosorex blarina,0.35
Myosorex bururiensis,-3.93889
Myosorex cafer,-23.9
Myosorex geata,-6.92
Myosorex gnoskei,-10.58064
Myosorex jejei,-2.27386
Myosorex kihaulei,-9.0693
Myosorex schalleri,-2.90497
Myosorex varius,-32.13
Myosorex zinki,-3.177117
Myospalax aspalax,47.32339
Myospalax myospalax,45.36667
Myospalax psilurus,44.991105000000005
Myotis aelleni,-42.06444
Myotis albescens,-4.083333
Myotis alcathoe,45.91053
Myotis altarium,26.58333
Myotis anjouanensis,-12.29
Myotis annamiticus,17.667
Myotis annatessae,25.608775
Myotis annectans,14.967
Myotis atacamensis,-16.768329
Myotis ater,5.53333
Myotis aurascens,45.53867
Myotis auriculus,31.882585833644
Myotis australis,-18.109722
Myotis austroriparius,30.81795
Myotis bechsteinii,47.93954
Myotis californicus,34.257179
Myotis capaccinii,42.33242
Myotis chiloensis,-39.95
Myotis chinensis,28.9525
Myotis ciliolabrum,35.71358685076301
Myotis cobanensis,15.4749
Myotis crypticus,52.069707
Myotis csorbai,27.766667
Myotis dasycneme,52.75
Myotis davidii,47.27
Myotis diminutus,5.619843
Myotis dominicensis,15.5
Myotis elegans,16.204167
Myotis emarginatus,45.19413
Myotis fimbriatus,24.031634
Myotis findleyi,21.50316
Myotis formosus,23.67408
Myotis fortidens,21.500248893527015
Myotis frater,51
Myotis gomantongensis,2.653333
Myotis goudoti,-18.18114
Myotis grisescens,36.155233
Myotis handleyi,10.55
Myotis hasseltii,10.583
Myotis hermani,7.0082
Myotis hosonoi,39.59889
Myotis ikonnikovi,45.4
Myotis indochinensis,21.68929
Myotis insularum,52.159584
Myotis izecksohni,-26.76925
Myotis keaysi,17.001465
Myotis keenii,44.00111
Myotis laniger,22.333
Myotis lavali,-26.19907
Myotis leibii,38.228363
Myotis levis,-33.68333
Myotis longipes,34.346119
Myotis macrodactylus,37.795860000000005
Myotis macropus,-32.6868225
Myotis macrotarsus,12.1994
Myotis melanorhinus,39.00564
Myotis midastactus,-23.63333
Myotis moluccarum,-7.33107
Myotis montivagus,21.843
Myotis morrisi,9.9443
Myotis mystacinus,49.42112
Myotis nigricans,3
Myotis nipalensis,45.61791
Myotis occultus,33.515667
Myotis oxygnathus,46.13
Myotis peninsularis,23.5
Myotis petax,50.08
Myotis phanluongi,12.1
Myotis planiceps,24.871667
Myotis punicus,42.24279
Myotis ricketti,17.883
Myotis ridleyi,3.596
Myotis riparius,3.833472
Myotis rosseti,11.41933
Myotis ruber,-22.383
Myotis schaubi,36.603
Myotis scotti,7.298
Myotis secundus,23.878763
Myotis septentrionalis,41.0169
Myotis sicarius,27.216669
Myotis simus,-8.3
Myotis sodalis,38.35
Myotis soror,23.939329999999998
Myotis thysanodes,32.89027596554369
Myotis tricolor,1.016667
Myotis velifer,30.162985873856783
Myotis vivesi,28.89
Myotis volans,36.13969227924996
Myotis welwitschii,-7.71
Myotis yumanensis,36.830513
Myotomys sloggetti,-29.584064
Myotomys unisulcatus,-30.63
Myotragus balearicus,39.5
Myrmecobius fasciatus,-33.212602
Myrmecophaga tridactyla,2.3315574999999997
Mysateles prehensilis,22.08
Mystacina tuberculata,-38.4748245
Mystromys albicaudatus,-30.33
Myzopoda aurita,-21.378995
Myzopoda schliemanni,-16.52483
Naemorhedus baileyi,27.28833
Naemorhedus griseus,30.4919835
Nandinia binotata,2.94165
Nanger granti,0.598963
Nanger soemmerringii,9.216666
Nannocetus eremus,35.699165
Nannosciurus melanotis,-1.516667
Nanonycteris veldkampii,5.3865
Nasalis larvatus,5.4033560000000005
Nasua narica,19.159722
Nasua quichua,-3.5167
Nasuella olivacea,4.469028
Natalus jamaicensis,18.083333
Natalus lanatus,20.615545378607504
Natalus macrourus,-7.234444
Natalus major,25.03
Natalus tumidirostris,8.476805500000001
Neacomys dubosti,3.62284
Neacomys guianae,1
Neacomys minutus,-6.583333
Neacomys musseri,-13.06368
Neacomys paracou,4.933
Neacomys spinosus,-10.133
Neacomys tenuipes,5.88805
Neacomys vargasllosai,-13.72481
Neamblysomus julianae,-25.75
Necromys benefactus,-34.12849
Necromys lactens,-23.951639
Necromys lenguarum,-22.4328
Necromys punctulatus,-6
Nectogale elegans,27.816665
Nectogale sikhimensis,27.601703
Nectomys alfari,-0.066667
Nectomys apicalis,-4.45563
Nectomys magdalenae,6.18
Nectomys palmipes,10.566667
Nectomys rattus,2.25
Nectomys squamipes,-10.133
Nelsonia neotomodon,23.417778
Neodon fuscus,43.591432
Neodon irene,34.491036
Neodon leucurus,37.5
Neodon sikimensis,28.116671
Neofelis diardi,4.899798499999999
Neofiber alleni,29.09
Neomicroxus bogotensis,7.345986
Neonycteris pusilla,6.3949445
Neophoca cinerea,-34.483686
Neoromicia capensis,-18.55
Neoromicia flavescens,4.35
Neoromicia guineensis,8.1904
Neoromicia helios,0.65
Neoromicia malagasyensis,-20.247405
Neoromicia rendalli,-0.10961
Neoromicia robertsi,-18.41072
Neoromicia roseveari,7.572724
Neoromicia stanleyi,-22.416666
Neoromicia tenuipinnis,0.633333
Neoromicia zuluensis,0.2196165
Neotetracus sinensis,25.103830000000002
Neotoma angustapalata,22.982778
Neotoma anthonyi,31.741667
Neotoma bryanti,33.44
Neotoma bunkeri,26.1
Neotoma chrysomelas,15.05
Neotoma devia,34.61377720219878
Neotoma fuscipes,37.87840966117421
Neotoma goldmani,25.4333
Neotoma leucodon,30.912
Neotoma macrotis,34.500556
Neotoma magister,38.664728
Neotoma martinensis,28.111111
Neotoma micropus,32.709245
Neotoma nelsoni,19.56
Neotoma palatina,22.02719847419348
Neotoma phenax,26.07639
Neotoma stephensi,35.07496804273214
Neotoma varia,28.716667
Neotomys ebriosus,-15.83333
Neotragus batesi,2.56336
Neotragus pygmaeus,5.485544
Neovison macrodon,43.926316
Neovison vison,54.260795
Nephelomys albigularis,4.832778
Nephelomys auriventer,-3.63333
Nephelomys childi,5.894433
Nephelomys devius,9.565804451275628
Nephelomys keaysi,-13.06368
Nephelomys levipes,-16.066667
Nephelomys maculiventer,11.166667
Nephelomys meridensis,7.416667
Nephelomys moerex,0.016667
Nephelomys pectoralis,4.45175
Nesokia indica,31.65806
Nesomys audeberti,-21.27
Nesomys lambertoni,-19.1317
Nesomys rufus,-21.5117
Nesoryzomys darwini,-0.633333
Nesoryzomys fernandinae,-0.306189
Nesoryzomys indefessus,-0.433333
Nesoryzomys swarthi,-0.186833
Neurotrichus gibbsii,46.49429999905814
Neusticomys monticolus,4.460385
Neusticomys oyapocki,2.2833
Neusticomys peruviensis,-11.400665
Nilopegamys plumbeus,11.033334
Ningaui ridei,-26.23
Ningaui timealeyi,-22.0975
Ningaui yvonnae,-33.353458
Niumbaha superba,4.87738
Niviventer brahma,28.116667
Niviventer coninga,23.7
Niviventer cremoriventer,3.254165
Niviventer culturatus,23.24815275898114
Niviventer excelsior,28.54
Niviventer fulvescens,27.549999
Niviventer hinpoon,14.62
Niviventer langbianus,21.453889
Niviventer lepturus,-6.8
Niviventer niviventer,-6.809149
Niviventer rapit,4.52
Niviventer tenaster,10.61667
Noctilio albiventris,4.805455
Noctilio leporinus,13.7612025
Nomascus gabriellae,11.4751835
Nomascus hainanus,19
Nomascus leucogenys,20.366659
Notharctus tenebrosus,41.200001
Nothocyon annectens,29.200001
Nothocyon gregorii,43
Nothocyon leptodus,43.299999
Nothocyon roii,43.299999
Nothocyon vulpinus,42.799999
Notiomys edwardsii,-41.02306
Notiosorex cockrumi,31.62
Notiosorex crawfordi,32.93119
Notiosorex evotis,23.240556
Notiosorex villai,23.353885721896344
Notocitellus adocetus,18.269722
Notocitellus annulatus,19.30280897547237
Notomys alexis,-25.239452
Notomys amplus,-25.348597
Notomys aquilo,-13.86526
Notomys cervinus,-26.3
Notomys fuscus,-29.3998
Notomys longicaudatus,-22.298582500000002
Notomys macrotis,-27.183
Notomys mitchellii,-33.1632
Notomys mordax,-27.183
Notopteris macdonaldi,-18.068031
Notopteris neocaledonica,-20.71241
Notoryctes caurinus,-19.8
Notoryctes typhlops,-25.918558
Nyctalus aviator,37.92022740964777
Nyctalus azoreum,37.86259
Nyctalus lasiopterus,43.9660375
Nyctalus montanus,30.458132724870342
Nyctalus noctula,51.45
Nyctalus plancyi,24.443263
Nycteris arge,4.333333
Nycteris aurita,0.37485
Nycteris fuliginosa,-6.119637
Nycteris gambiensis,10.95
Nycteris grandis,3.4666665
Nycteris hispida,10.12
Nycteris intermedia,5.3211
Nycteris javanica,-6.594444
Nycteris macrotis,6.23
Nycteris madagascariensis,-21.216667
Nycteris major,2.98333
Nycteris nana,3.833333
Nycteris parisii,11.57
Nycteris thebaica,-3.31104
Nycteris tragata,3.6565000000000003
Nycteris woodi,-15.319252
Nycticebus bengalensis,17.2333
Nycticebus javanicus,-6.6876
Nycticebus menagensis,5.331857
Nycticebus pygmaeus,12.66666
Nycticeius cubanus,22.58333
Nycticeius humeralis,31.38916829089097
Nyctiellus lepidus,23.4
Nyctimene aello,-5.08201326066608
Nyctimene cephalotes,-1.183333
Nyctimene certans,-6.752740311685804
Nyctimene cyclotis,-7.284890717836421
Nyctimene draconilla,-3.9408469999999998
Nyctimene major,-8.45754
Nyctimene malaitensis,-10.56379
Nyctimene masalai,-4.5015
Nyctimene rabori,9.35
Nyctimene robinsoni,-17.8667
Nyctimene vizcaccia,-8.00196
Nyctinomops aurispinosus,19.166667
Nyctinomops femorosaccus,28.306525
Nyctinomops laticaudatus,6.2
Nyctinomops macrotis,26.699994
Nyctophilus arnhemensis,-14.566667
Nyctophilus bifax,-28.529795
Nyctophilus corbeni,-30.9939775
Nyctophilus daedalus,-16.5618805
Nyctophilus geoffroyi,-34.898499
Nyctophilus gouldi,-32.970098
Nyctophilus howensis,-31.55
Nyctophilus major,-31.3968
Nyctophilus microdon,-5.574
Nyctophilus microtis,-4.895420579208361
Nyctophilus sherrini,-43.010821
Nyctophilus timoriensis,-27.735
Nyctophilus walkeri,-14.821389
Ochotona collaris,63.35181291753603
Ochotona coreana,41.09
Ochotona erythrotis,32.5
Ochotona fenisex,47.35487
Ochotona forresti,25.981383
Ochotona gloveri,32.639374
Ochotona hoffmanni,47.423412
Ochotona hyperborea,62.333333
Ochotona ladacensis,33.25
Ochotona lama,28.8
Ochotona mantchurica,52.32
Ochotona pusilla,51.29
Ochotona roylei,30.071517
Ochotona rufescens,34.583328
Ochotona rutila,39.973545
Ochotona sikimaria,27.33
Ochotona syrinx,35.8
Ochotona thomasi,32.93
Ochotona turuchanensis,69.05
Octodon bridgesi,-39.81722
Octodon degus,-33.349998
Octodon lunatus,-33.266667
Octodon pacificus,-38.37
Octodontomys gliroides,-23.578293
Octomys mimax,-30.083333
Oecomys auyantepui,4.61275
Oecomys bicolor,-3.822466
Oecomys catherinae,-12.62
Oecomys cleberi,-18.1
Oecomys concolor,5.324999999999999
Oecomys flavicans,7.583333
Oecomys franciscorum,-18.325
Oecomys mamorae,-17.383333
Oecomys paricola,-11.23
Oecomys phaeotis,-13.100533
Oecomys rex,3.617
Oecomys rutilus,4.083
Oecomys speciosus,9.32
Oecomys superans,-1.533333
Oecomys sydandersoni,-14.7431
Oecomys trinitatis,4.70858
Oenomys hypoxanthus,-1.1667
Oenomys ornatus,7.5833
Okapia johnstoni,1.383333
Olallamys albicauda,5.3883335
Olallamys edax,4.60197
Oligopithecus rogeri,17.060833
Oligopithecus savagei,29.450001
Oligoryzomys andinus,-9.50763
Oligoryzomys arenalis,-7.7083330000000005
Oligoryzomys brendae,-24.299507
Oligoryzomys chacoensis,-22.4328
Oligoryzomys delticola,-33.599998
Oligoryzomys eliurus,-23.65
Oligoryzomys flavescens,-33.5
Oligoryzomys fornesi,-26.564649000000003
Oligoryzomys fulvescens,16.133889
Oligoryzomys griseolus,4.6
Oligoryzomys magellanicus,-53.628333
Oligoryzomys messorius,1.3
Oligoryzomys microtis,-12.34
Oligoryzomys moojeni,-13.95
Oligoryzomys nigripes,-24.366667
Oligoryzomys rupestris,-13.17
Oligoryzomys stramineus,-14.53
Oligoryzomys utiaritensis,-12.85
Oligoryzomys vegetus,8.93
Ommatophoca rossii,-65.43754
Ondatra obscurus,47.881111
Ondatra zibethicus,51.01875
Onychogalea fraenata,-32.833
Onychogalea lunata,-23.5729
Onychogalea unguifera,-17.198556500000002
Onychomys arenicola,31.174573
Onychomys leucogaster,37.86533031339199
Onychomys torridus,32.608299
Onychonycteris finneyi,41.816666
Orcaella brevirostris,12.6794735
Orcaella heinsohni,-12.51591
Orcinus orca,49.255302
Oreamnos americanus,60.166088
Oreamnos harringtoni,23.955833
Oreoryzomys balneator,-5.099
Oreotragus oreotragus,-24.04459
Ornithorhynchus anatinus,-35.167038
Orthogeomys cavator,8.777171
Orthogeomys cherriei,10.305518852306239
Orthogeomys cuniculus,16.483333
Orthogeomys dariensis,7.855
Orthogeomys grandis,16.426389
Orthogeomys heterodus,9.917
Orthogeomys hispidus,18.87
Orthogeomys lanius,18.87
Orthogeomys matagalpae,11.83
Orthogeomys thaeleri,5.766667
Orthogeomys underwoodi,9.517
Oryx beisa,0.59823
Oryx dammah,29.868026
Oryx leucoryx,29.86
Oryzomys baroni,-7.616667
Oryzomys bauri,-0.8035
Oryzomys chapmani,17.660278
Oryzomys dimidiatus,12.095656228803906
Oryzomys gorgasi,7.18
Oryzomys vegetus,8.4
Oryzorictes hova,-18.171666
Oryzorictes niger,-19.85
Oryzorictes tetradactylus,-18.830273
Osbornodon fricki,42.400002
Osbornodon renjiei,44.650002
Osgoodomys banderanus,19.121857
Osteoborus hilli,27.75
Otarocyon macdonaldi,45.25
Otocyon megalotis,-18.53
Otolemur crassicaudatus,-15.98
Otomops harrisoni,-1.13
Otomops madagascariensis,-23.5
Otomops martiensseni,-1.166667
Otomops papuensis,-7.916667
Otomops wroughtoni,15.55574
Otomys anchietae,-10.875
Otomys angoniensis,-9.175
Otomys barbouri,1.204729
Otomys dartmouthi,0.3667
Otomys irroratus,-29.6
Otomys jacksoni,1.07662
Otomys lacustris,-9.241163
Otomys maximus,-15.125
Otomys occidentalis,6.22
Otomys simiensis,13.23159
Otomys thomasi,-0.4103
Otonycteris hemprichii,30.033333
Otonyctomys hatti,20.175
Otopteropus cartilagonodus,16.23699
Otospermophilus atricapillus,26.0625
Ototylomys chiapensis,16.889366819624094
Ototylomys phyllotis,18.383
Ourebia ourebi,11.07408
Ovis gmelinii,44.88762
Oxetocyon cuspidatus,42.0500015
Oxymycterus amazonicus,-9.17
Oxymycterus dasytrichus,-24.333333
Oxymycterus delator,-18.918889
Oxymycterus hiska,-14.20604
Oxymycterus hispidus,-23.65
Oxymycterus hucucha,-17.775
Oxymycterus inca,-16.13875
Oxymycterus josei,-34.75
Oxymycterus misionalis,-26.98333
Oxymycterus nasutus,-33.783333
Oxymycterus paramensis,-17.75
Oxymycterus quaestor,-26.299999
Oxymycterus rufus,-34.8153
Oxymycterus wayku,-26.924999
Ozotoceros bezoarticus,-20.096798
Pachycynodon harlowi,43
Pachyuromys duprasi,30.4
Paguma larvata,35.610400034593894
Palaeoloxodon lomolinoi,37.102111
Palawanomys furvus,8.812639
Pan paniscus,1.5
Panthera gombaszoegensis,42.352501
Panthera spelaea,-4.94
Pantholops hodgsonii,34.8354335
Papagomys armandvillei,-8.739866
Papio kindae,-13.25
Papio papio,13.560954
Pappogeomys bulleri,19.675181488309182
Parabalaenoptera baulinensis,37.901669
Paracrocidura graueri,-3.368783
Paracrocidura maxima,-1
Paracrocidura schoutedeni,2.08
Paracynictis selousi,-15.375
Paradoxurus hermaphroditus,13.94
Paradoxurus jerdoni,14.9981
Paradoxurus zeylonensis,7.3183145
Paraechinus dorsalis,18
Paraechinus hypomelas,30.383433
Paraechinus micropus,25.869205
Paraechinus nudiventris,8.262117
Paragalago cocos,-2.157152
Paragalago zanzibaricus,-10.8667
Parahydromys asper,-6.082910254714662
Paraleptomys rufilatus,-3.300692050160435
Paramelomys levipes,-4.15
Paramelomys lorentzii,-3.324
Paramelomys moncktoni,-4.0440655
Paramelomys platyops,-3.304692010354198
Paramelomys rubex,-7.3481
Paramys delicatus,41.769169
Parantechinus apicalis,-30.3
Paranthropus robustus,-27.491500000000002
Paranyctimene raptor,-5.071144339910856
Parascalops breweri,42.7241
Parascaptor leucura,25.299999
Parastrellus hesperus,32.334585000000004
Paratriaenops auritus,-12.9183
Paratriaenops furculus,-20.79
Paraxerus alexandri,0.6667
Paraxerus boehmi,0.15
Paraxerus cepapi,-19.93
Paraxerus cooperi,6.22
Paraxerus flavivittis,-4.05
Paraxerus flavovittis,-10.655567
Paraxerus lucifer,-9.12536
Paraxerus ochraceus,-1.233333
Paraxerus palliatus,-7.765647
Paraxerus poensis,4.5991
Paraxerus vexillarius,-6
Paraxerus vincenti,-15.39933
Pardofelis marmorata,5.4
Parietobalaena palmeri,38.581669
Parietobalaena yamaokai,34.863056
Parotomys brantsii,-29.25
Parotomys littledalei,-29.585
Paruromys dominator,-1.8985949999999998
Pattonomys punctatus,6.55
Pattonomys semivillosus,9.4
Paucidentomys vermidax,-3.40755
Pearsonomys annectens,-39.43143928566971
Pectinator spekei,11.5194
Pelea capreolus,-33.3006155
Pelocetus calvertensis,38.502777
Pelomys campanae,-7.7
Pelomys fallax,-10.116667
Pelomys hopkinsi,-2.2167
Pelomys minor,-7.520849999999999
Pentalagus furnessi,28.270094
Penthetor lucasi,3.25833
Peponocephala electra,-4.507648
Perameles eremiana,-23.5255
Perameles gunnii,-42.153494499999994
Perameles pallescens,-17.286558
Perimyotis subflavus,36.33458227501194
Peripolocetus vexillifer,35.299999
Perognathus alticolus,34.23200434603597
Perognathus fasciatus,50.1779
Perognathus merriami,29.363205656068594
Peromyscus attwateri,33.584
Peromyscus baileyi,42.65494873461126
Peromyscus bullatus,19.468056
Peromyscus caniceps,25.683333
Peromyscus dickeyi,27.423611
Peromyscus eremicus,32.167
Peromyscus fraterculus,31.285918
Peromyscus furvus,19.540619387373187
Peromyscus gossypinus,31.188338
Peromyscus grandis,15.1189
Peromyscus guardia,29.54
Peromyscus guatemalensis,15.57063
Peromyscus gymnotis,14.53384
Peromyscus hooperi,27.009164106299274
Peromyscus hylocetes,19.590191737920602
Peromyscus interparietalis,28.69
Peromyscus keeni,55.425833
Peromyscus madrensis,21.50158
Peromyscus mayensis,15.733333
Peromyscus megalops,17.488333
Peromyscus mekisturus,18.461667
Peromyscus melanocarpus,17.555833
Peromyscus melanotis,19.283333
Peromyscus melanurus,16.203056
Peromyscus merriami,31.57479
Peromyscus nudipes,9.86804
Peromyscus ochraventer,23.089167
Peromyscus pembertoni,27.966667
Peromyscus perfulvus,19.398184
Peromyscus polius,29.392275679861985
Peromyscus pseudocrinitus,26.113333
Peromyscus schmidlyi,23.820833
Peromyscus sejugis,25.282125
Peromyscus simulus,22.990278
Peromyscus slevini,25.650833
Peromyscus spicilegus,20.504722
Peromyscus stephani,28.700881
Peromyscus stirtoni,14.283333
Peromyscus winkelmanni,18.805556
Peromyscus yucatanicus,19.505419
Peromyscus zarhynchus,16.135278
Peropteryx kappleri,10.23
Peropteryx leucoptera,2.25503
Peropteryx macrotis,4.1533
Peropteryx pallidoptera,-0.8
Peropteryx trinitatis,7.566667
Peroryctes raffrayana,-6.310363
Petaurillus kinlochii,2.92
Petaurista magnificus,27.666666
Petaurista nobilis,26.928611
Petaurista xanthotis,34.589722
Petauroides volans,-32.902772
Petaurus abidi,-3.3963317588468027
Petaurus australis,-34.9442435
Petaurus biacensis,-1.038102
Petaurus gracilis,-18.4
Petaurus norfolcensis,-32.627445
Petinomys crinitus,8.3334
Petinomys genibarbis,2.92
Petinomys hageni,3.55
Petinomys lugens,-1.440524
Petinomys mindanensis,8.0666665
Petinomys setosus,2.37
Petinomys vordermanni,2.95
Petrodromus tetradactylus,-8.65
Petrogale assimilis,-19.153247999999998
Petrogale burbidgei,-14.5
Petrogale coenensis,-13.8167
Petrogale godmani,-15.9674585
Petrogale herberti,-24.37368
Petrogale inornata,-20.926667
Petrogale mareeba,-17.114608
Petrogale penicillata,-29.64518
Petrogale persephone,-20.2833
Petrogale purpureicollis,-20.7167
Petrogale rothschildi,-20.6
Petrogale sharmani,-18.8667
Petrogale wilkinsi,-13.498361500000001
Petromus typicus,-23.43333
Petromyscus barbouri,-31.03
Petromyscus collinus,-23.48
Petromyscus monticularis,-25.3
Petromyscus shortridgei,-19.84013
Petropseudes dahli,-13.506291000000001
Phacochoerus aethiopicus,-0.2295
Phalanger carmelitae,-6.75
Phalanger gymnotis,-5.2833
Phalanger intercastellanus,-6.1921
Phalanger matabiru,0.632104
Phalanger matanim,-5.13333
Phalanger mimicus,-4.5833
Phalanger ornatus,0.88
Phalanger sericeus,-6.610833
Phalanger vestitus,-3.5
Phaner electromontis,-13.47
Phaner furcifer,-19.9667
Phaner pallescens,-20.367004
Phaner parienti,-13.413642
Phascogale calura,-32.8
Phascogale pirata,-12.671014499999998
Phascogale tapoatafa,-36.2178
Phascolosorex doriae,-3.5
Phascolosorex dorsalis,-7.1667
Phenacomys intermedius,49.016667
Phenacomys ungava,56.883333
Philander andersoni,-0.083333
Philander frenatus,-20.276389000000002
Philander laniger,-0.0333
Philander mcilhennyi,-8.666667
Philantomba maxwellii,5.48151
Philantomba monticola,-9.68
Philantomba walteri,6.9909575
Philetor brachypterus,9.561315
Philotrox condoni,43.299999
Phlaocyon leucosteus,42.265278
Phlaocyon mariae,42.75
Phlaocyon yatkolai,42.200001
Phloeomys cumingi,15.75905
Phloeomys pallidus,16.162
Phoca largha,66.25598453283364
Phocarctos hookeri,-46.1906645
Phocoena dioptrica,-51.068611
Phocoena sinus,31.591667
Phocoena spinipinnis,-13.883334999999999
Phodopus campbelli,47.08
Phodopus roborovskii,44.96
Phodopus sungorus,52.7025
Phoniscus atrox,5.19511
Phoniscus jagorii,17.55
Phoniscus papuensis,-30.081376
Phylloderma stenops,4.283
Phyllomys brasiliensis,-19.634701
Phyllomys lamarum,-11.78386
Phyllomys nigrispinus,-24.125
Phyllomys pattoni,-17.801667
Phyllomys thomasi,16.61
Phyllonycteris aphylla,18.433001
Phyllonycteris poeyi,19.28333
Phyllops falcatus,18.433331
Phyllops silvai,22.666668
Phyllostomus discolor,9.016667
Phyllostomus elongatus,3.51
Phyllostomus hastatus,5.35
Phyllostomus latifolius,3.5166665
Phyllotis amicus,-11.9
Phyllotis andium,-8.766666
Phyllotis anitae,-26.924999
Phyllotis bonariensis,-38.06486
Phyllotis caprinus,-21.45
Phyllotis darwini,-33.365762
Phyllotis definitus,-9.50763
Phyllotis haggardi,-0.872967
Phyllotis limatus,-16.393
Phyllotis magister,-17.45276
Phyllotis wolffsohni,-17.51667
Pierolapithecus catalaunicus,41.405277
Piliocolobus gordonorum,-7.743651
Piliocolobus kirkii,-6.2751
Piliocolobus oustaleti,2.58
Piliocolobus parmentieri,0.52941
Piliocolobus pennantii,0.5
Piliocolobus rufomitratus,-1.959119
Piliocolobus tephrosceles,0.460226
Piliocolobus tholloni,-2.678461
Pinocetus polonicus,50.520279
Pipanacoctomys aureus,-27.83565
Pipistrellus abramus,23.660493
Pipistrellus adamsi,-12.753056
Pipistrellus aero,2.28311
Pipistrellus africanus,-23.852602407135205
Pipistrellus angulatus,-4.5506
Pipistrellus capensis,9.6666
Pipistrellus ceylonicus,15.46667
Pipistrellus collinus,-9.876
Pipistrellus coromandra,26.33333
Pipistrellus deserti,26.529
Pipistrellus endoi,39.59889
Pipistrellus grandidieri,-2.5432889999999997
Pipistrellus hanaki,32.52
Pipistrellus hesperidus,-7.70714
Pipistrellus inexspectatus,-4.216667
Pipistrellus maderensis,28.42
Pipistrellus montanus,23.130719499999998
Pipistrellus nanulus,3.883
Pipistrellus nathusii,51.93
Pipistrellus papuanus,-7.34149
Pipistrellus paterculus,14.867
Pipistrellus pipistrellus,49.2051
Pipistrellus pygmaeus,52.73061
Pipistrellus raceyi,-20.07633
Pipistrellus rendalli,7.0944
Pipistrellus rueppellii,4.00722
Pipistrellus rusticus,-15.22274
Pipistrellus stenopterus,3.25833
Pipistrellus tenuis,14.9415
Pipistrellus wattsi,-6.6175
Pipistrellus westralis,-14.748611
Piscobalaena nana,-15.482778
Pithecheir melanurus,-6.73058
Pithecheir parvus,3.1417
Pithecheirops otion,4.97
Pithecia aequatorialis,-3.333333
Pithecia cazuzai,-2.436535
Pithecia chrysocephala,-3.0969315
Pithecia hirsuta,-3.760339
Pithecia irrorata,-12.2
Pithecia isabela,-4.833333
Pithecia milleri,-0.049622
Pithecia napensis,-0.638063
Pithecia pissinattii,-3.741521
Pithecia rylandsi,-12.069995
Pithecus antiquus,48.470001
Plagiodontia aedium,18.92197
Plagiodontia ipnaeum,19.095
Planigale gilesi,-29.551357
Planigale ingrami,-17.595326
Planigale tenuirostris,-29.916
Platacanthomys lasiurus,11.928035
Platalina genovensium,-15.794616
Platanista gangetica,26.607225
Platanista minor,27.666667
Platodontopithecus jianghuaiensis,33.450001
Platygonus compressus,29.41
Platymops setiger,0.433333
Platyrrhinus albericoi,5.0500975
Platyrrhinus aurarius,5.125
Platyrrhinus brachycephalus,-2.5815219346723763
Platyrrhinus dorsalis,3.766333
Platyrrhinus infuscus,-11.3
Platyrrhinus ismaeli,-5.4
Platyrrhinus masu,-13.054669
Platyrrhinus matapalensis,-1.58
Platyrrhinus recifinus,-22.383
Platyrrhinus umbratus,10.43
Platyrrhinus vittatus,8.12
Plecotus auritus,52.069353
Plecotus balensis,7.947717
Plecotus homochrous,29.358333000000002
Plecotus kolombatovici,43.25983
Plecotus kozlovi,45.261815
Plecotus ognevi,50.84
Plecotus sacrimontis,35.841133223888846
Plecotus sardus,40.258057
Plecotus strelkovi,36.2339
Plecotus taivanus,24.366454
Plecturocebus aureipalatii,-12.875409
Plecturocebus brunneus,-12.7112885
Plecturocebus caligatus,-4.3583335000000005
Plecturocebus cupreus,-3.878646
Plecturocebus hoffmannsi,-3.3
Plecturocebus miltoni,-8.477052
Plecturocebus moloch,-4.92
Plecturocebus oenanthe,-7.044167
Plecturocebus pallescens,-19.9990185
Plecturocebus toppini,-12.279633
