species,median_lat
Crocidura negligens,2.81611
Crocidura negrina,9.2586
Crocidura newmarki,-3.242
Crocidura nicobarica,7
Crocidura nigeriae,7.205664
Crocidura nigricans,3.733333
Crocidura nigrofusca,0.381789
Crocidura nimbae,5.85
Crocidura nimbasilvanus,8.3
Crocidura ninoyi,12.4416
Crocidura niobe,-1.3833
Crocidura obscurior,7.792
Crocidura palawanensis,8.812639
Crocidura panayensis,10.8175
Crocidura paradoxura,-0.37483
Crocidura parvipes,2.0649205
Crocidura pergrisea,30.880301
Crocidura phaeura,6.666667
Crocidura phanluongi,12.139022752465669
Crocidura planiceps,1.0659
Crocidura poensis,5.7
Crocidura praedax,26.868521
Crocidura pullata,27.06168282592097
Crocidura raineyi,1.235
Crocidura religiosa,30.033333
Crocidura rhoditis,1.10607
Crocidura roosevelti,3.85
Crocidura russula,42.94
Crocidura sacralis,-9.987152
Crocidura selina,0.8499
Crocidura sibirica,45.53862
Crocidura silacea,-18.46665
Crocidura stenocephala,-2.768225
Crocidura susiana,32.3022
Crocidura tanakae,24.03
Crocidura tansaniana,-5.1
Crocidura tarella,0.70145
Crocidura tarfayaensis,28.77
Crocidura tarfayensis,29.8
Crocidura telfordi,-6.6112945
Crocidura tephra,4.416667
Crocidura thalia,6.916667
Crocidura theresae,7.944
Crocidura thomensis,0.66511
Crocidura trichura,-10.5
Crocidura turba,-0.575
Crocidura usambarae,-4.53333
Crocidura viaria,9.275
Crocidura voi,-3.516667
Crocidura vorax,17.5667
Crocidura vosmaeri,-1.84848
Crocidura whitakeri,33.21
Crocidura wimmeri,5.38
Crocidura wuchihensis,23.1185
Crocidura xantippe,-5.066667
Crocidura yankariensis,4.416667
Crocidura zarudnyi,33.561138
Crocidura zimmeri,-8.9
Crocuta crocuta,-3.170297
Crocuta spelaea,51.383333
Crossarchus alexandri,0.46667
Crossarchus obscurus,6.6
Crossarchus platycephalus,6.91296
Crunomys celebensis,-2.88283
Crunomys melanius,7.269165000000001
Crunomys suncoides,8.4271
Cryptochloris wintoni,-30.4
Cryptochloris zyli,-32.077077
Cryptonanus chacoensis,-27.47538
Cryptonanus unduaviensis,-13.1249985
Cryptoprocta ferox,-20.067193500000002
Cryptotis colombiana,5.886559062453251
Cryptotis equatoris,-0.33959171640841784
Cryptotis goldmani,17.340444
Cryptotis goodwini,14.86667
Cryptotis gracilis,9.567
Cryptotis griseoventris,16.720361
Cryptotis hondurensis,14.63335
Cryptotis lacertosus,15.8101
Cryptotis mam,15.5546
Cryptotis mayensis,20.358721
Cryptotis medellinia,5.718044124906501
Cryptotis meridensis,8.58
Cryptotis merriami,15.181
Cryptotis nelsoni,18.547778
Cryptotis nigrescens,10.309927
Cryptotis olivaceus,15.016667
Cryptotis oreoryctes,15.3858
Cryptotis phillipsii,16.078056
Cryptotis squamipes,4.079305
Cryptotis tamensis,7.345556
Cryptotis thomasi,4.6
Cryptotis tropicalis,15.483
Ctenodactylus gundi,32.68
Ctenomys andersoni,-19.8
Ctenomys argentinus,-27.333333
Ctenomys australis,-38.851846
Ctenomys azarae,-33.3885
Ctenomys boliviensis,-17.88333
Ctenomys bonettoi,-26.78
Ctenomys budini,-23.740745
Ctenomys colburni,-47.066666
Ctenomys conoveri,-20.866668500000003
Ctenomys coyhaiquensis,-46.549999
Ctenomys dorbignyi,-27.74033
Ctenomys dorsalis,-22.25
Ctenomys emilianus,-37.375
Ctenomys erikacuellarae,-19.716667
Ctenomys flamarioni,-30.041343
Ctenomys fochi,-28.876094
Ctenomys fodax,-41.043629
Ctenomys frater,-22.266667
Ctenomys fulvus,-26.071417
Ctenomys goodfellowi,-16.333334999999998
Ctenomys haigi,-41.0617
Ctenomys knighti,-26.7332295
Ctenomys latro,-26.593084
Ctenomys lessai,-17.75
Ctenomys leucodon,-16.996389
Ctenomys lewisi,-21.483333
Ctenomys magellanicus,-53.666672
Ctenomys maulinus,-38.56667
Ctenomys mendocinus,-33.017
Ctenomys opimus,-17.816668
Ctenomys pearsoni,-33.933910999999995
Ctenomys perrensi,-29.133333
Ctenomys peruanus,-16.62554
Ctenomys pontifex,-32.948167
Ctenomys porteousi,-36.299198
Ctenomys rionegrensis,-31.88333
Ctenomys roigi,-27.946752500000002
Ctenomys scagliai,-26.638273
Ctenomys sericeus,-45.700001
Ctenomys sociabilis,-40.933333
Ctenomys steinbachi,-17.46667
Ctenomys sylvanus,-22.243108
Ctenomys talarum,-35.968804
Ctenomys torquatus,-33
Ctenomys tuconax,-27.33333
Ctenomys tucumanus,-26.820706
Ctenomys validus,-32.85
Ctenomys viperinus,-26.822038
Ctenomys yatesi,-18.266667
Ctenomys yolandae,-31.2
Cubanycteris silvai,22.65
Cuniculus paca,5.893611
Cuniculus taczanowskii,6.03917
Cuscomys ashaninka,-11.66
Cyclopes didactylus,8.097215
Cynarctoides emryi,42.5
Cynarctoides luskensis,42.049999
Cynarctus crucidens,42.700001
Cynarctus galushai,34.799999
Cynarctus saxatilis,42.783333
Cynarctus voorhiesi,42.700001
Cynictis pencillata,-22.5878465
Cynictis penicillata,-26.472064
Cynocephalus volans,8.765406769466919
Cynodesmus canavus,29.86
Cynodesmus cooki,43.1499995
Cynodesmus euthos,42.799999
Cynodesmus martini,41.700001
Cynodesmus minor,42.809999500000004
Cynodesmus thomsoni,42.200001
Cynodesmus thooides,43.3999995
Cynodictis oregonensis,44.666668
Cynodictis temnodon,43.299999
Cynogale bennettii,2.150337
Cynomops greenhalli,10.396327
Cynomops mexicanus,9.119
Cynomops planirostris,3.898386
Cynomys leucurus,40.643342000000004
Cynomys ludovicianus,39.595712
Cynomys mexicanus,24.9640395
Cynomys parvidens,37.67741279169758
Cynopterus brachyotis,9.15
Cynopterus horsfieldii,3.25833
Cynopterus luzoniensis,11.78
Cynopterus minutus,-6.554082
Cynopterus nusatenggara,-8.383333
Cynopterus sphinx,12.18
Cynopterus titthaecheilus,-6.75
Cynotherium sardous,41.2101385
Cystophora cristata,75.584954
Cyttarops alecto,10.21667
Dacnomys millardi,25.466669
Dactylomys boliviensis,-13.266666
Dactylomys dactylinus,-1.916667
Dactylomys peruanus,-13.06306
Dactylopsila megalura,-5.13333
Dactylopsila palpator,-3.5
Dactylopsila tatei,-9.45617
Dactylopsila trivirgata,-16.370833
Dagonodum mojnum,55.30722
Dama dama,51.7
Dama roberti,52.4192
Dasycercus cristicauda,-27.525975000000003
Dasykaluta rosamondae,-21.616667
Dasymys alleni,-2.2333
Dasymys foxi,9.45
Dasymys incomtus,-1.7333
Dasymys montanus,0.3667
Dasymys nudipes,-13.625
Dasymys rufulus,6.2
Dasymys rwandae,-1.4333
Dasymys sua,-6.8333
Dasyprocta azarae,-25.673305
Dasyprocta coibae,7.524255
Dasyprocta cristata,9.6
Dasyprocta fuliginosa,4.642232
Dasyprocta kalinowskii,-13.67817
Dasyprocta leporina,4.94522
Dasyprocta mexicana,17.24506
Dasyprocta prymnolopha,-1.431582
Dasyprocta punctata,7.520663
Dasyprocta ruatanica,16.292816000000002
Dasypus hybridus,-33.549999
Dasypus kappleri,4.95118
Dasypus novemcinctus,27.8655535
Dasypus pilosus,-9.699
Dasypus sabanicola,4.68052
Dasypus septemcinctus,-20.5859695
Dasyuroides byrnei,-26.78196
Dasyurus albopunctatus,-5.8216122132740535
Dasyurus geoffroii,-31.9
Dasyurus hallucatus,-12.701485
Dasyurus maculatus,-31.578132500000002
Dasyurus viverrinus,-42.128776
Daubentonia madagascariensis,-18.709722
Delanymys brooksi,-2.38082
Delomys dorsalis,-23.65
Delomys sublineatus,-22.299999
Delphinapterus leucas,66.2597
Delphinus capensis,33.6233
Dendrogale melanura,6.0801
Dendrogale murina,12.1827
Dendrohyrax arboreus,-1.4
Dendrohyrax dorsalis,5.28
Dendrolagus bennettianus,-15.966
Dendrolagus lumholtzi,-17.365827
Dendrolagus matschiei,40.156079
Dendrolagus scottae,-3.2996920604541224
Dendrolagus stellarum,-3.9167
Dendrolagus ursinus,-3.760833
Dendromus insignis,-1.6749999999999998
Dendromus lachaisei,7.87
Dendromus lovati,13.23159
Dendromus melanotis,-2.50835
Dendromus mesomelas,-24.34
Dendromus messorius,7.083333
Dendromus mystacalis,0.15
Dendromus nyikae,-13.0667
Dendromus oreas,4.2
Dendromus vernayi,-11.375
Dephomys defua,5.825
Dephomys eburneae,7.0954999999999995
Dermanura bogotensis,4.889278
Dermanura rava,4.601784
Desmalopex leucopterus,13.8
Desmalopex microleucopterus,12.834
Desmana moschata,51.2
Desmocyon matthewi,42.799999
Desmodilliscus braueri,13.85
Desmodillus auricularis,-25.46
Desmodus rotundus,16.391667
Desmomys harringtoni,7.65
Diaemus youngi,6.5
Dicerorhinus etruscus,45.133331
Dicerorhinus hemitoechus,32.67
Diclidurus albus,15.98052
Diclidurus ingens,5.3333335
Diclidurus isabellus,4.73
Diclidurus scutatus,4.33
Dicrostonyx groenlandicus,69.383
Dicrostonyx hudsonius,56.217
Dicrostonyx nelsoni,63.73370454676835
Dicrostonyx nunatakensis,64.583333
Dicrostonyx richardsoni,64.319444
Dicrostonyx torquatus,75.716667
Dicrostonyx unalascensis,53.22296941488987
Dicrostonyx vinogradovi,71.26667
Didelphis albiventris,-25.857553
Didelphis aurita,-23.633052
Didelphis imperfecta,5.166
Didelphis marsupialis,6.627884
Didelphis pernigra,4.9144
Didelphis virginiana,32.727782000000005
Dinaromys bogdanovi,43.296229999999994
Dinomys branickii,4.093995
Dionysopithecus shuangouensis,33.450001
Diphylla ecaudata,18.87
Diplogale hosei,3.75
Diplomesodon pulchellum,45
Diplomys caniceps,7.38
Diplomys labilis,8.366667
Dipodillus campestris,31.503059
Dipodillus dasyurus,30.794062
Dipodillus harwoodi,-2.7
Dipodillus mackilligini,22.55
Dipodillus maghrebi,34.48
Dipodillus rupicola,15.957
Dipodillus simoni,31.583334
Dipodillus stigmonyx,7.87718
Dipodomys compactus,27.30639
Dipodomys elator,34.318001
Dipodomys gravipes,30.683294
Dipodomys ingens,35.242649620075106
Dipodomys nelsoni,26.674186
Dipodomys ornatus,22.751667
Dipodomys phillipsii,19.594243
Dipodomys spectabilis,31.93285
Dipodomys stephensi,33.706796
Distoechurus pennatus,-5.1
Diunatans luctoretemergo,51.41111
Djebelemur martinezi,35.187778
Dobsonia anderseni,-2.1333
Dobsonia beauforti,-1.116667
Dobsonia chapmani,9.5834
Dobsonia crenulata,0.88
Dobsonia exoleta,-1.133333
Dobsonia inermis,-8.00098
Dobsonia magna,-5.966
Dobsonia minor,-5.012267915913216
Dobsonia moluccensis,-3.3167
Dobsonia peronii,-8.5913
Dobsonia praedatrix,-4.1167
Dobsonia viridis,-2.96
Dolichopithecus ruscinensis,46.016666
Dolichotis salinicola,-23.473333
Dologale dybowskii,3.733333
Dorcatragus megalotis,9.61263
Dorcopsis hageni,-4.4651729302722565
Dorcopsis luctuosa,-8.950423
Dorcopsis muelleri,-3.775766
Dorcopsulus macleayi,-9.88
Dorcopsulus vanheurni,-3.9167
Dremomys everetti,6.059989
Dremomys lokriah,25.66667
Dremomys pyrrhomerus,28.175
Dromiciops gliroides,-39.992
Dryopithecus brancoi,48.393055
Dryopithecus indicus,33
Dugong dugon,-16.261778
Dushimys larsi,12.051337
Dusicyon australis,-44.05055
Dusicyon avus,-49.900002
Dusicyon gymnocercus,-22.334135
Dyacopterus rickarti,8.188889
Dyacopterus spadiceus,3.117
Dymecodon pilirostris,36.03611
Echimys chrysurus,1.543415
Echimys saturnus,-1.06317
Echinops telfairi,-23.118902499999997
Echinosorex gymnura,3.95
Echiothrix leucura,0.7638
Echymipera clara,-4.842728138518063
Ectophylla alba,10.43333
Ectopocynus antiquus,43.25
Ectopocynus intermedius,43
Ectopocynus simplicidens,42.799999
Eidolon dupreanum,-15.1020755
Eidolon helvum,4.9
Eira barbara,5.157665
Elaphodus cephalophus,30.41
Elaphurus davidianus,39.78
Elephantulus brachyrhynchus,-17.59426
Elephantulus edwardii,-32.57
Elephantulus fuscipes,3.733333
Elephantulus fuscus,-16.133304
Elephantulus intufi,-21.72
Elephantulus myurus,-29.4
Elephantulus revoili,11.36906
Elephantulus rufescens,-0.18875
Elephantulus rupestris,-28.33
Elephas celebensis,-4.379722
Elephas namadicus,39.633333
Eligmodontia bolsonensis,-26.999722
Eligmodontia hirtipes,-18.429851
Eligmodontia moreni,-31.791026
Eligmodontia morgani,-41.09
Eligmodontia puerulus,-23.416111
Eligmodontia typus,-34.05
Eliomys melanurus,31.52857
Eliomys munbyanus,31.52
Eliomys quercinus,44.17688
Eliurus antsingy,-17.316080499999998
Eliurus danieli,-22.3992
Eliurus grandidieri,-14.433888
Eliurus majori,-18.2833325
Eliurus minor,-21.27
Eliurus myoxinus,-20.283333
Eliurus petteri,-18.371665999999998
Eliurus tanala,-22.163334
Eliurus webbi,-22.222221
Ellobius fuscocapillus,33.643601
Ellobius lutescens,40.08
Ellobius pedorychus,32.67
Ellobius talpinus,51.52
Ellobius tancrei,46.245629
Emballonura alecto,10.4305
Emballonura beccarii,-6.54565
Emballonura dianae,-2.9333
Emballonura furax,-2.0667
Emballonura monticola,3.325
Emballonura nigrescens,-8
Emballonura raffrayana,-3.3167
Enhydrocyon basilatus,43
Enhydrocyon crassidens,43.299999
Enhydrocyon stenocephalus,44.666668
Eoglaucomys fimbriatus,34.433334
Eolagurus luteus,45.53862
Eolagurus przewalskii,42.63
Eomysticetus whitmorei,32.881668
Eonycteris major,1.128167
Eonycteris robusta,8.466667
Eonycteris spelaea,9.36667
Eospalax rothschildi,31
Eospalax smithii,34.33
Eothenomys cachinus,23.75
Eothenomys chinensis,30.25
Eothenomys eleusis,25.075
Eothenomys miletus,25.15586
Eothenomys olitor,25.075
Eothenomys proditor,27.256939
Eotragus clavatus,43.46
Eozapus setchuanus,37.147777
Epicyon aelurodontoides,37.200001
Episoriculus corsicanus,42.665001
Episoriculus fumidus,23.464904064626943
Episoriculus leucops,27.23333
Episoriculus macrurus,28.966667
Epixerus ebii,4.919787
Epomophorus angolensis,-15.06667
Epomophorus anselli,-8.902
Epomophorus crypturus,-15.27113
Epomophorus gambianus,7.82
Epomophorus labiatus,0.671478
Epomophorus minimus,0.5671
Epomophorus minor,-1.733333
Epomophorus wahlbergi,-3.307778
Epomops buettikoferi,6.266667
Epomops dobsonii,-10.516667
Epomops franqueti,4.266667
Eptesicus andinus,8.7
Eptesicus brasiliensis,3.6522085
Eptesicus chiriquinus,4.6539304999999995
Eptesicus diminutus,-25.050408500000003
Eptesicus dorianus,-23.573252
Eptesicus furinalis,9.9
Eptesicus fuscus,36.82195
Eptesicus gobiensis,43.776
Eptesicus guadeloupensis,16.248631
Eptesicus innoxius,-2.42675
Eptesicus nilssonii,58.66659
Eptesicus taddeii,-25.44944
Equus caballus,-13.148667
Equus ferus,29.31
Equus germanicus,51.216667
Equus grevyi,0.54325
Equus przewalskii,50.583333
Equus taubachensis,50.983333
Eremodipus lichtensteini,45
Eremoryzomys polius,-6.82783
Erethizon dorsatus,46.0049165
Erignathus barbatus,66.066667
Erinaceus amurensis,37.5667
Erinaceus europaeus,52.05
Erinaceus hindei,-1.283333
Erinaceus roumanicus,48.8160125
Erinaceus sharonis,32.67
Eropeplus canus,-2.8181
Erophylla bombifrons,18.3
Erophylla sezekorni,18.41543
Erythrocebus patas,11.30054
Eschrichtius robustus,26.853868
Eubalaena australis,-38.4088
Eubalaena glacialis,44.589332999999996
Eubalaena japonica,41
Euchoreutes naso,43.358075
Euderma maculatum,35.82806
Eudiscoderma thongareeae,5.7986415000000004
Eudiscopus denticulus,12.194
Eudorcas rufifrons,12.076329
Eudorcas rufina,34.85684
Eudorcas thomsonii,-1.367
Eulemur albifrons,-15.511965
Eulemur cinereiceps,-22.030774
Eulemur coronatus,-12.9081115
Eulemur flavifrons,-14.203074
Eulemur mongoz,-16.192386
Eulemur rubriventer,-19.0774775
Eulemur rufifrons,-21.276891
Eulemur rufus,-21.35
Eulemur sanfordi,-12.668725
Eumetopias jubatus,57.088989
Eumops auripendulus,4.15
Eumops dabbenei,-24.9468
Eumops delticus,-11.033334
Eumops ferox,11.111335
Eumops hansae,4.75
Eumops maurus,-3.764953
Eumops patagonicus,-13.116667
Eumops perotis,32.63367530829263
Eumops trumbulli,-3.7
Eumops underwoodi,19.1666685
Eumops wilsoni,6.115931
Euneomys chinchilloides,-41.09
Euneomys mordax,-37.83128
Euneomys petersoni,-51.133335
Euoticus elegantulus,2.98333
Euoticus pallidus,5.7667
Eupleres goudotii,-19.296434
Euroscaptor grandis,26.133333
Euroscaptor klossi,18.494089
Euroscaptor kuznetsovi,26.432433
Euroscaptor longirostris,29.9956
Euroscaptor micrura,25.466669500000002
Euroscaptor mizura,38.16667
Euryoryzomys emmonsae,-6
Euryoryzomys legatus,-23
Euryoryzomys macconnelli,-2.166666
Euryoryzomys nitidus,-15.433333
Euryoryzomys russatus,-24.283333
Euryzygomatomys spinosus,-24.366667
Exilisciurus concinnus,8.1
Exilisciurus exilis,5.020224
Exilisciurus whiteheadi,6.0131645
Falsistrellus mackenziei,-34.1
Falsistrellus mordax,26.75
Falsistrellus tasmaniensis,-34.393804
Felis catus,38.769915
Felis chaus,32.38
Felis margarita,24.165661
Felis nigripes,-28.678552
Felovia vae,16.940125000000002
Feresa attenuata,15.353016499999999
Feroculus feroculus,7.133335
Fossa fossana,-21.251757
Funambulus layardi,6.435649
Funambulus palmarum,7.312652
Funambulus pennantii,26.9321405
Funambulus sublineatus,6.8312945
Funambulus tristriatus,10.331806
Funisciurus anerythrus,0.85
Funisciurus bayonii,-8.491685
Funisciurus carruthersi,-2.0167
Funisciurus congicus,-5.2667
Funisciurus isabella,3.966665
Funisciurus lemniscatus,0.57
Funisciurus leucogenys,6.463057
Funisciurus pyrropus,2.4167
Funisciurus substriatus,6.636797
Furipterus horrens,-3.63
Galago braccatus,-2.9833
Galago demidoffi,4.683335
Galago dunni,9.3167
Galago gallarum,4.1833
Galago matschiei,-0.2801575
Galago moholi,-19.12
Galagoides demidoffi,-5.8833
Galagoides thomasi,6.74778
Galea spixii,-6.366667
Galecynus latidens,44.666668
Galemys pyrenaicus,42.75687
Galenomys garleppi,-16.9916665
Galeopterus variegates,-0.36944
Galerella flavescens,-21.6391875
Galerella pulverulenta,-33.978811
Galerella sanguinea,-8.65
Galictis cuja,-32.1567185
Galictis vittata,14.982357
Galidictis fasciata,-21.851667
Galidictis grandidieri,-24.0437
Gazella arabica,24.729715
Gazella bennettii,23.2271745
Gazella cuvieri,36.842777
Gazella deperdita,43.78
Gazella leptoceros,30.3500005
Gazella spekei,11.634563
Genetta abyssinica,9.8842
Genetta angolensis,-8.65
Genetta genetta,43.31
Genetta maculata,-9.116667
Genetta pardina,7.074274000000001
Genetta poensis,5.9204349999999994
Genetta servalina,0.46667
Genetta thierryi,10.219999999999999
Genetta tigrina,-32.632740999999996
Genetta victoriae,-1.416667
Geocapromys brownii,18.14217
Geocapromys ingrahami,25.02
Geocapromys thoracatus,14.633333
Geogale aurita,-23.65
Geomys arenarius,31.919001
Geomys attwateri,29.23306
Geomys knoxjonesi,33.18
Geomys tropicalis,22.37011
Georychus capensis,-33.933333
Geoxus valdivianus,-41.05766
Gerbilliscus afra,-13.13333
Gerbilliscus boehmi,-2.6
Gerbilliscus brantsii,-21.66667
Gerbilliscus guineae,9.5667
Gerbilliscus inclusus,-11.772335000000002
Gerbilliscus leucogaster,-19.5
Gerbilliscus nigricaudus,-3.1000015000000003
Gerbilliscus phillipsi,7.75
Gerbilliscus robustus,-6.4667
Gerbilliscus validus,-6.9667
Gerbillurus paeba,-25.3
Gerbillurus setzeri,-23.37
Gerbillurus tytonis,-23.57
Gerbillurus vallinus,-28.5
Gerbillus agag,14.41327
Gerbillus amoenus,29.833334
Gerbillus aquilus,29.55
Gerbillus cheesmani,31
Gerbillus famulus,13.64364
Gerbillus floweri,41.744423
Gerbillus garamantis,29.25
Gerbillus gerbillus,29.200001
Gerbillus gleadowi,30.08333
Gerbillus henleyi,29.9416665
Gerbillus hesperinus,31.52
Gerbillus hoogstraali,30.48333
Gerbillus latastei,33.16346
Gerbillus mauritaniae,17.03
Gerbillus mesopotamiae,32.0162
Gerbillus muriculus,15.45583
Gerbillus nancillus,14.5
Gerbillus nanus,29.864013
Gerbillus nigeriae,14.367
Gerbillus occiduus,28.98389
Gerbillus perpallidus,30.25
Gerbillus poecilops,21.25
Gerbillus pulvinatus,2.28
Gerbillus pusillus,2.13333
Gerbillus syrticus,30.7833
Gerbillus tarabuli,30.7833
Gerbillus vivax,27.53
Gerbillus watersi,18.4667
Giraffa reticulata,0.342861
Giraffa tippelskirchi,-2.546066
Glauconycteris alboguttata,3.7416669999999996
Glauconycteris argentata,-1.283333
Glauconycteris beatrix,1.75
Glauconycteris curryae,3.083333
Glauconycteris egeria,1.7666665
Glauconycteris gleni,-1.094181
Glauconycteris humeralis,-1.094181
Glauconycteris kenyacola,0.7666664999999999
Glauconycteris machadoi,3.733333
Glauconycteris poensis,6.791105
Glauconycteris variegata,3.7
Glironia venusta,-22.2
Glirulus japonicus,34.125043
Glis glis,45.019302
Glischropus tylopus,11.65
Globicephala macrorhynchus,32.598344499999996
Globicephala melas,43.533333
Glossophaga commissarisi,16.116667
Glossophaga leachii,17.4880555
Glossophaga longirostris,6.55
Glossophaga morenoi,16.779528
Glossophaga soricina,16.712222
Glyphonycteris daviesi,4.6815
Glyphonycteris sylvestris,18.985691978895858
Glyphotes simus,6.023073
Golunda ellioti,22.2166685
Gracilinanus aceramarcae,-13.644776499999999
Gracilinanus agilis,-19.119444
Gracilinanus dryas,7.45
Gracilinanus emiliae,4.592
Gracilinanus longicaudus,3.283333
Gracilinanus marica,8.6
Gracilinanus microtarsus,-20.4720835
Grammomys buntingi,6.92
Grammomys cometes,-18.4617
Grammomys dolichurus,-6.889722
Grammomys gigas,-0.0588
Grammomys ibeanus,-4.744
Grammomys kuru,3.167
Grammomys macmillani,-1.8470905000000002
Grammomys ochraceus,0.441816
Grampus griseus,38.7016
Graomys centralis,-32.68
Graomys domorum,-19.483333
Graomys edithae,-29.864645
Graomys griseoflavus,-32.877848
Graphiurus christyi,-1.1833
Graphiurus crassicaudatus,6.625
Graphiurus kelleni,3.9167
Graphiurus lorraineus,7.2666
Graphiurus microtis,-3.79785
Graphiurus murinus,-2.5667
Graphiurus nagtglasii,6.6167
Graphiurus ocularis,-31.310386
Graphiurus platyops,-13.5833
Graphiurus rupicola,-17.357644999999998
Graphiurus surdus,1.769771
Gricetoides aurorae,35.359722
Gulo gulo,63.057957
Gymnobelideus leadbeateri,-37.72
Gymnuromys roberti,-22.146666
Habromys chinanteco,17.44291075289827
Habromys ixtlani,17.44710909582142
Habromys lepturus,17.424
Habromys lophurus,15.716667
Habromys simulatus,18.182778
Hadromys humei,25.299999
Haeromys margarettae,6.018678
Haeromys minahassae,1.0067400000000002
Handleyomys fuscatus,3.45
Handleyomys intectus,5.7688285
Handleyomys melanotis,19.201389
Hapalemur alaotrensis,-17.456299
Hapalemur aureus,-21.270362
Hapalemur occidentalis,-14.4628795
Hapalomys delacouri,20.758332
Hapalomys longicaudatus,4.62
Haplonycteris fischeri,9.36667
Harpiocephalus harpia,20.45
Harpiola isodon,22.35
Harpyionycteris celebensis,-2.04275
Harpyionycteris whiteheadi,9.36667
Heimyscus fumosus,-2.15
Helarctos malayanus,12.28
Heliosciurus gambianus,6.8333
Heliosciurus mutabilis,-15.728865
Heliosciurus punctatus,5.87
Heliosciurus rufobrachium,3.006665
Heliosciurus ruwenzorii,0
Heliosciurus undulatus,-5.1
Helogale hirtula,0.57
Helogale ivori,-15.031667
Helogale macmillani,0.441816
Helogale parvula,-14.875
Helogale percivali,0.472702
Helogale victorina,-6
Hemibelideus lemuroides,-17.5
Hemicentetes nigriceps,-20.775
Hemicentetes semispinosus,-18.933333
Hemiechinus collaris,26.064852
Hemigalus derbyanus,4.9705745
Hemitragus hylocrius,11.334778499999999
Herpestes edwardsi,23.237053
Herpestes fuscus,6.867198
Herpestes ichneumon,36.629078
Herpestes naso,3.16667
Herpestes semitorquatus,3.00936
Herpestes smithii,6.375593
Herpestes urva,14.02
Herpestes vitticollis,7.3
Hesperocyon coloradensis,40.799999
Hesperocyon wilsoni,29.9
Hesperoptenus blanfordi,14.967
Hesperoptenus tickelli,15.149999999999999
Hesperoptenus tomesi,6.2833315
Heterocephalus glaber,-2.616667
Heteromys anomalus,9.85
Heteromys australis,4.8573425
Heteromys catopterius,10.43
Heteromys gaumeri,18.779722
Heteromys goldmani,15.657222
Heteromys lepturus,18.027
Heteromys nelsoni,15.426067
Heteromys nubicolens,10.317
Heteromys oasicus,11.82
Heteromys oresterus,9.65
Heteromys teleus,-0.6
Hexaprotodon liberiensis,5.6019465
Hexaprotodon madagascariensis,-19.866667
Hippocamelus antisensis,-17.4383
Hippocamelus bisulcus,-46.102177499999996
Hippopotamus antiquus,43.2497215
Hippopotamus laloumena,-21.248333
Hippopotamus lemerlei,-23.065001
Hipposideros abae,6.2
Hipposideros armiger,23.1200695
Hipposideros atrox,3.25833
Hipposideros beatus,4.033333
Hipposideros bicolor,7.54075
Hipposideros boeadii,-4.366667
Hipposideros calcaratus,-4.35
Hipposideros camerunensis,0.35563
Hipposideros cervinus,-5.616
Hipposideros cineraceus,16.029600000000002
Hipposideros commersonii,-12.712133
Hipposideros coronatus,10.788584499999999
Hipposideros coxi,4.05013
Hipposideros curtus,4.033333
Hipposideros cyclops,4.583333
Hipposideros dinops,-8.43344
Hipposideros doriae,3.891658
Hipposideros durgadasi,13.156382
Hipposideros dyacorum,5.53333
Hipposideros einnaythu,17.733334
Hipposideros fuliginosus,5.87
Hipposideros fulvus,25.299999
Hipposideros galeritus,-3.43335
Hipposideros gigas,7.43
Hipposideros grandis,13.220625
Hipposideros griffini,20.8
Hipposideros halophyllus,6.549
Hipposideros hypophyllus,13.15
Hipposideros inornatus,-13.1
Hipposideros jonesi,10.369436499999999
Hipposideros khaokhouayensis,18.916667
Hipposideros lamottei,7.6817985
Hipposideros lankadiva,7.48931
Hipposideros larvatus,13.233567
Hipposideros lekaguli,14.031645000000001
Hipposideros lylei,17.32985
Hipposideros macrobullatus,-4.55381
Hipposideros madurae,-7.216667
Hipposideros maggietaylorae,-3.2167
Hipposideros marisae,7.66
Hipposideros megalotis,-0.266667
Hipposideros muscinus,-6.44844
Hipposideros nicobarulae,7.33333
Hipposideros obscurus,12.45
Hipposideros orbiculus,-1.033333
Hipposideros papua,0.88
Hipposideros pratti,22.35
Hipposideros pygmaeus,9.746939
Hipposideros ridleyi,3.717
Hipposideros rotalis,18.383
Hipposideros ruber,1.68333
Hipposideros scutinares,17.966667
Hipposideros semoni,-13.923502
Hipposideros sorenseni,-7.683333
Hipposideros speoris,7.25
Hipposideros speouis,7.566667
Hipposideros stenotis,-14.8
Hipposideros sumbae,-9.916667
Hipposideros vittatus,-3.33092
Hipposideros wollastoni,-5.313213138518063
Hippotragus leucophaeus,47.713543
Histiotus humboldti,5.053814
Histiotus laephotis,-24.9292875
Histiotus macrotus,-28.809427
Histiotus magellanicus,-41.97429
Histiotus montanus,-32.8264585
Histiotus velatus,-20.75
Hodomys alleni,18.93417
Holochilus brasiliensis,-25.35936
Holochilus chacarius,-24.9468
Holochilus sciureus,-3.284217
Homo antecessor,42.352501
Homo erectus,3.975
Homo habilis,-2.983
Homo heidelbergensis,-14.45
Homo rudolfensis,-10.333
Hoolock hoolock,26.617099
Hoolock tianxing,24.949213
Hoplomys gymnurus,6.7110140000000005
Hsunycteris cadenai,5.371548
Hsunycteris pattoni,0.022056
Hsunycteris thomasi,4.25
Hyaena hyaena,31.45
Hybomys badius,6.22
Hybomys basilii,3.36111
Hybomys lunaris,0.6
Hybomys planifrons,7.483333
