"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5"
"2065","Felis_affinis","affinis","Felis",0,0,0,0,0,NA,0,0,0,0
"2066","Felis_agrius","agrius","Felis",0,0,0,0,0,NA,0,0,0,0
"2067","Felis_catus","catus","Felis",1289,46980,380,0,0,41,97,2.366,933,16
"2068","Felis_chaus","chaus","Felis",21,162,19,20,0,18,7,0.389,5,3
"2069","Felis_haussa","haussa","Felis",0,0,0,0,0,NA,0,0,0,0
"2070","Felis_herschelii","herschelii","Felis",0,0,0,0,0,NA,0,0,0,0
"2071","Felis_hyaenoides","hyaenoides","Felis",0,0,0,0,0,NA,0,0,0,0
"2072","Felis_javanensis","javanensis","Felis",0,0,0,0,0,NA,0,0,0,0
"2073","Felis_macrocelis","macrocelis","Felis",0,0,0,0,0,NA,0,0,0,0
"2074","Felis_manchurica","manchurica","Felis",0,0,0,0,0,NA,0,0,0,0
"2075","Felis_margarita","margarita","Felis",18,278,17,18,0,45,9,0.2,9,2
"2076","Felis_moormensis","moormensis","Felis",0,0,0,0,0,NA,0,0,0,0
"2077","Felis_nepalensis","nepalensis","Felis",0,0,0,0,0,NA,0,0,0,0
"2078","Felis_nigripes","nigripes","Felis",6,122,6,6,0,15,3,0.2,2,1
"2079","Felis_ornata","ornata","Felis",0,0,0,0,0,NA,0,0,0,0
"2080","Felis_pamiri","pamiri","Felis",0,0,0,0,0,NA,0,0,0,0
"2081","Felis_pardochrous","pardochrous","Felis",0,0,0,0,0,NA,0,0,0,0
"2082","Felis_pardoides","pardoides","Felis",0,0,0,0,0,NA,0,0,0,0
"2083","Felis_prateri","prateri","Felis",0,0,0,0,0,NA,0,0,0,0
"2084","Felis_pulchella","pulchella","Felis",0,0,0,0,0,NA,0,0,0,0
"2085","Felis_ricketti","ricketti","Felis",0,0,0,0,0,NA,0,0,0,0
"2086","Felis_rutilus","rutilus","Felis",0,0,0,0,0,NA,0,0,0,0
"2087","Felis_servalina","servalina","Felis",0,0,0,0,0,NA,0,0,0,0
"2088","Felis_wagati","wagati","Felis",0,0,0,0,0,NA,0,0,0,0
"2089","Felovia_vae","vae","Felovia",1,8,1,1,0,9,1,0.111,0,0
"2090","Feresa_attenuata","attenuata","Feresa",11,54,9,9,2,13,4,0.308,1,2
"2091","Feroculus_feroculus","feroculus","Feroculus",0,0,0,0,0,NA,0,0,0,0
"2092","Fossa_fossana","fossana","Fossa",7,177,6,7,0,13,5,0.385,5,1
"2093","Fossa_majori","majori","Fossa",0,0,0,0,0,NA,0,0,0,0
"2094","Fukomys_amatus","amatus","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2095","Fukomys_anselli","anselli","Fukomys",3,33,3,2,0,15,3,0.2,2,0
"2096","Fukomys_bocagei","bocagei","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2097","Fukomys_choma","choma","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2098","Fukomys_damarensis","damarensis","Fukomys",3,3,3,3,0,16,1,0.062,0,1
"2099","Fukomys_darlingi","darlingi","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2100","Fukomys_foxi","foxi","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2101","Fukomys_ilariae","ilariae","Fukomys",1,7,1,1,0,10,1,0.1,0,0
"2102","Fukomys_kafuensis","kafuensis","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2103","Fukomys_mechowii","mechowii","Fukomys",2,58,2,2,0,14,2,0.143,2,0
"2104","Fukomys_micklemi","micklemi","Fukomys",1,32,1,1,0,14,1,0.071,1,0
"2105","Fukomys_ochraceocinereus","ochraceocinereus","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2106","Fukomys_zechi","zechi","Fukomys",0,0,0,0,0,NA,0,0,0,0
"2107","Funambulus_layardi","layardi","Funambulus",0,0,0,0,0,NA,0,0,0,0
"2108","Funambulus_palmarum","palmarum","Funambulus",1,2,1,1,0,8,1,0.125,0,0
"2109","Funambulus_pennantii","pennantii","Funambulus",0,0,0,0,0,NA,0,0,0,0
"2110","Funambulus_sublineatus","sublineatus","Funambulus",0,0,0,0,0,NA,0,0,0,0
"2111","Funambulus_tristriatus","tristriatus","Funambulus",0,0,0,0,0,NA,0,0,0,0
"2112","Funisciurus_anerythrus","anerythrus","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2113","Funisciurus_bayonii","bayonii","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2114","Funisciurus_carruthersi","carruthersi","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2115","Funisciurus_congicus","congicus","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2116","Funisciurus_duchaillui","duchaillui","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2117","Funisciurus_isabella","isabella","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2118","Funisciurus_lemniscatus","lemniscatus","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2119","Funisciurus_leucogenys","leucogenys","Funisciurus",1,11,1,1,0,7,1,0.143,1,0
"2120","Funisciurus_pyrropus","pyrropus","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2121","Funisciurus_substriatus","substriatus","Funisciurus",0,0,0,0,0,NA,0,0,0,0
"2122","Furipterus_caerulescens","caerulescens","Furipterus",0,0,0,0,0,NA,0,0,0,0
"2123","Furipterus_coerulescens","coerulescens","Furipterus",0,0,0,0,0,NA,0,0,0,0
"2124","Furipterus_horrens","horrens","Furipterus",6,25,6,6,0,9,3,0.333,1,2
"2125","Galago_alleni","alleni","Galago",0,0,0,0,0,NA,0,0,0,0
"2126","Galago_braccatus","braccatus","Galago",0,0,0,0,0,NA,0,0,0,0
"2127","Galago_demidoffi","demidoffi","Galago",0,0,0,0,0,NA,0,0,0,0
"2128","Galago_dunni","dunni","Galago",0,0,0,0,0,NA,0,0,0,0
"2129","Galago_gabonensis","gabonensis","Galago",0,0,0,0,0,NA,0,0,0,0
"2130","Galago_gallarum","gallarum","Galago",0,0,0,0,0,NA,0,0,0,0
"2131","Galago_granti","granti","Galago",0,0,0,0,0,NA,0,0,0,0
"2132","Galagoides_cocos","cocos","Galagoides",0,0,0,0,0,NA,0,0,0,0
"2133","Galagoides_demidoffi","demidoffi","Galagoides",0,0,0,0,0,NA,0,0,0,0
"2134","Galagoides_kumbirensis","kumbirensis","Galagoides",1,13,1,1,0,4,1,0.25,1,1
"2135","Galagoides_orinus","orinus","Galagoides",1,37,1,0,1,12,1,0.083,1,0
"2136","Galagoides_rondoensis","rondoensis","Galagoides",0,0,0,0,0,NA,0,0,0,0
"2137","Galagoides_thomasi","thomasi","Galagoides",1,8,1,1,0,6,1,0.167,0,0
"2138","Galagoides_udzungwensis","udzungwensis","Galagoides",0,0,0,0,0,NA,0,0,0,0
"2139","Galago_matschiei","matschiei","Galago",0,0,0,0,0,NA,0,0,0,0
"2140","Galago_minor","minor","Galago",0,0,0,0,0,NA,0,0,0,0
"2141","Galago_moholi","moholi","Galago",10,219,7,10,0,19,8,0.421,8,1
"2142","Galea_flavidens","flavidens","Galea",1,16,1,1,0,5,1,0.2,1,0
"2143","Galea_monasteriensis","monasteriensis","Galea",0,0,0,0,0,NA,0,0,0,0
"2144","Galea_spixii","spixii","Galea",7,23,7,7,0,7,3,0.429,0,2
"2145","Galemys_pyrenaicus","pyrenaicus","Galemys",23,549,18,23,0,15,10,0.667,10,6
"2146","Galenomys_garleppi","garleppi","Galenomys",0,0,0,0,0,NA,0,0,0,0
"2147","Galeopterus_peninsulae","peninsulae","Galeopterus",0,0,0,0,0,NA,0,0,0,0
"2148","Galeopterus_variegates","variegates","Galeopterus",0,0,0,0,0,NA,0,0,0,0
"2149","Galerella_flavescens","flavescens","Galerella",0,0,0,0,0,NA,0,0,0,0
"2150","Galerella_nigrata","nigrata","Galerella",0,0,0,0,0,NA,0,0,0,0
"2151","Galerella_ochracea","ochracea","Galerella",0,0,0,0,0,NA,0,0,0,0
"2152","Galerella_pulverulenta","pulverulenta","Galerella",2,6,2,2,0,4,1,0.25,0,1
"2153","Galerella_sanguinea","sanguinea","Galerella",4,39,4,4,0,15,3,0.2,2,1
"2154","Galictis_cuja","cuja","Galictis",12,149,12,11,1,15,8,0.533,6,3
"2155","Galictis_vittata","vittata","Galictis",9,36,7,9,0,8,3,0.375,1,1
"2156","Galidictis_fasciata","fasciata","Galidictis",5,97,4,5,0,11,4,0.364,3,2
"2157","Galidictis_grandidieri","grandidieri","Galidictis",0,0,0,0,0,NA,0,0,0,0
"2158","Galidictis_ornatus","ornatus","Galidictis",0,0,0,0,0,NA,0,0,0,0
"2159","Gardnerycteris_crenulatum","crenulatum","Gardnerycteris",6,97,6,6,0,43,4,0.093,2,0
"2160","Gardnerycteris_keenani","keenani","Gardnerycteris",1,3,1,1,0,1,1,1,0,1
"2161","Gardnerycteris_koepckeae","koepckeae","Gardnerycteris",2,10,2,2,0,7,1,0.143,0,1
"2162","Gazella_albonotata","albonotata","Gazella",0,0,0,0,0,NA,0,0,0,0
"2163","Gazella_arabica","arabica","Gazella",15,69,11,12,0,8,5,0.625,3,2
"2164","Gazella_bennettii","bennettii","Gazella",14,139,14,12,0,18,5,0.278,2,2
"2165","Gazella_christyi","christyi","Gazella",0,0,0,0,0,NA,0,0,0,0
"2166","Gazella_cuvieri","cuvieri","Gazella",19,268,18,16,0,37,8,0.216,8,2
"2167","Gazella_deperdita","deperdita","Gazella",0,0,0,0,0,NA,0,0,0,0
"2168","Gazella_dorcas","dorcas","Gazella",28,421,22,26,0,37,12,0.324,13,2
"2169","Gazella_erlangeri","erlangeri","Gazella",3,4,3,3,0,28,1,0.036,0,1
"2170","Gazella_isabella","isabella","Gazella",0,0,0,0,0,NA,0,0,0,0
"2171","Gazella_leptoceros","leptoceros","Gazella",3,16,3,3,0,37,3,0.081,0,1
"2172","Gazella_littoralis","littoralis","Gazella",0,0,0,0,0,NA,0,0,0,0
"2173","Gazella_loderi","loderi","Gazella",0,0,0,0,0,NA,0,0,0,0
"2174","Gazella_lydekkeri","lydekkeri","Gazella",0,0,0,0,0,NA,0,0,0,0
"2175","Gazella_merrilli","merrilli","Gazella",0,0,0,0,0,NA,0,0,0,0
"2176","Gazella_muscatensis","muscatensis","Gazella",1,1,1,1,0,4,1,0.25,0,1
"2177","Gazella_saudiya","saudiya","Gazella",4,110,4,4,0,30,3,0.1,3,0
"2178","Gazella_spekei","spekei","Gazella",3,99,3,3,0,29,3,0.103,3,0
"2179","Gazella_walleri","walleri","Gazella",0,0,0,0,0,NA,0,0,0,0
"2180","Gazella_yarkendensis","yarkendensis","Gazella",0,0,0,0,0,NA,0,0,0,0
"2181","Genetta_abyssinica","abyssinica","Genetta",0,0,0,0,0,NA,0,0,0,0
"2182","Genetta_amer","amer","Genetta",0,0,0,0,0,NA,0,0,0,0
"2183","Genetta_angolensis","angolensis","Genetta",0,0,0,0,0,NA,0,0,0,0
"2184","Genetta_bettoni","bettoni","Genetta",0,0,0,0,0,NA,0,0,0,0
"2185","Genetta_bini","bini","Genetta",0,0,0,0,0,NA,0,0,0,0
"2186","Genetta_bourloni","bourloni","Genetta",0,0,0,0,0,NA,0,0,0,0
"2187","Genetta_cristata","cristata","Genetta",1,49,1,1,0,15,1,0.067,1,0
"2188","Genetta_felina","felina","Genetta",0,0,0,0,0,NA,0,0,0,0
"2189","Genetta_genetta","genetta","Genetta",30,757,26,0,0,26,15,0.577,18,3
"2190","Genetta_grantii","grantii","Genetta",0,0,0,0,0,NA,0,0,0,0
"2191","Genetta_johnstoni","johnstoni","Genetta",1,6,1,1,0,19,1,0.053,0,0
"2192","Genetta_letabae","letabae","Genetta",1,5,1,1,0,13,1,0.077,0,0
"2193","Genetta_ludia","ludia","Genetta",0,0,0,0,0,NA,0,0,0,0
"2194","Genetta_maculata","maculata","Genetta",3,23,3,3,0,15,2,0.133,1,1
"2195","Genetta_pardina","pardina","Genetta",0,0,0,0,0,NA,0,0,0,0
"2196","Genetta_poensis","poensis","Genetta",0,0,0,0,0,NA,0,0,0,0
"2197","Genetta_servalina","servalina","Genetta",3,54,3,3,0,15,2,0.133,1,0
"2198","Genetta_thierryi","thierryi","Genetta",0,0,0,0,0,NA,0,0,0,0
"2199","Genetta_tigrina","tigrina","Genetta",5,45,5,5,0,13,4,0.308,2,2
"2200","Genetta_victoriae","victoriae","Genetta",1,49,1,1,0,15,1,0.067,1,0
"2201","Geocapromys_brownii","brownii","Geocapromys",1,17,1,1,0,4,1,0.25,1,1
"2202","Geocapromys_ingrahami","ingrahami","Geocapromys",2,84,2,1,1,14,2,0.143,1,1
"2203","Geocapromys_thoracatus","thoracatus","Geocapromys",0,0,0,0,0,NA,0,0,0,0
"2204","Geogale_aurita","aurita","Geogale",1,31,1,1,0,35,1,0.029,1,0
"2205","Geomys_arenarius","arenarius","Geomys",0,0,0,0,0,NA,0,0,0,0
"2206","Geomys_attwateri","attwateri","Geomys",1,2,1,1,0,8,1,0.125,0,0
"2207","Geomys_cherriei","cherriei","Geomys",0,0,0,0,0,NA,0,0,0,0
"2208","Geomys_knoxjonesi","knoxjonesi","Geomys",0,0,0,0,0,NA,0,0,0,0
"2209","Geomys_streckeri","streckeri","Geomys",0,0,0,0,0,NA,0,0,0,0
"2210","Geomys_tropicalis","tropicalis","Geomys",0,0,0,0,0,NA,0,0,0,0
"2211","Georychus_capensis","capensis","Georychus",3,46,2,3,0,11,2,0.182,1,0
"2212","Geoxus_lafkenche","lafkenche","Geoxus",0,0,0,0,0,NA,0,0,0,0
"2213","Geoxus_valdivianus","valdivianus","Geoxus",2,53,1,2,0,20,2,0.1,2,0
"2214","Gerbilliscus_afra","afra","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2215","Gerbilliscus_boehmi","boehmi","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2216","Gerbilliscus_brantsii","brantsii","Gerbilliscus",6,56,6,6,0,26,4,0.154,3,0
"2217","Gerbilliscus_gambianus","gambianus","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2218","Gerbilliscus_guineae","guineae","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2219","Gerbilliscus_inclusus","inclusus","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2220","Gerbilliscus_kempi","kempi","Gerbilliscus",1,2,1,1,0,8,1,0.125,0,0
"2221","Gerbilliscus_leucogaster","leucogaster","Gerbilliscus",2,12,2,2,0,7,1,0.143,1,0
"2222","Gerbilliscus_nigricaudus","nigricaudus","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2223","Gerbilliscus_phillipsi","phillipsi","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2224","Gerbilliscus_robustus","robustus","Gerbilliscus",1,15,1,1,0,15,1,0.067,1,0
"2225","Gerbilliscus_validus","validus","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2226","Gerbilliscus_vicinus","vicinus","Gerbilliscus",0,0,0,0,0,NA,0,0,0,0
"2227","Gerbillurus_paeba","paeba","Gerbillurus",3,44,3,3,0,14,2,0.143,2,0
"2228","Gerbillurus_setzeri","setzeri","Gerbillurus",0,0,0,0,0,NA,0,0,0,0
"2229","Gerbillurus_tytonis","tytonis","Gerbillurus",1,2,1,1,0,8,1,0.125,0,0
"2230","Gerbillurus_vallinus","vallinus","Gerbillurus",0,0,0,0,0,NA,0,0,0,0
"2231","Gerbillus_acticola","acticola","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2232","Gerbillus_agag","agag","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2233","Gerbillus_amoenus","amoenus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2234","Gerbillus_aquilus","aquilus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2235","Gerbillus_brockmani","brockmani","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2236","Gerbillus_burtoni","burtoni","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2237","Gerbillus_cheesmani","cheesmani","Gerbillus",1,2,1,0,1,3,1,0.333,0,1
"2238","Gerbillus_dongolanus","dongolanus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2239","Gerbillus_dunni","dunni","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2240","Gerbillus_famulus","famulus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2241","Gerbillus_floweri","floweri","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2242","Gerbillus_garamantis","garamantis","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2243","Gerbillus_gerbillus","gerbillus","Gerbillus",5,51,4,5,0,47,3,0.064,2,0
"2244","Gerbillus_gleadowi","gleadowi","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2245","Gerbillus_grobbeni","grobbeni","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2246","Gerbillus_henleyi","henleyi","Gerbillus",2,9,2,2,0,16,1,0.062,0,0
"2247","Gerbillus_hesperinus","hesperinus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2248","Gerbillus_hoogstraali","hoogstraali","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2249","Gerbillus_hoogstrali","hoogstrali","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2250","Gerbillus_latastei","latastei","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2251","Gerbillus_mariae","mariae","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2252","Gerbillus_mauritaniae","mauritaniae","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2253","Gerbillus_mesopotamiae","mesopotamiae","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2254","Gerbillus_muriculus","muriculus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2255","Gerbillus_nancillus","nancillus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2256","Gerbillus_nanus","nanus","Gerbillus",2,12,2,2,0,26,1,0.038,1,0
"2257","Gerbillus_nigeriae","nigeriae","Gerbillus",1,1,1,1,0,10,1,0.1,0,0
"2258","Gerbillus_occiduus","occiduus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2259","Gerbillus_perpallidus","perpallidus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2260","Gerbillus_poecilops","poecilops","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2261","Gerbillus_principulus","principulus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2262","Gerbillus_pulvinatus","pulvinatus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2263","Gerbillus_pusillus","pusillus","Gerbillus",1,16,1,1,0,37,1,0.027,1,0
"2264","Gerbillus_pyramidum","pyramidum","Gerbillus",3,35,3,3,0,38,2,0.053,1,0
"2265","Gerbillus_rosalinda","rosalinda","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2266","Gerbillus_syrticus","syrticus","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2267","Gerbillus_tarabuli","tarabuli","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2268","Gerbillus_vivax","vivax","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2269","Gerbillus_watersi","watersi","Gerbillus",0,0,0,0,0,NA,0,0,0,0
"2270","Giraffa_reticulata","reticulata","Giraffa",5,18,5,3,1,6,2,0.333,1,1
"2271","Giraffa_tippelskirchi","tippelskirchi","Giraffa",9,39,8,6,2,17,3,0.176,1,3
"2272","Glaucomys_oregonensis","oregonensis","Glaucomys",3,6,3,3,0,2,1,0.5,0,1
"2273","Glauconycteris_alboguttata","alboguttata","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2274","Glauconycteris_argentata","argentata","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2275","Glauconycteris_atra","atra","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2276","Glauconycteris_beatrix","beatrix","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2277","Glauconycteris_curryae","curryae","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2278","Glauconycteris_egeria","egeria","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2279","Glauconycteris_gleni","gleni","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2280","Glauconycteris_humeralis","humeralis","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2281","Glauconycteris_kenyacola","kenyacola","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2282","Glauconycteris_machadoi","machadoi","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2283","Glauconycteris_poensis","poensis","Glauconycteris",0,0,0,0,0,NA,0,0,0,0
"2284","Glauconycteris_superba","superba","Glauconycteris",1,5,1,1,0,5,1,0.2,0,1
"2285","Glauconycteris_variegata","variegata","Glauconycteris",1,5,1,1,0,5,1,0.2,0,1
"2286","Glironia_venusta","venusta","Glironia",0,0,0,0,0,NA,0,0,0,0
"2287","Glirulus_japonicus","japonicus","Glirulus",3,8,3,3,0,14,1,0.071,0,0
"2288","Glischropus_aquilus","aquilus","Glischropus",0,0,0,0,0,NA,0,0,0,0
"2289","Glischropus_bucelaphus","bucelaphus","Glischropus",0,0,0,0,0,NA,0,0,0,0
"2290","Glischropus_bucephalus","bucephalus","Glischropus",0,0,0,0,0,NA,0,0,0,0
"2291","Glischropus_javanus","javanus","Glischropus",0,0,0,0,0,NA,0,0,0,0
"2292","Glischropus_tylopus","tylopus","Glischropus",0,0,0,0,0,NA,0,0,0,0
"2293","Glis_glis","glis","Glis",30,770,26,25,0,24,12,0.5,16,3
"2294","Glis_obtusangulus","obtusangulus","Glis",0,0,0,0,0,NA,0,0,0,0
"2295","Globicephala_macrorhynchus","macrorhynchus","Globicephala",31,304,21,25,4,24,8,0.333,7,4
"2296","Globicephala_melas","melas","Globicephala",35,1080,26,32,1,31,14,0.452,15,5
"2297","Glossophaga_commissarisi","commissarisi","Glossophaga",0,0,0,0,0,NA,0,0,0,0
"2298","Glossophaga_leachii","leachii","Glossophaga",0,0,0,0,0,NA,0,0,0,0
"2299","Glossophaga_longirostris","longirostris","Glossophaga",1,8,1,1,0,15,1,0.067,0,0
"2300","Glossophaga_morenoi","morenoi","Glossophaga",0,0,0,0,0,NA,0,0,0,0
"2301","Glossophaga_soricina","soricina","Glossophaga",25,667,23,25,0,22,11,0.5,15,2
"2302","Glyphonycteris_behnii","behnii","Glyphonycteris",1,25,1,1,0,10,1,0.1,1,0
"2303","Glyphonycteris_daviesi","daviesi","Glyphonycteris",1,1,1,1,0,6,1,0.167,0,0
"2304","Glyphonycteris_sylvestris","sylvestris","Glyphonycteris",1,8,1,1,0,5,1,0.2,0,1
"2305","Glyphotes_simus","simus","Glyphotes",0,0,0,0,0,NA,0,0,0,0
"2306","Golunda_ellioti","ellioti","Golunda",1,2,1,1,0,3,1,0.333,0,1
"2307","Gracilinanus_aceramarcae","aceramarcae","Gracilinanus",1,2,1,1,0,2,1,0.5,0,1
"2308","Gracilinanus_agilis","agilis","Gracilinanus",5,24,5,5,0,6,2,0.333,2,1
"2309","Gracilinanus_dryas","dryas","Gracilinanus",0,0,0,0,0,NA,0,0,0,0
"2310","Gracilinanus_emiliae","emiliae","Gracilinanus",2,233,2,2,0,20,2,0.1,1,0
"2311","Gracilinanus_formosus","formosus","Gracilinanus",0,0,0,0,0,NA,0,0,0,0
"2312","Gracilinanus_ignitus","ignitus","Gracilinanus",0,0,0,0,0,NA,0,0,0,0
"2313","Gracilinanus_longicaudus","longicaudus","Gracilinanus",0,0,0,0,0,NA,0,0,0,0
"2314","Gracilinanus_marica","marica","Gracilinanus",1,4,1,1,0,8,1,0.125,0,0
"2315","Gracilinanus_microtarsus","microtarsus","Gracilinanus",8,68,8,8,0,13,5,0.385,3,1
"2316","Gracilinanus_peruanus","peruanus","Gracilinanus",0,0,0,0,0,NA,0,0,0,0
"2317","Grammomys_aridulus","aridulus","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2318","Grammomys_buntingi","buntingi","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2319","Grammomys_caniceps","caniceps","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2320","Grammomys_cometes","cometes","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2321","Grammomys_dolichurus","dolichurus","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2322","Grammomys_gazellae","gazellae","Grammomys",1,55,1,1,0,38,1,0.026,1,0
"2323","Grammomys_gigas","gigas","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2324","Grammomys_ibeanus","ibeanus","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2325","Grammomys_kuru","kuru","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2326","Grammomys_macmillani","macmillani","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2327","Grammomys_minnae","minnae","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2328","Grammomys_ochraceus","ochraceus","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2329","Grammomys_poensis","poensis","Grammomys",1,3,1,1,0,5,1,0.2,0,1
"2330","Grammomys_surdaster","surdaster","Grammomys",0,0,0,0,0,NA,0,0,0,0
"2331","Grampus_griseus","griseus","Grampus",54,933,40,39,5,24,17,0.708,26,4
"2332","Graomys_centralis","centralis","Graomys",0,0,0,0,0,NA,0,0,0,0
"2333","Graomys_chacoensis","chacoensis","Graomys",0,0,0,0,0,NA,0,0,0,0
"2334","Graomys_domorum","domorum","Graomys",0,0,0,0,0,NA,0,0,0,0
"2335","Graomys_edithae","edithae","Graomys",0,0,0,0,0,NA,0,0,0,0
"2336","Graomys_griseoflavus","griseoflavus","Graomys",2,16,2,2,0,6,1,0.167,1,0
"2337","Graphiurus_angolensis","angolensis","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2338","Graphiurus_christyi","christyi","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2339","Graphiurus_crassicaudatus","crassicaudatus","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2340","Graphiurus_johnstoni","johnstoni","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2341","Graphiurus_kelleni","kelleni","Graphiurus",1,12,1,1,0,8,1,0.125,1,0
"2342","Graphiurus_lorraineus","lorraineus","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2343","Graphiurus_microtis","microtis","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2344","Graphiurus_monardi","monardi","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2345","Graphiurus_murinus","murinus","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2346","Graphiurus_nagtglasii","nagtglasii","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2347","Graphiurus_ocularis","ocularis","Graphiurus",1,5,1,1,0,4,1,0.25,0,1
"2348","Graphiurus_platyops","platyops","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2349","Graphiurus_playtops","playtops","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2350","Graphiurus_rupicola","rupicola","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2351","Graphiurus_surdus","surdus","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2352","Graphiurus_walterverheyeni","walterverheyeni","Graphiurus",0,0,0,0,0,NA,0,0,0,0
"2353","Gulo_gulo","gulo","Gulo",122,4779,57,112,7,27,35,1.296,79,8
"2354","Gulo_nagelii","nagelii","Gulo",0,0,0,0,0,NA,0,0,0,0
"2355","Gyldenstolpia_planaltensis","planaltensis","Gyldenstolpia",1,4,1,1,0,10,1,0.1,0,0
"2356","Gymnobelideus_leadbeateri","leadbeateri","Gymnobelideus",44,1395,23,38,4,31,19,0.613,29,4
