"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","logh1"
"5624","Rhinolophus_mossambicus","mossambicus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5625","Rhinolophus_neglectus","neglectus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5626","Rhinolophus_nereis","nereis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5627","Rhinolophus_osgoodi","osgoodi","Rhinolophus",1,39,1,1,0,12,1,0.083,1,0,0.301029995663981
"5628","Rhinolophus_paradoxolophus","paradoxolophus","Rhinolophus",1,39,1,1,0,12,1,0.083,1,0,0.301029995663981
"5629","Rhinolophus_pearsonii","pearsonii","Rhinolophus",2,65,1,2,0,12,2,0.167,2,0,0.477121254719662
"5630","Rhinolophus_perditus","perditus","Rhinolophus",2,11,2,1,1,12,1,0.083,1,0,0.301029995663981
"5631","Rhinolophus_philippensis","philippensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5632","Rhinolophus_philippinensis","philippinensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5633","Rhinolophus_proconsulis","proconsulis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5634","Rhinolophus_pumilus","pumilus","Rhinolophus",1,20,1,1,0,15,1,0.067,1,0,0.301029995663981
"5635","Rhinolophus_pusillus","pusillus","Rhinolophus",8,191,5,6,2,15,6,0.4,6,0,0.845098040014257
"5636","Rhinolophus_rex","rex","Rhinolophus",2,39,2,2,0,12,1,0.083,1,0,0.301029995663981
"5637","Rhinolophus_rhodesiae","rhodesiae","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5638","Rhinolophus_robinsoni","robinsoni","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5639","Rhinolophus_rufus","rufus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5640","Rhinolophus_ruwenzorii","ruwenzorii","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5641","Rhinolophus_sakejiensis","sakejiensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5642","Rhinolophus_schnitzleri","schnitzleri","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5643","Rhinolophus_sedulus","sedulus","Rhinolophus",1,4,1,1,0,6,1,0.167,0,0,0.301029995663981
"5644","Rhinolophus_shameli","shameli","Rhinolophus",1,15,1,1,0,16,1,0.062,1,0,0.301029995663981
"5645","Rhinolophus_shortridgei","shortridgei","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5646","Rhinolophus_siamensis","siamensis","Rhinolophus",1,2,1,1,0,1,1,1,0,1,0.301029995663981
"5647","Rhinolophus_silvestris","silvestris","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5648","Rhinolophus_simulator","simulator","Rhinolophus",1,2,1,1,0,4,1,0.25,0,1,0.301029995663981
"5649","Rhinolophus_smithersi","smithersi","Rhinolophus",1,2,1,1,0,4,1,0.25,0,1,0.301029995663981
"5650","Rhinolophus_stheno","stheno","Rhinolophus",2,54,1,2,0,16,2,0.125,2,0,0.477121254719662
"5651","Rhinolophus_subbadius","subbadius","Rhinolophus",1,41,1,1,0,4,1,0.25,1,1,0.301029995663981
"5652","Rhinolophus_subrufus","subrufus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5653","Rhinolophus_swinnyi","swinnyi","Rhinolophus",1,9,1,1,0,24,1,0.042,0,0,0.301029995663981
"5654","Rhinolophus_tatar","tatar","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5655","Rhinolophus_thailandensis","thailandensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5656","Rhinolophus_thomasi","thomasi","Rhinolophus",2,65,1,2,0,12,2,0.167,2,0,0.477121254719662
"5657","Rhinolophus_trifoliatus","trifoliatus","Rhinolophus",1,26,1,1,0,11,1,0.091,1,0,0.301029995663981
"5658","Rhinolophus_truncatus","truncatus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5659","Rhinolophus_virgo","virgo","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5660","Rhinolophus_willardi","willardi","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5661","Rhinolophus_xinanzhongguoensis","xinanzhongguoensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5662","Rhinolophus_yunanensis","yunanensis","Rhinolophus",2,34,2,2,0,11,2,0.182,1,0,0.477121254719662
"5663","Rhinolophus_yunnanensis","yunnanensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5664","Rhinolophus_ziama","ziama","Rhinolophus",0,0,0,0,0,NA,0,0,0,0,0
"5665","Rhinonicteris_aurantia","aurantia","Rhinonicteris",7,66,6,6,1,15,5,0.333,2,0,0.778151250383644
"5666","Rhinophylla_alethina","alethina","Rhinophylla",0,0,0,0,0,NA,0,0,0,0,0
"5667","Rhinophylla_fischerae","fischerae","Rhinophylla",0,0,0,0,0,NA,0,0,0,0,0
"5668","Rhinophylla_pumilio","pumilio","Rhinophylla",6,152,6,6,0,14,5,0.357,4,2,0.778151250383644
"5669","Rhinopithecus_avunculus","avunculus","Rhinopithecus",4,5,4,2,0,21,2,0.095,0,1,0.477121254719662
"5670","Rhinopithecus_bieti","bieti","Rhinopithecus",43,690,24,42,1,27,14,0.519,20,6,1.17609125905568
"5671","Rhinopithecus_brelichi","brelichi","Rhinopithecus",15,238,12,14,1,12,11,0.917,11,2,1.07918124604762
"5672","Rhinopithecus_roxellana","roxellana","Rhinopithecus",50,510,30,48,2,19,14,0.737,18,5,1.17609125905568
"5673","Rhinopithecus_strykeri","strykeri","Rhinopithecus",8,113,6,8,0,10,5,0.5,4,5,0.778151250383644
"5674","Rhinopoma_hadramauticum","hadramauticum","Rhinopoma",0,0,0,0,0,NA,0,0,0,0,0
"5675","Rhinopoma_macinnesi","macinnesi","Rhinopoma",0,0,0,0,0,NA,0,0,0,0,0
"5676","Rhinopoma_muscatellum","muscatellum","Rhinopoma",1,1,1,1,0,9,1,0.111,0,0,0.301029995663981
"5677","Rhinosciurus_laticaudatus","laticaudatus","Rhinosciurus",0,0,0,0,0,NA,0,0,0,0,0
"5678","Rhipidomys_albujai","albujai","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5679","Rhipidomys_austrinus","austrinus","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5680","Rhipidomys_cariri","cariri","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5681","Rhipidomys_caucensis","caucensis","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5682","Rhipidomys_couesi","couesi","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5683","Rhipidomys_emiliae","emiliae","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5684","Rhipidomys_fulviventer","fulviventer","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5685","Rhipidomys_gardneri","gardneri","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5686","Rhipidomys_ipukensis","ipukensis","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5687","Rhipidomys_itoan","itoan","Rhipidomys",1,2,1,1,0,2,1,0.5,0,1,0.301029995663981
"5688","Rhipidomys_latimanus","latimanus","Rhipidomys",2,9,2,1,1,9,2,0.222,0,0,0.477121254719662
"5689","Rhipidomys_leucodactylus","leucodactylus","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5690","Rhipidomys_macconnelli","macconnelli","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5691","Rhipidomys_macrurus","macrurus","Rhipidomys",3,13,3,3,0,6,1,0.167,1,1,0.301029995663981
"5692","Rhipidomys_mastacalis","mastacalis","Rhipidomys",3,90,3,3,0,18,2,0.111,1,1,0.477121254719662
"5693","Rhipidomys_masticalis","masticalis","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5694","Rhipidomys_modicus","modicus","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5695","Rhipidomys_nitela","nitela","Rhipidomys",1,43,1,1,0,10,1,0.1,1,0,0.301029995663981
"5696","Rhipidomys_ochrogaster","ochrogaster","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5697","Rhipidomys_qundianus","qundianus","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5698","Rhipidomys_scandens","scandens","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5699","Rhipidomys_tribei","tribei","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5700","Rhipidomys_venezuelae","venezuelae","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5701","Rhipidomys_venustus","venustus","Rhipidomys",1,4,1,1,0,8,1,0.125,0,0,0.301029995663981
"5702","Rhipidomys_wetzeli","wetzeli","Rhipidomys",0,0,0,0,0,NA,0,0,0,0,0
"5703","Rhizomys_sinensis","sinensis","Rhizomys",0,0,0,0,0,NA,0,0,0,0,0
"5704","Rhizomys_sumatrensis","sumatrensis","Rhizomys",1,1,1,1,0,3,1,0.333,0,1,0.301029995663981
"5705","Rhogeessa_aeneus","aeneus","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5706","Rhogeessa_alleni","alleni","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5707","Rhogeessa_bickhami","bickhami","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5708","Rhogeessa_genowaysi","genowaysi","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5709","Rhogeessa_gracilis","gracilis","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5710","Rhogeessa_hussoni","hussoni","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5711","Rhogeessa_io","io","Rhogeessa",1,23,1,1,0,14,1,0.071,1,0,0.301029995663981
"5712","Rhogeessa_menchuae","menchuae","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5713","Rhogeessa_minutilla","minutilla","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5714","Rhogeessa_mira","mira","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5715","Rhogeessa_parvula","parvula","Rhogeessa",0,0,0,0,0,NA,0,0,0,0,0
"5716","Rhogeessa_tumida","tumida","Rhogeessa",1,2,1,1,0,9,1,0.111,0,0,0.301029995663981
"5717","Rhogeessa_velilla","velilla","Rhogeessa",1,124,1,1,0,12,1,0.083,1,0,0.301029995663981
"5718","Rhombomys_giganteus","giganteus","Rhombomys",0,0,0,0,0,NA,0,0,0,0,0
"5719","Rhynchocyon_adersi","adersi","Rhynchocyon",0,0,0,0,0,NA,0,0,0,0,0
"5720","Rhynchocyon_chrysopygus","chrysopygus","Rhynchocyon",3,13,3,3,0,27,1,0.037,1,0,0.301029995663981
"5721","Rhynchocyon_claudi","claudi","Rhynchocyon",0,0,0,0,0,NA,0,0,0,0,0
"5722","Rhynchocyon_hendersoni","hendersoni","Rhynchocyon",0,0,0,0,0,NA,0,0,0,0,0
"5723","Rhynchocyon_macrurus","macrurus","Rhynchocyon",0,0,0,0,0,NA,0,0,0,0,0
"5724","Rhynchocyon_stuhlmanni","stuhlmanni","Rhynchocyon",0,0,0,0,0,NA,0,0,0,0,0
"5725","Rhynchocyon_swynnertoni","swynnertoni","Rhynchocyon",0,0,0,0,0,NA,0,0,0,0,0
"5726","Rhynchocyon_udzungwensis","udzungwensis","Rhynchocyon",2,60,2,2,0,13,2,0.154,2,0,0.477121254719662
"5727","Rhynchogale_caniceps","caniceps","Rhynchogale",0,0,0,0,0,NA,0,0,0,0,0
"5728","Rhynchogale_melleri","melleri","Rhynchogale",0,0,0,0,0,NA,0,0,0,0,0
"5729","Rhyncholestes_raphanurus","raphanurus","Rhyncholestes",2,35,2,2,0,16,2,0.125,2,0,0.477121254719662
"5730","Rhynchomeles_prattorum","prattorum","Rhynchomeles",0,0,0,0,0,NA,0,0,0,0,0
"5731","Rhynchomys_banahao","banahao","Rhynchomys",0,0,0,0,0,NA,0,0,0,0,0
"5732","Rhynchomys_isarogensis","isarogensis","Rhynchomys",1,3,1,1,0,2,1,0.5,0,1,0.301029995663981
"5733","Rhynchomys_soricoides","soricoides","Rhynchomys",1,3,1,1,0,2,1,0.5,0,1,0.301029995663981
"5734","Rhynchomys_tapulao","tapulao","Rhynchomys",0,0,0,0,0,NA,0,0,0,0,0
"5735","Rhynchonycteris_naso","naso","Rhynchonycteris",0,0,0,0,0,NA,0,0,0,0,0
"5736","Romerolagus_diazi","diazi","Romerolagus",10,267,8,10,0,27,3,0.111,2,1,0.602059991327962
"5737","Rousettus_amplexicaudatus","amplexicaudatus","Rousettus",2,0,2,1,0,1,0,0,0,0,0
"5738","Rousettus_celebensis","celebensis","Rousettus",0,0,0,0,0,NA,0,0,0,0,0
"5739","Rousettus_lanosus","lanosus","Rousettus",0,0,0,0,0,NA,0,0,0,0,0
"5740","Rousettus_leachii","leachii","Rousettus",0,0,0,0,0,NA,0,0,0,0,0
"5741","Rousettus_leschenaultii","leschenaultii","Rousettus",8,88,7,5,1,14,5,0.357,4,0,0.778151250383644
"5742","Rousettus_linduensis","linduensis","Rousettus",0,0,0,0,0,NA,0,0,0,0,0
"5743","Rousettus_madagascariensis","madagascariensis","Rousettus",4,54,3,4,0,15,4,0.267,3,1,0.698970004336019
"5744","Rousettus_obliviosus","obliviosus","Rousettus",2,20,2,0,2,24,2,0.083,1,0,0.477121254719662
"5745","Rousettus_spinalatus","spinalatus","Rousettus",0,0,0,0,0,NA,0,0,0,0,0
"5746","Rousettus_stresemanni","stresemanni","Rousettus",0,0,0,0,0,NA,0,0,0,0,0
"5747","Rubrisciurus_rubriventer","rubriventer","Rubrisciurus",1,28,1,1,0,19,1,0.053,1,0,0.301029995663981
"5748","Rucervus_platyceros","platyceros","Rucervus",0,0,0,0,0,NA,0,0,0,0,0
"5749","Rucervus_schomburgki","schomburgki","Rucervus",0,0,0,0,0,NA,0,0,0,0,0
"5750","Rucervus_thamin","thamin","Rucervus",0,0,0,0,0,NA,0,0,0,0,0
"5751","Rungwecebus_kipunji","kipunji","Rungwecebus",7,112,7,5,2,13,5,0.385,4,1,0.778151250383644
"5752","Rusa_alfredi","alfredi","Rusa",3,6,3,2,1,30,1,0.033,0,0,0.301029995663981
"5753","Rusa_marianna","marianna","Rusa",7,39,5,6,1,22,3,0.136,1,2,0.602059991327962
"5754","Ruwenzorisorex_suncoides","suncoides","Ruwenzorisorex",0,0,0,0,0,NA,0,0,0,0,0
"5755","Saccolaimus_flaviventris","flaviventris","Saccolaimus",4,78,3,4,0,26,3,0.115,2,1,0.602059991327962
"5756","Saccolaimus_granti","granti","Saccolaimus",0,0,0,0,0,NA,0,0,0,0,0
"5757","Saccolaimus_mixtus","mixtus","Saccolaimus",0,0,0,0,0,NA,0,0,0,0,0
"5758","Saccolaimus_peli","peli","Saccolaimus",0,0,0,0,0,NA,0,0,0,0,0
"5759","Saccolaimus_saccolaimus","saccolaimus","Saccolaimus",3,11,3,3,0,12,3,0.25,0,1,0.602059991327962
"5760","Saccopteryx_antioquensis","antioquensis","Saccopteryx",0,0,0,0,0,NA,0,0,0,0,0
"5761","Saccopteryx_bilineata","bilineata","Saccopteryx",0,0,0,0,0,NA,0,0,0,0,0
"5762","Saccopteryx_canescens","canescens","Saccopteryx",0,0,0,0,0,NA,0,0,0,0,0
"5763","Saccopteryx_gymnura","gymnura","Saccopteryx",2,147,2,2,0,20,2,0.1,2,0,0.477121254719662
"5764","Saccopteryx_leptura","leptura","Saccopteryx",1,3,1,1,0,3,1,0.333,0,1,0.301029995663981
"5765","Saccostomus_mashonae","mashonae","Saccostomus",0,0,0,0,0,NA,0,0,0,0,0
"5766","Saccostomus_mearnsi","mearnsi","Saccostomus",1,54,1,0,1,7,1,0.143,1,0,0.301029995663981
"5767","Saccostomus_umbriventer","umbriventer","Saccostomus",0,0,0,0,0,NA,0,0,0,0,0
"5768","Saguinus_cruzlimai","cruzlimai","Saguinus",0,0,0,0,0,NA,0,0,0,0,0
"5769","Saguinus_geoffroyi","geoffroyi","Saguinus",94,1991,54,0,0,39,23,0.59,48,7,1.38021124171161
"5770","Saguinus_graellsi","graellsi","Saguinus",0,0,0,0,0,NA,0,0,0,0,0
"5771","Saguinus_inustus","inustus","Saguinus",1,2,1,1,0,2,1,0.5,0,1,0.301029995663981
"5772","Saguinus_leucopus","leucopus","Saguinus",9,73,8,9,0,29,4,0.138,3,1,0.698970004336019
"5773","Saguinus_martinsi","martinsi","Saguinus",1,5,1,1,0,12,1,0.083,0,0,0.301029995663981
"5774","Saguinus_niger","niger","Saguinus",3,80,3,3,0,21,3,0.143,3,0,0.602059991327962
"5775","Saguinus_oedipus","oedipus","Saguinus",30,515,22,28,2,43,14,0.326,19,2,1.17609125905568
"5776","Saguinus_tripartitus","tripartitus","Saguinus",1,27,1,1,0,19,1,0.053,1,0,0.301029995663981
"5777","Saguinus_ursulus","ursulus","Saguinus",0,0,0,0,0,NA,0,0,0,0,0
"5778","Saiga_borealis","borealis","Saiga",0,0,0,0,0,NA,0,0,0,0,0
"5779","Saimiri_cassiquiarensis","cassiquiarensis","Saimiri",4,27,4,4,0,12,3,0.25,2,2,0.602059991327962
"5780","Saimiri_madierae","madierae","Saimiri",0,0,0,0,0,NA,0,0,0,0,0
"5781","Saimiri_ustus","ustus","Saimiri",1,20,1,0,1,10,1,0.1,1,0,0.301029995663981
"5782","Saimiri_vanzolinii","vanzolinii","Saimiri",6,48,4,5,1,10,4,0.4,2,3,0.698970004336019
"5783","Sairadelphys_tocantinensis","tocantinensis","Sairadelphys",0,0,0,0,0,NA,0,0,0,0,0
"5784","Salanoia_concolor","concolor","Salanoia",3,59,3,3,0,11,3,0.273,1,1,0.602059991327962
"5785","Salinomys_delicatus","delicatus","Salinomys",1,10,1,0,1,9,1,0.111,1,0,0.301029995663981
"5786","Salpingotulus_michaelis","michaelis","Salpingotulus",0,0,0,0,0,NA,0,0,0,0,0
"5787","Salpingotus_crassicauda","crassicauda","Salpingotus",0,0,0,0,0,NA,0,0,0,0,0
"5788","Salpingotus_heptneri","heptneri","Salpingotus",0,0,0,0,0,NA,0,0,0,0,0
"5789","Salpingotus_kozlovi","kozlovi","Salpingotus",0,0,0,0,0,NA,0,0,0,0,0
"5790","Salpingotus_pallidus","pallidus","Salpingotus",0,0,0,0,0,NA,0,0,0,0,0
"5791","Salpingotus_thomasi","thomasi","Salpingotus",0,0,0,0,0,NA,0,0,0,0,0
"5792","Santamartamys_rufodorsalis","rufodorsalis","Santamartamys",0,0,0,0,0,NA,0,0,0,0,0
"5793","Sapajus_cay","cay","Sapajus",4,37,4,4,0,20,3,0.15,1,2,0.602059991327962
"5794","Sapajus_flavius","flavius","Sapajus",9,45,9,9,0,12,4,0.333,1,3,0.698970004336019
"5795","Sapajus_libidinosus","libidinosus","Sapajus",15,129,13,15,0,14,7,0.5,5,3,0.903089986991944
"5796","Sapajus_xanthosternos","xanthosternos","Sapajus",4,23,4,4,0,6,3,0.5,0,2,0.602059991327962
"5797","Sarcophilus_harrisii","harrisii","Sarcophilus",102,2696,61,84,12,17,25,1.471,47,12,1.41497334797082
"5798","Sauromys_petrophilus","petrophilus","Sauromys",0,0,0,0,0,NA,0,0,0,0,0
"5799","Saxatilomys_paulinae","paulinae","Saxatilomys",1,1,1,1,0,6,1,0.167,0,0,0.301029995663981
"5800","Scalopus_aquaticus","aquaticus","Scalopus",0,0,0,0,0,NA,0,0,0,0,0
"5801","Scapanulus_oweni","oweni","Scapanulus",0,0,0,0,0,NA,0,0,0,0,0
"5802","Scapanus_latimanus","latimanus","Scapanus",0,0,0,0,0,NA,0,0,0,0,0
"5803","Scapanus_mesolatimanus","mesolatimanus","Scapanus",0,0,0,0,0,NA,0,0,0,0,0
"5804","Scapanus_orarius","orarius","Scapanus",0,0,0,0,0,NA,0,0,0,0,0
"5805","Scapanus_schultzi","schultzi","Scapanus",0,0,0,0,0,NA,0,0,0,0,0
"5806","Scapanus_townsendii","townsendii","Scapanus",1,16,1,1,0,22,1,0.045,1,0,0.301029995663981
"5807","Scapteromys_aquaticus","aquaticus","Scapteromys",9,91,9,9,0,21,5,0.238,4,0,0.778151250383644
"5808","Scapteromys_meridionalis","meridionalis","Scapteromys",0,0,0,0,0,NA,0,0,0,0,0
"5809","Scapteromys_tumidus","tumidus","Scapteromys",3,23,3,3,0,21,2,0.095,2,0,0.477121254719662
"5810","Scaptochirus_gilliesi","gilliesi","Scaptochirus",0,0,0,0,0,NA,0,0,0,0,0
"5811","Scaptochirus_moschatus","moschatus","Scaptochirus",1,14,1,1,0,11,1,0.091,1,0,0.301029995663981
"5812","Scaptonyx_fusicaudatus","fusicaudatus","Scaptonyx",0,0,0,0,0,NA,0,0,0,0,0
"5813","Scaptonyx_fusicaudus","fusicaudus","Scaptonyx",0,0,0,0,0,NA,0,0,0,0,0
"5814","Scarturus_elater","elater","Scarturus",0,0,0,0,0,NA,0,0,0,0,0
"5815","Scarturus_tetradactyla","tetradactyla","Scarturus",1,10,1,1,0,17,1,0.059,1,0,0.301029995663981
"5816","Scarturus_vinogradovi","vinogradovi","Scarturus",0,0,0,0,0,NA,0,0,0,0,0
"5817","Schoinobates_volans","volans","Schoinobates",0,0,0,0,0,NA,0,0,0,0,0
