"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","logh1"
"655","Caluromysiops_irrupta","irrupta","Caluromysiops",2,3,2,1,1,5,1,0.2,0,1,0.301029995663981
"656","Caluromys_lanatus","lanatus","Caluromys",1,8,1,1,0,13,1,0.077,0,0,0.301029995663981
"657","Caluromys_laniger","laniger","Caluromys",0,0,0,0,0,NA,0,0,0,0,0
"658","Caluromys_philander","philander","Caluromys",3,137,3,3,0,18,3,0.167,3,0,0.602059991327962
"659","Caluromys_trinitatis","trinitatis","Caluromys",0,0,0,0,0,NA,0,0,0,0,0
"660","Calyptophractus_retusus","retusus","Calyptophractus",3,116,3,2,1,9,2,0.222,2,1,0.477121254719662
"661","Camelus_arctoamericanus","arctoamericanus","Camelus",0,0,0,0,0,NA,0,0,0,0,0
"662","Camelus_bactrianus","bactrianus","Camelus",22,406,18,18,3,24,8,0.333,8,4,0.954242509439325
"663","Camelus_dromedarius","dromedarius","Camelus",46,678,42,40,5,37,13,0.351,16,4,1.14612803567824
"664","Camelus_ferus","ferus","Camelus",8,99,6,7,1,11,6,0.545,5,4,0.845098040014257
"665","Camelus_maximus","maximus","Camelus",0,0,0,0,0,NA,0,0,0,0,0
"666","Camelus_sivalensis","sivalensis","Camelus",0,0,0,0,0,NA,0,0,0,0,0
"667","Canariomys_tamarani","tamarani","Canariomys",0,0,0,0,0,NA,0,0,0,0,0
"668","Canis_adustus","adustus","Canis",6,260,6,6,0,17,4,0.235,3,0,0.698970004336019
"669","Canis_ameghinoi","ameghinoi","Canis",0,0,0,0,0,NA,0,0,0,0,0
"670","Canis_antarticus","antarticus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"671","Canis_anthus","anthus","Canis",6,36,6,5,1,4,3,0.75,2,3,0.602059991327962
"672","Canis_argentinus","argentinus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"673","Canis_aureus","aureus","Canis",67,883,49,62,2,28,17,0.607,22,7,1.25527250510331
"674","Canis_cautleyi","cautleyi","Canis",0,0,0,0,0,NA,0,0,0,0,0
"675","Canis_chanco","chanco","Canis",0,0,0,0,0,NA,0,0,0,0,0
"676","Canis_chrysurus","chrysurus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"677","Canis_curvipalatus","curvipalatus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"678","Canis_dingo","dingo","Canis",30,547,22,26,4,7,13,1.857,18,10,1.14612803567824
"679","Canis_dirus","dirus","Canis",1,14,1,1,0,5,1,0.2,1,0,0.301029995663981
"680","Canis_dukhunensis","dukhunensis","Canis",0,0,0,0,0,NA,0,0,0,0,0
"681","Canis_etruscus","etruscus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"682","Canis_gezi","gezi","Canis",0,0,0,0,0,NA,0,0,0,0,0
"683","Canis_himalaicus","himalaicus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"684","Canis_himalayensis","himalayensis","Canis",4,95,4,4,0,10,3,0.3,2,3,0.602059991327962
"685","Canis_indica","indica","Canis",1,18,1,1,0,15,1,0.067,1,0,0.301029995663981
"686","Canis_kokree","kokree","Canis",0,0,0,0,0,NA,0,0,0,0,0
"687","Canis_lanka","lanka","Canis",0,0,0,0,0,NA,0,0,0,0,0
"688","Canis_lateralis","lateralis","Canis",0,0,0,0,0,NA,0,0,0,0,0
"689","Canis_latrans","latrans","Canis",208,6976,96,0,0,37,39,1.054,112,11,1.60205999132796
"690","Canis_lupus","lupus","Canis",843,26587,273,0,0,38,78,2.053,504,22,1.89762709129044
"691","Canis_naria","naria","Canis",0,0,0,0,0,NA,0,0,0,0,0
"692","Canis_nehringi","nehringi","Canis",0,0,0,0,0,NA,0,0,0,0,0
"693","Canis_pallipes","pallipes","Canis",0,0,0,0,0,NA,0,0,0,0,0
"694","Canis_palustris","palustris","Canis",0,0,0,0,0,NA,0,0,0,0,0
"695","Canis_peruanus","peruanus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"696","Canis_primaevus","primaevus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"697","Canis_rufus","rufus","Canis",50,1086,30,41,5,33,20,0.606,32,5,1.32221929473392
"698","Canis_simensis","simensis","Canis",33,1058,24,28,4,28,16,0.571,21,4,1.23044892137827
"699","Canis_sladeni","sladeni","Canis",0,0,0,0,0,NA,0,0,0,0,0
"700","Canis_tarijensis","tarijensis","Canis",0,0,0,0,0,NA,0,0,0,0,0
"701","Canis_ursinus","ursinus","Canis",0,0,0,0,0,NA,0,0,0,0,0
"702","Cannomys_badius","badius","Cannomys",0,0,0,0,0,NA,0,0,0,0,0
"703","Cansumys_canus","canus","Cansumys",0,0,0,0,0,NA,0,0,0,0,0
"704","Caperea_marginata","marginata","Caperea",0,0,0,0,0,NA,0,0,0,0,0
"705","Capra_caucasica","caucasica","Capra",1,1,1,1,0,1,1,1,0,1,0.301029995663981
"706","Capra_cylindricornis","cylindricornis","Capra",4,178,4,4,0,26,3,0.115,3,0,0.602059991327962
"707","Capra_nubiana","nubiana","Capra",20,326,15,19,0,40,9,0.225,9,2,1
"708","Capra_walie","walie","Capra",6,71,4,5,0,12,2,0.167,2,1,0.477121254719662
"709","Capra_warryato","warryato","Capra",0,0,0,0,0,NA,0,0,0,0,0
"710","Capreolus_bedfordi","bedfordi","Capreolus",0,0,0,0,0,NA,0,0,0,0,0
"711","Capreolus_coxi","coxi","Capreolus",0,0,0,0,0,NA,0,0,0,0,0
"712","Capreolus_sussenbornensis","sussenbornensis","Capreolus",0,0,0,0,0,NA,0,0,0,0,0
"713","Capricornis_crispus","crispus","Capricornis",7,84,7,6,1,18,5,0.278,2,3,0.778151250383644
"714","Capricornis_osborni","osborni","Capricornis",0,0,0,0,0,NA,0,0,0,0,0
"715","Capricornis_pryerianus","pryerianus","Capricornis",0,0,0,0,0,NA,0,0,0,0,0
"716","Capricornis_rubidus","rubidus","Capricornis",2,13,2,1,1,5,2,0.4,0,2,0.477121254719662
"717","Capricornis_sumatraensis","sumatraensis","Capricornis",8,79,8,7,1,31,6,0.194,3,1,0.845098040014257
"718","Capricornis_swinhoei","swinhoei","Capricornis",3,15,3,2,1,7,2,0.286,0,2,0.477121254719662
"719","Caprolagus_hispidus","hispidus","Caprolagus",5,81,5,4,0,22,3,0.136,3,1,0.602059991327962
"720","Capromys_gundlachianus","gundlachianus","Capromys",0,0,0,0,0,NA,0,0,0,0,0
"721","Capromys_ingrahami","ingrahami","Capromys",0,0,0,0,0,NA,0,0,0,0,0
"722","Capromys_pilorides","pilorides","Capromys",4,36,3,4,0,30,3,0.1,1,2,0.602059991327962
"723","Caracal_caracal","caracal","Caracal",26,313,23,24,1,25,10,0.4,11,4,1.04139268515822
"724","Cardiocranius_paradoxus","paradoxus","Cardiocranius",0,0,0,0,0,NA,0,0,0,0,0
"725","Cardioderma_cor","cor","Cardioderma",1,3,1,1,0,4,1,0.25,0,1,0.301029995663981
"726","Carlito_syrichta","syrichta","Carlito",23,422,16,22,1,32,11,0.344,11,1,1.07918124604762
"727","Carollia_benkeithi","benkeithi","Carollia",0,0,0,0,0,NA,0,0,0,0,0
"728","Carollia_brevicauda","brevicauda","Carollia",7,236,5,7,0,19,5,0.263,3,1,0.778151250383644
"729","Carollia_castanea","castanea","Carollia",2,50,2,2,0,14,2,0.143,1,0,0.477121254719662
"730","Carollia_manu","manu","Carollia",0,0,0,0,0,NA,0,0,0,0,0
"731","Carollia_monohernandezi","monohernandezi","Carollia",0,0,0,0,0,NA,0,0,0,0,0
"732","Carollia_perspicillata","perspicillata","Carollia",35,581,23,35,0,18,11,0.611,15,3,1.07918124604762
"733","Carollia_sowelli","sowelli","Carollia",7,116,6,7,0,9,5,0.556,2,1,0.778151250383644
"734","Carollia_subrufa","subrufa","Carollia",0,0,0,0,0,NA,0,0,0,0,0
"735","Carollia_verrucata","verrucata","Carollia",0,0,0,0,0,NA,0,0,0,0,0
"736","Carpitalpa_arendsi","arendsi","Carpitalpa",0,0,0,0,0,NA,0,0,0,0,0
"737","Carpomys_melanurus","melanurus","Carpomys",0,0,0,0,0,NA,0,0,0,0,0
"738","Carpomys_phaeurus","phaeurus","Carpomys",0,0,0,0,0,NA,0,0,0,0,0
"739","Carterodon_sulcidens","sulcidens","Carterodon",0,0,0,0,0,NA,0,0,0,0,0
"740","Casinycteris_argynnis","argynnis","Casinycteris",0,0,0,0,0,NA,0,0,0,0,0
"741","Casinycteris_campomaanensis","campomaanensis","Casinycteris",0,0,0,0,0,NA,0,0,0,0,0
"742","Cassistrellus_dimissus","dimissus","Cassistrellus",0,0,0,0,0,NA,0,0,0,0,0
"743","Cassistrellus_yokdonensis","yokdonensis","Cassistrellus",0,0,0,0,0,NA,0,0,0,0,0
"744","Castor_canadensis","canadensis","Castor",85,2684,61,73,8,30,26,0.867,52,7,1.43136376415899
"745","Castoria_angustidens","angustidens","Castoria",0,0,0,0,0,NA,0,0,0,0,0
"746","Catagonus_wagneri","wagneri","Catagonus",7,125,7,7,0,30,4,0.133,4,1,0.698970004336019
"747","Catopuma_badia","badia","Catopuma",8,98,7,5,2,14,4,0.286,3,1,0.698970004336019
"748","Catopuma_temminckii","temminckii","Catopuma",22,429,14,18,2,16,10,0.625,10,4,1.04139268515822
"749","Cavia_cutleri","cutleri","Cavia",0,0,0,0,0,NA,0,0,0,0,0
"750","Cavia_fulgida","fulgida","Cavia",0,0,0,0,0,NA,0,0,0,0,0
"751","Cavia_intermedia","intermedia","Cavia",2,18,2,2,0,13,2,0.154,1,0,0.477121254719662
"752","Cavia_magna","magna","Cavia",0,0,0,0,0,NA,0,0,0,0,0
"753","Cavia_patzelti","patzelti","Cavia",0,0,0,0,0,NA,0,0,0,0,0
"754","Cavia_porcellus","porcellus","Cavia",52,1920,42,50,1,41,23,0.561,35,1,1.38021124171161
"755","Cebuella_niveiventris","niveiventris","Cebuella",0,0,0,0,0,NA,0,0,0,0,0
"756","Cebus_abifrons","abifrons","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"757","Cebus_aequatorialis","aequatorialis","Cebus",7,32,6,7,0,9,3,0.333,1,1,0.602059991327962
"758","Cebus_albifrons","albifrons","Cebus",19,114,13,19,0,39,6,0.154,4,2,0.845098040014257
"759","Cebus_brunneus","brunneus","Cebus",1,1,1,1,0,25,1,0.04,0,0,0.301029995663981
"760","Cebus_cesarae","cesarae","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"761","Cebus_cuscinus","cuscinus","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"762","Cebus_fatuellus","fatuellus","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"763","Cebus_imitator","imitator","Cebus",3,15,3,2,0,7,1,0.143,1,1,0.301029995663981
"764","Cebus_kaapori","kaapori","Cebus",3,15,3,3,0,25,2,0.08,0,0,0.477121254719662
"765","Cebus_leucocephalus","leucocephalus","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"766","Cebus_malitiosus","malitiosus","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"767","Cebus_pallidus","pallidus","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"768","Cebus_unicolor","unicolor","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"769","Cebus_versicolor","versicolor","Cebus",0,0,0,0,0,NA,0,0,0,0,0
"770","Cebus_yuracus","yuracus","Cebus",3,15,2,3,0,8,2,0.25,1,1,0.477121254719662
"771","Centronycteris_centralis","centralis","Centronycteris",0,0,0,0,0,NA,0,0,0,0,0
"772","Centronycteris_maximiliani","maximiliani","Centronycteris",0,0,0,0,0,NA,0,0,0,0,0
"773","Centurio_flavogularis","flavogularis","Centurio",0,0,0,0,0,NA,0,0,0,0,0
"774","Cephalophus_abyssinicus","abyssinicus","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"775","Cephalophus_adersi","adersi","Cephalophus",2,12,2,2,0,10,2,0.2,0,0,0.477121254719662
"776","Cephalophus_aureus","aureus","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"777","Cephalophus_badius","badius","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"778","Cephalophus_barbertoni","barbertoni","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"779","Cephalophus_bicolor","bicolor","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"780","Cephalophus_breviceps","breviceps","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"781","Cephalophus_brookei","brookei","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"782","Cephalophus_callipygus","callipygus","Cephalophus",3,13,3,3,0,6,3,0.5,0,2,0.602059991327962
"783","Cephalophus_campbelliae","campbelliae","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"784","Cephalophus_danei","danei","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"785","Cephalophus_dorsalis","dorsalis","Cephalophus",8,267,7,8,0,26,6,0.231,4,1,0.845098040014257
"786","Cephalophus_fosteri","fosteri","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"787","Cephalophus_harveyi","harveyi","Cephalophus",2,79,2,2,0,13,2,0.154,1,0,0.477121254719662
"788","Cephalophus_hooki","hooki","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"789","Cephalophus_ignifer","ignifer","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"790","Cephalophus_jentinki","jentinki","Cephalophus",1,5,1,1,0,31,1,0.032,0,0,0.301029995663981
"791","Cephalophus_johnstoni","johnstoni","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"792","Cephalophus_leucogaster","leucogaster","Cephalophus",1,4,1,1,0,3,1,0.333,0,1,0.301029995663981
"793","Cephalophus_longiceps","longiceps","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"794","Cephalophus_lowei","lowei","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"795","Cephalophus_lugens","lugens","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"796","Cephalophus_melanoprymnus","melanoprymnus","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"797","Cephalophus_melanorheus","melanorheus","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"798","Cephalophus_natalensis","natalensis","Cephalophus",3,13,3,3,0,33,2,0.061,0,1,0.477121254719662
"799","Cephalophus_niger","niger","Cephalophus",4,7,4,3,1,7,1,0.143,0,1,0.301029995663981
"800","Cephalophus_nigrifrons","nigrifrons","Cephalophus",3,55,3,3,0,24,3,0.125,2,0,0.602059991327962
"801","Cephalophus_nyasae","nyasae","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"802","Cephalophus_ogilbyi","ogilbyi","Cephalophus",6,281,4,6,0,26,5,0.192,4,0,0.778151250383644
"803","Cephalophus_punctulatus","punctulatus","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"804","Cephalophus_rubidus","rubidus","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"805","Cephalophus_rufilatus","rufilatus","Cephalophus",4,41,4,4,0,16,3,0.188,2,1,0.602059991327962
"806","Cephalophus_silvicultor","silvicultor","Cephalophus",6,25,6,6,0,6,3,0.5,1,1,0.602059991327962
"807","Cephalophus_simpsoni","simpsoni","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"808","Cephalophus_spadix","spadix","Cephalophus",3,62,3,3,0,20,3,0.15,1,0,0.602059991327962
"809","Cephalophus_walkeri","walkeri","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"810","Cephalophus_weynsi","weynsi","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"811","Cephalophus_whitfieldi","whitfieldi","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"812","Cephalophus_zebra","zebra","Cephalophus",0,0,0,0,0,NA,0,0,0,0,0
"813","Cephalorhynchus_commersonii","commersonii","Cephalorhynchus",8,321,8,8,0,33,7,0.212,6,1,0.903089986991944
"814","Cephalorhynchus_eutropia","eutropia","Cephalorhynchus",6,88,5,6,0,14,5,0.357,3,2,0.778151250383644
"815","Cephalorhynchus_heavisidii","heavisidii","Cephalorhynchus",4,20,4,4,0,19,3,0.158,1,2,0.602059991327962
"816","Ceratotherium_neumayri","neumayri","Ceratotherium",0,0,0,0,0,NA,0,0,0,0,0
"817","Cercartetus_concinnus","concinnus","Cercartetus",4,34,3,4,0,8,3,0.375,2,1,0.602059991327962
"818","Cercartetus_lepidus","lepidus","Cercartetus",0,0,0,0,0,NA,0,0,0,0,0
"819","Cercartetus_nanus","nanus","Cercartetus",10,157,6,7,3,16,7,0.438,6,0,0.903089986991944
"820","Cercocebus_agilis","agilis","Cercocebus",3,39,2,3,0,22,2,0.091,1,1,0.477121254719662
"821","Cercocebus_chrysogaster","chrysogaster","Cercocebus",1,6,1,1,0,17,1,0.059,0,0,0.301029995663981
"822","Cercocebus_galeritus","galeritus","Cercocebus",14,335,12,12,1,30,8,0.267,8,1,0.954242509439325
"823","Cercocebus_sanjei","sanjei","Cercocebus",4,118,4,2,1,16,3,0.188,3,1,0.602059991327962
"824","Cercopithecus_buettikoferi","buettikoferi","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"825","Cercopithecus_denti","denti","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"826","Cercopithecus_diana","diana","Cercopithecus",4,72,3,4,0,23,3,0.13,3,0,0.602059991327962
"827","Cercopithecus_doggetti","doggetti","Cercopithecus",1,1,1,1,0,2,1,0.5,0,1,0.301029995663981
"828","Cercopithecus_dryas","dryas","Cercopithecus",1,3,1,1,0,1,1,1,0,1,0.301029995663981
"829","Cercopithecus_grayi","grayi","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"830","Cercopithecus_insolitus","insolitus","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"831","Cercopithecus_kandti","kandti","Cercopithecus",5,43,4,5,0,18,4,0.222,4,1,0.698970004336019
"832","Cercopithecus_leucampyx","leucampyx","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"833","Cercopithecus_lomamiensis","lomamiensis","Cercopithecus",1,35,1,1,0,9,1,0.111,1,0,0.301029995663981
"834","Cercopithecus_lowei","lowei","Cercopithecus",1,1,1,1,0,5,1,0.2,0,0,0.301029995663981
"835","Cercopithecus_ludio","ludio","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"836","Cercopithecus_martini","martini","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"837","Cercopithecus_neglectus","neglectus","Cercopithecus",5,72,5,4,1,36,4,0.111,3,1,0.698970004336019
"838","Cercopithecus_nicticans","nicticans","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"839","Cercopithecus_nigripes","nigripes","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"840","Cercopithecus_opisthostictus","opisthostictus","Cercopithecus",0,0,0,0,0,NA,0,0,0,0,0
"841","Cercopithecus_roloway","roloway","Cercopithecus",2,19,2,2,0,23,2,0.087,1,0,0.477121254719662
"842","Cercopithecus_sclateri","sclateri","Cercopithecus",6,73,5,6,0,22,4,0.182,4,1,0.698970004336019
"843","Cerdocyon_ensenadensis","ensenadensis","Cerdocyon",0,0,0,0,0,NA,0,0,0,0,0
"844","Cerdocyon_thous","thous","Cerdocyon",61,983,46,0,0,21,17,0.81,26,5,1.25527250510331
"845","Cerradomys_akroai","akroai","Cerradomys",0,0,0,0,0,NA,0,0,0,0,0
"846","Cerradomys_goytaca","goytaca","Cerradomys",0,0,0,0,0,NA,0,0,0,0,0
"847","Cerradomys_langguthi","langguthi","Cerradomys",0,0,0,0,0,NA,0,0,0,0,0
"848","Cerradomys_maracajuensis","maracajuensis","Cerradomys",0,0,0,0,0,NA,0,0,0,0,0
"849","Cerradomys_marinhus","marinhus","Cerradomys",0,0,0,0,0,NA,0,0,0,0,0
"850","Cerradomys_scotti","scotti","Cerradomys",0,0,0,0,0,NA,0,0,0,0,0
"851","Cerradomys_subflavus","subflavus","Cerradomys",3,53,3,3,0,10,2,0.2,2,1,0.477121254719662
"852","Cerradomys_vivoi","vivoi","Cerradomys",0,0,0,0,0,NA,0,0,0,0,0
"853","Cervus_affinis","affinis","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"854","Cervus_albicornis","albicornis","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"855","Cervus_bactrianus","bactrianus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"856","Cervus_bedfordianus","bedfordianus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"857","Cervus_browni","browni","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"858","Cervus_cashmeerianus","cashmeerianus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"859","Cervus_cashmerensis","cashmerensis","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"860","Cervus_cashmirianus","cashmirianus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"861","Cervus_casperianus","casperianus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"862","Cervus_dimorphe","dimorphe","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"863","Cervus_dybowskii","dybowskii","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"864","Cervus_elaphoides","elaphoides","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"865","Cervus_elaphus","elaphus","Cervus",458,11618,221,420,22,55,56,1.018,251,13,1.75587485567249
"866","Cervus_euopis","euopis","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"867","Cervus_eustephanus","eustephanus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"868","Cervus_gouazoupira","gouazoupira","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"869","Cervus_heterocerus","heterocerus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"870","Cervus_macneilli","macneilli","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"871","Cervus_mandarinus","mandarinus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"872","Cervus_megaceros","megaceros","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"873","Cervus_mexicanus","mexicanus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"874","Cervus_muntjak","muntjak","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"875","Cervus_nippon","nippon","Cervus",101,1513,68,95,1,31,20,0.645,33,6,1.32221929473392
"876","Cervus_peruvianus","peruvianus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"877","Cervus_savini","savini","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"878","Cervus_spatulatus","spatulatus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"879","Cervus_tavistocki","tavistocki","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"880","Cervus_thoroldi","thoroldi","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"881","Cervus_tibetanus","tibetanus","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"882","Cervus_timoriensis","timoriensis","Cervus",0,0,0,0,0,NA,0,0,0,0,0
"883","Chacodelphys_formosa","formosa","Chacodelphys",0,0,0,0,0,NA,0,0,0,0,0
"884","Chaerephon_aloysiisabaudiae","aloysiisabaudiae","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"885","Chaerephon_ansorgei","ansorgei","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"886","Chaerephon_atsinanana","atsinanana","Chaerephon",1,15,1,1,0,11,1,0.091,1,0,0.301029995663981
"887","Chaerephon_bemmeleni","bemmeleni","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"888","Chaerephon_bivittatus","bivittatus","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"889","Chaerephon_bregullae","bregullae","Chaerephon",2,25,1,2,0,14,2,0.143,1,0,0.477121254719662
"890","Chaerephon_chapini","chapini","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"891","Chaerephon_gallagheri","gallagheri","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"892","Chaerephon_jobensis","jobensis","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"893","Chaerephon_jobimena","jobimena","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"894","Chaerephon_johorensis","johorensis","Chaerephon",1,5,1,1,0,3,1,0.333,0,1,0.301029995663981
"895","Chaerephon_leucogaster","leucogaster","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"896","Chaerephon_major","major","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"897","Chaerephon_nigeriae","nigeriae","Chaerephon",1,9,1,1,0,24,1,0.042,0,0,0.301029995663981
"898","Chaerephon_plicatus","plicatus","Chaerephon",4,60,4,4,0,7,2,0.286,1,1,0.477121254719662
"899","Chaerephon_pusillus","pusillus","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"900","Chaerephon_russatus","russatus","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"901","Chaerephon_shortridgei","shortridgei","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"902","Chaerephon_solomonis","solomonis","Chaerephon",0,0,0,0,0,NA,0,0,0,0,0
"903","Chaerephon_tomensis","tomensis","Chaerephon",1,25,1,1,0,27,1,0.037,1,0,0.301029995663981
"904","Chaeropus_yirratji","yirratji","Chaeropus",0,0,0,0,0,NA,0,0,0,0,0
"905","Chaetocauda_sichuanensis","sichuanensis","Chaetocauda",0,0,0,0,0,NA,0,0,0,0,0
"906","Chaetodipus_artus","artus","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"907","Chaetodipus_baileyi","baileyi","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"908","Chaetodipus_californicus","californicus","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"909","Chaetodipus_dalquesti","dalquesti","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"910","Chaetodipus_eremicus","eremicus","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"911","Chaetodipus_formosus","formosus","Chaetodipus",1,3,1,1,0,3,1,0.333,0,1,0.301029995663981
"912","Chaetodipus_goldmani","goldmani","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"913","Chaetodipus_hispidus","hispidus","Chaetodipus",2,54,2,2,0,11,2,0.182,1,0,0.477121254719662
"914","Chaetodipus_intermedius","intermedius","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"915","Chaetodipus_lineatus","lineatus","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"916","Chaetodipus_nelsoni","nelsoni","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"917","Chaetodipus_penicillatus","penicillatus","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"918","Chaetodipus_pernix","pernix","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"919","Chaetodipus_rudinoris","rudinoris","Chaetodipus",0,0,0,0,0,NA,0,0,0,0,0
"920","Chaetodipus_spinatus","spinatus","Chaetodipus",2,13,2,2,0,15,1,0.067,1,0,0.301029995663981
"921","Chaetomys_subspinosus","subspinosus","Chaetomys",10,75,9,10,0,24,5,0.208,3,1,0.778151250383644
"922","Chaetophractus_nationi","nationi","Chaetophractus",2,32,2,2,0,6,2,0.333,1,1,0.477121254719662
"923","Chaetophractus_vellerosus","vellerosus","Chaetophractus",8,115,5,8,0,14,5,0.357,3,2,0.778151250383644
"924","Chaetophractus_villosus","villosus","Chaetophractus",6,78,4,5,0,14,4,0.286,2,2,0.698970004336019
"925","Chalinolobus_dwyeri","dwyeri","Chalinolobus",4,4,3,3,1,13,1,0.077,0,1,0.301029995663981
"926","Chalinolobus_gouldii","gouldii","Chalinolobus",16,456,13,14,1,26,9,0.346,9,2,1
"927","Chalinolobus_morio","morio","Chalinolobus",5,60,4,5,0,23,3,0.13,2,0,0.602059991327962
