"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5"
"5541","Pteropus_neohibernicus","neohibernicus","Pteropus",5,87,5,4,1,89,4,0.045,1,2
"5542","Pteropus_niger","niger","Pteropus",15,194,11,11,1,39,7,0.179,6,5
"5543","Pteropus_nitendiensis","nitendiensis","Pteropus",2,8,2,2,0,18,1,0.056,0,0
"5544","Pteropus_ocularis","ocularis","Pteropus",1,4,1,1,0,3,1,0.333,0,1
"5545","Pteropus_ornatus","ornatus","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5546","Pteropus_pelagicus","pelagicus","Pteropus",1,5,1,1,0,8,1,0.125,0,0
"5547","Pteropus_personatus","personatus","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5548","Pteropus_petersi","petersi","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5549","Pteropus_pilosus","pilosus","Pteropus",1,34,1,1,0,24,1,0.042,1,0
"5550","Pteropus_pohlei","pohlei","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5551","Pteropus_poliocephalus","poliocephalus","Pteropus",155,3780,80,146,4,59,33,0.559,84,6
"5552","Pteropus_pselaphon","pselaphon","Pteropus",9,30,7,7,1,12,4,0.333,0,2
"5553","Pteropus_pumilus","pumilus","Pteropus",17,234,14,16,0,22,9,0.409,9,1
"5554","Pteropus_pyrrhocephalus","pyrrhocephalus","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5555","Pteropus_rennelli","rennelli","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5556","Pteropus_rodricensis","rodricensis","Pteropus",23,296,18,21,2,33,11,0.333,13,2
"5557","Pteropus_rufus","rufus","Pteropus",27,528,23,25,2,51,12,0.235,14,4
"5558","Pteropus_scapulatus","scapulatus","Pteropus",53,1104,37,49,1,46,21,0.457,33,5
"5559","Pteropus_speciosus","speciosus","Pteropus",1,14,1,1,0,19,1,0.053,1,0
"5560","Pteropus_subniger","subniger","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5561","Pteropus_temminckii","temminckii","Pteropus",1,69,1,1,0,30,1,0.033,1,0
"5562","Pteropus_temminki","temminki","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5563","Pteropus_tokudae","tokudae","Pteropus",4,96,3,3,1,34,4,0.118,3,0
"5564","Pteropus_tonganus","tonganus","Pteropus",39,1109,22,38,1,42,19,0.452,26,4
"5565","Pteropus_tuberculatus","tuberculatus","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5566","Pteropus_ualanus","ualanus","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5567","Pteropus_vampyrus","vampyrus","Pteropus",89,2048,64,78,2,55,24,0.436,45,4
"5568","Pteropus_vetulus","vetulus","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5569","Pteropus_voeltzkowi","voeltzkowi","Pteropus",8,260,6,4,3,30,5,0.167,5,1
"5570","Pteropus_woodfordi","woodfordi","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5571","Pteropus_yapensis","yapensis","Pteropus",0,0,0,0,0,NA,0,0,0,0
"5572","Ptilocercus_lowii","lowii","Ptilocercus",28,1254,19,27,0,95,17,0.179,21,3
"5573","Pudu_mephistophiles","mephistophiles","Pudu",7,148,7,6,0,26,4,0.154,3,1
"5574","Pudu_puda","puda","Pudu",86,932,61,79,3,52,17,0.327,29,4
"5575","Pultiphagonides_africanus","africanus","Pultiphagonides",0,0,0,0,0,NA,0,0,0,0
"5576","Puma_yagouaroundi","yagouaroundi","Puma",124,1472,62,116,5,32,19,0.594,49,8
"5577","Puma_yaguarondi","yaguarondi","Puma",1,4,1,1,0,1,1,1,0,1
"5578","Punomys_kofordi","kofordi","Punomys",0,0,0,0,0,NA,0,0,0,0
"5579","Punomys_lemminus","lemminus","Punomys",0,0,0,0,0,NA,0,0,0,0
"5580","Pusa_caspica","caspica","Pusa",59,1205,46,52,1,104,19,0.183,28,4
"5581","Pusa_sibirica","sibirica","Pusa",137,2535,63,126,6,35,30,0.857,57,5
"5582","Pygathrix_cinerea","cinerea","Pygathrix",7,74,5,6,1,13,4,0.308,3,2
"5583","Pygathrix_nigripes","nigripes","Pygathrix",5,38,4,5,0,26,3,0.115,1,1
"5584","Pygeretmus_platyurus","platyurus","Pygeretmus",1,6,1,1,0,13,1,0.077,0,0
"5585","Pygeretmus_pumilio","pumilio","Pygeretmus",5,20,5,5,0,25,3,0.12,0,1
"5586","Pygeretmus_shitkovi","shitkovi","Pygeretmus",1,6,1,1,0,13,1,0.077,0,0
"5587","Pygoderma_bilabiatum","bilabiatum","Pygoderma",12,246,11,12,0,19,8,0.421,5,0
"5588","Rangifer_montanus","montanus","Rangifer",0,0,0,0,0,NA,0,0,0,0
"5589","Raphicerus_campestris","campestris","Raphicerus",36,797,24,35,0,66,14,0.212,16,2
"5590","Raphicerus_melanotis","melanotis","Raphicerus",13,154,10,12,0,40,9,0.225,6,1
"5591","Raphicerus_neumanni","neumanni","Raphicerus",0,0,0,0,0,NA,0,0,0,0
"5592","Raphicerus_sharpei","sharpei","Raphicerus",1,1,1,0,0,6,1,0.167,0,0
"5593","Rattus_adustus","adustus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5594","Rattus_andamanensis","andamanensis","Rattus",10,100,10,10,0,12,5,0.417,3,2
"5595","Rattus_annandalei","annandalei","Rattus",6,51,5,6,0,47,5,0.106,2,2
"5596","Rattus_arfakiensis","arfakiensis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5597","Rattus_argentiventer","argentiventer","Rattus",88,1368,53,80,3,50,20,0.4,41,4
"5598","Rattus_arrogans","arrogans","Rattus",0,0,0,0,0,NA,0,0,0,0
"5599","Rattus_baluensis","baluensis","Rattus",3,49,3,3,0,10,3,0.3,2,1
"5600","Rattus_blangorum","blangorum","Rattus",0,0,0,0,0,NA,0,0,0,0
"5601","Rattus_bontanus","bontanus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5602","Rattus_burrus","burrus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5603","Rattus_coelestis","coelestis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5604","Rattus_colletti","colletti","Rattus",21,1067,12,20,1,34,13,0.382,16,1
"5605","Rattus_coucha","coucha","Rattus",0,0,0,0,0,NA,0,0,0,0
"5606","Rattus_doboensis","doboensis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5607","Rattus_elaphinus","elaphinus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5608","Rattus_enganus","enganus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5609","Rattus_everetti","everetti","Rattus",8,103,8,8,0,30,4,0.133,3,1
"5610","Rattus_exulans","exulans","Rattus",329,8476,145,302,14,58,46,0.793,204,10
"5611","Rattus_facetus","facetus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5612","Rattus_feliceus","feliceus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5613","Rattus_flavipectus","flavipectus","Rattus",81,601,39,79,0,46,13,0.283,19,5
"5614","Rattus_giluwensis","giluwensis","Rattus",3,17,2,3,0,7,2,0.286,1,1
"5615","Rattus_hainaldi","hainaldi","Rattus",0,0,0,0,0,NA,0,0,0,0
"5616","Rattus_hoffmanni","hoffmanni","Rattus",3,28,3,3,0,27,3,0.111,2,0
"5617","Rattus_hoogerwerfi","hoogerwerfi","Rattus",0,0,0,0,0,NA,0,0,0,0
"5618","Rattus_insularis","insularis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5619","Rattus_jobiensis","jobiensis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5620","Rattus_koopmani","koopmani","Rattus",0,0,0,0,0,NA,0,0,0,0
"5621","Rattus_korinchi","korinchi","Rattus",0,0,0,0,0,NA,0,0,0,0
"5622","Rattus_losea","losea","Rattus",85,916,56,82,0,37,19,0.514,35,4
"5623","Rattus_lugens","lugens","Rattus",0,0,0,0,0,NA,0,0,0,0
"5624","Rattus_macleari","macleari","Rattus",3,155,3,3,0,13,2,0.154,1,1
"5625","Rattus_mindorensis","mindorensis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5626","Rattus_mollicomulus","mollicomulus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5627","Rattus_moluccarius","moluccarius","Rattus",0,0,0,0,0,NA,0,0,0,0
"5628","Rattus_montanus","montanus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5629","Rattus_mordax","mordax","Rattus",3,17,3,3,0,18,2,0.111,1,0
"5630","Rattus_morotaiensis","morotaiensis","Rattus",3,81,3,3,0,26,3,0.115,3,0
"5631","Rattus_nativitatis","nativitatis","Rattus",1,1,1,1,0,1,1,1,0,1
"5632","Rattus_niobe","niobe","Rattus",347,5469,184,262,51,159,39,0.245,126,9
"5633","Rattus_nitidus","nitidus","Rattus",39,389,28,37,1,50,10,0.2,11,3
"5634","Rattus_novaeguineae","novaeguineae","Rattus",2,4,1,2,0,5,1,0.2,0,1
"5635","Rattus_omichlodes","omichlodes","Rattus",0,0,0,0,0,NA,0,0,0,0
"5636","Rattus_osgoodi","osgoodi","Rattus",0,0,0,0,0,NA,0,0,0,0
"5637","Rattus_palmarum","palmarum","Rattus",0,0,0,0,0,NA,0,0,0,0
"5638","Rattus_panglima","panglima","Rattus",1,1,1,1,0,46,1,0.022,0,0
"5639","Rattus_pelurus","pelurus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5640","Rattus_pesticularis","pesticularis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5641","Rattus_praetor","praetor","Rattus",5,172,5,5,0,30,4,0.133,4,1
"5642","Rattus_pyctoris","pyctoris","Rattus",0,0,0,0,0,NA,0,0,0,0
"5643","Rattus_ranjiniae","ranjiniae","Rattus",0,0,0,0,0,NA,0,0,0,0
"5644","Rattus_sakeratensis","sakeratensis","Rattus",3,78,3,3,0,9,3,0.333,2,1
"5645","Rattus_salocco","salocco","Rattus",0,0,0,0,0,NA,0,0,0,0
"5646","Rattus_sanila","sanila","Rattus",1,10,1,1,0,5,1,0.2,1,1
"5647","Rattus_satarae","satarae","Rattus",3,19,3,3,0,10,2,0.2,1,1
"5648","Rattus_simalurensis","simalurensis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5649","Rattus_sordidus","sordidus","Rattus",24,399,14,0,0,57,11,0.193,11,1
"5650","Rattus_steini","steini","Rattus",3,20,3,3,0,33,2,0.061,1,1
"5651","Rattus_stoicus","stoicus","Rattus",0,0,0,0,0,NA,0,0,0,0
"5652","Rattus_tawitawiensis","tawitawiensis","Rattus",0,0,0,0,0,NA,0,0,0,0
"5653","Rattus_timorensis","timorensis","Rattus",2,30,2,2,0,27,2,0.074,1,0
"5654","Rattus_tiomanicus","tiomanicus","Rattus",46,443,32,42,2,43,13,0.302,19,4
"5655","Rattus_vandeuseni","vandeuseni","Rattus",0,0,0,0,0,NA,0,0,0,0
"5656","Rattus_verecundus","verecundus","Rattus",4,15,3,4,0,25,2,0.08,1,0
"5657","Rattus_villosissimus","villosissimus","Rattus",45,889,26,43,2,59,16,0.271,28,1
"5658","Rattus_xanthurus","xanthurus","Rattus",6,78,5,6,0,34,6,0.176,4,0
"5659","Ratufa_affinis","affinis","Ratufa",5,62,5,5,0,42,3,0.071,2,1
"5660","Ratufa_macroura","macroura","Ratufa",8,26,6,5,0,27,3,0.111,2,1
"5661","Redunca_arundinum","arundinum","Redunca",26,494,18,26,0,39,9,0.231,9,2
"5662","Redunca_fulvorufula","fulvorufula","Redunca",38,365,21,38,0,59,11,0.186,14,0
"5663","Redunca_redunca","redunca","Redunca",21,266,16,20,0,46,9,0.196,8,1
"5664","Reithrodon_auritus","auritus","Reithrodon",36,437,19,35,1,32,14,0.438,17,3
"5665","Reithrodontomys_bakeri","bakeri","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5666","Reithrodontomys_brevirostris","brevirostris","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5667","Reithrodontomys_burti","burti","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5668","Reithrodontomys_chrysopsis","chrysopsis","Reithrodontomys",2,13,2,1,1,18,2,0.111,1,0
"5669","Reithrodontomys_creper","creper","Reithrodontomys",6,50,4,6,0,26,4,0.154,2,1
"5670","Reithrodontomys_darienensis","darienensis","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5671","Reithrodontomys_dariensis","dariensis","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5672","Reithrodontomys_fulvescens","fulvescens","Reithrodontomys",48,553,30,47,1,39,14,0.359,18,2
"5673","Reithrodontomys_gracilis","gracilis","Reithrodontomys",4,38,4,4,0,22,4,0.182,3,0
"5674","Reithrodontomys_hirsutus","hirsutus","Reithrodontomys",3,31,2,3,0,17,1,0.059,1,0
"5675","Reithrodontomys_humulis","humulis","Reithrodontomys",20,346,15,17,2,61,9,0.148,9,2
"5676","Reithrodontomys_megalotis","megalotis","Reithrodontomys",135,2560,65,129,5,60,29,0.483,68,4
"5677","Reithrodontomys_mexicanus","mexicanus","Reithrodontomys",14,304,9,14,0,31,8,0.258,8,0
"5678","Reithrodontomys_microdon","microdon","Reithrodontomys",7,64,6,6,1,18,3,0.167,3,1
"5679","Reithrodontomys_montanus","montanus","Reithrodontomys",14,159,10,12,2,38,7,0.184,5,2
"5680","Reithrodontomys_musseri","musseri","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5681","Reithrodontomys_paradoxus","paradoxus","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5682","Reithrodontomys_raviventris","raviventris","Reithrodontomys",30,394,19,27,2,48,12,0.25,14,3
"5683","Reithrodontomys_rodriguezi","rodriguezi","Reithrodontomys",0,0,0,0,0,NA,0,0,0,0
"5684","Reithrodontomys_spectabilis","spectabilis","Reithrodontomys",5,62,5,4,1,18,4,0.222,2,0
"5685","Reithrodontomys_sumichrasti","sumichrasti","Reithrodontomys",15,378,10,13,2,31,10,0.323,11,0
"5686","Reithrodontomys_tenuirostris","tenuirostris","Reithrodontomys",2,40,2,2,0,18,2,0.111,2,0
"5687","Reithrodontomys_zacatecae","zacatecae","Reithrodontomys",2,52,2,1,1,20,2,0.1,2,0
"5688","Reithrodon_typicus","typicus","Reithrodon",1,4,1,1,0,33,1,0.03,0,0
"5689","Rhabdomys_bechuanae","bechuanae","Rhabdomys",2,17,2,2,0,6,1,0.167,1,0
"5690","Rhabdomys_pumilio","pumilio","Rhabdomys",229,4512,96,0,0,61,37,0.607,133,8
"5691","Rhagamys_orthodon","orthodon","Rhagamys",6,52,3,6,0,20,5,0.25,2,1
"5692","Rhagomys_longilingua","longilingua","Rhagomys",1,6,1,1,0,4,1,0.25,0,1
"5693","Rhagomys_rufescens","rufescens","Rhagomys",7,71,6,7,0,17,4,0.235,3,0
"5694","Rheithrosciurus_macrotis","macrotis","Rheithrosciurus",3,55,3,3,0,15,2,0.133,2,1
"5695","Rheomys_mexicanus","mexicanus","Rheomys",2,7,1,2,0,18,1,0.056,0,1
"5696","Rheomys_raptor","raptor","Rheomys",1,6,1,1,0,20,1,0.05,0,0
"5697","Rheomys_thomasi","thomasi","Rheomys",0,0,0,0,0,NA,0,0,0,0
"5698","Rheomys_underwoodi","underwoodi","Rheomys",0,0,0,0,0,NA,0,0,0,0
"5699","Rhinoceros_morgani","morgani","Rhinoceros",0,0,0,0,0,NA,0,0,0,0
"5700","Rhinoceros_tichorhinus","tichorhinus","Rhinoceros",2,29,1,2,0,126,1,0.008,1,0
"5701","Rhinoceros_unicornis","unicornis","Rhinoceros",238,3217,132,220,10,76,31,0.408,91,9
"5702","Rhinolophus_acuminatus","acuminatus","Rhinolophus",5,124,5,5,0,39,4,0.103,4,0
"5703","Rhinolophus_adami","adami","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5704","Rhinolophus_affinis","affinis","Rhinolophus",46,1092,41,0,0,26,13,0.5,17,7
"5705","Rhinolophus_alcyone","alcyone","Rhinolophus",1,9,1,1,0,5,1,0.2,0,1
"5706","Rhinolophus_andamanensis","andamanensis","Rhinolophus",1,3,1,1,0,2,1,0.5,0,1
"5707","Rhinolophus_arcuatus","arcuatus","Rhinolophus",10,158,8,9,0,33,5,0.152,3,1
"5708","Rhinolophus_barbatus","barbatus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5709","Rhinolophus_beddomei","beddomei","Rhinolophus",5,47,5,5,0,17,2,0.118,2,0
"5710","Rhinolophus_belligerator","belligerator","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5711","Rhinolophus_blasii","blasii","Rhinolophus",23,603,20,20,2,66,10,0.152,11,2
"5712","Rhinolophus_blythi","blythi","Rhinolophus",4,33,3,3,0,11,3,0.273,1,2
"5713","Rhinolophus_bocharicus","bocharicus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5714","Rhinolophus_borneensis","borneensis","Rhinolophus",1,9,1,1,0,7,1,0.143,0,0
"5715","Rhinolophus_canuti","canuti","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5716","Rhinolophus_capensis","capensis","Rhinolophus",18,266,15,17,0,37,10,0.27,10,0
"5717","Rhinolophus_celebensis","celebensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5718","Rhinolophus_chaseni","chaseni","Rhinolophus",1,5,1,1,0,10,1,0.1,0,0
"5719","Rhinolophus_chiewkweeae","chiewkweeae","Rhinolophus",3,25,3,3,0,8,3,0.375,1,1
"5720","Rhinolophus_clivosus","clivosus","Rhinolophus",21,285,13,21,0,45,10,0.222,10,2
"5721","Rhinolophus_coelophyllus","coelophyllus","Rhinolophus",4,47,2,4,0,17,3,0.176,2,1
"5722","Rhinolophus_cognatus","cognatus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5723","Rhinolophus_cohenae","cohenae","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5724","Rhinolophus_convexus","convexus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5725","Rhinolophus_cornutus","cornutus","Rhinolophus",18,216,16,17,1,55,8,0.145,8,1
"5726","Rhinolophus_creaghi","creaghi","Rhinolophus",2,101,2,1,1,17,2,0.118,2,0
"5727","Rhinolophus_deckenii","deckenii","Rhinolophus",1,6,1,1,0,23,1,0.043,0,0
"5728","Rhinolophus_denti","denti","Rhinolophus",6,41,5,5,0,24,3,0.125,1,1
"5729","Rhinolophus_eloquens","eloquens","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5730","Rhinolophus_euryale","euryale","Rhinolophus",78,1612,50,0,0,66,20,0.303,33,5
"5731","Rhinolophus_euryotis","euryotis","Rhinolophus",3,16,3,3,0,10,3,0.3,0,0
"5732","Rhinolophus_formosae","formosae","Rhinolophus",6,24,5,6,0,14,3,0.214,1,1
"5733","Rhinolophus_francisi","francisi","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5734","Rhinolophus_fumigatus","fumigatus","Rhinolophus",2,28,2,2,0,24,2,0.083,1,1
"5735","Rhinolophus_geminus","geminus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5736","Rhinolophus_gorongosae","gorongosae","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5737","Rhinolophus_guineensis","guineensis","Rhinolophus",2,34,2,2,0,18,2,0.111,2,0
"5738","Rhinolophus_hildebrandti","hildebrandti","Rhinolophus",9,274,9,8,0,52,8,0.154,7,2
"5739","Rhinolophus_hilli","hilli","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5740","Rhinolophus_hillorum","hillorum","Rhinolophus",1,19,1,1,0,19,1,0.053,1,0
"5741","Rhinolophus_hipposideros","hipposideros","Rhinolophus",182,3851,106,172,7,73,31,0.425,83,8
"5742","Rhinolophus_horaceki","horaceki","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5743","Rhinolophus_huananus","huananus","Rhinolophus",1,14,1,1,0,13,1,0.077,1,0
"5744","Rhinolophus_imaizumii","imaizumii","Rhinolophus",1,2,1,1,0,9,1,0.111,0,0
"5745","Rhinolophus_indorouxii","indorouxii","Rhinolophus",2,35,2,2,0,8,2,0.25,2,0
"5746","Rhinolophus_inops","inops","Rhinolophus",3,27,3,2,0,8,2,0.25,1,1
"5747","Rhinolophus_kahuzi","kahuzi","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5748","Rhinolophus_keyensis","keyensis","Rhinolophus",1,5,1,1,0,10,1,0.1,0,0
"5749","Rhinolophus_landeri","landeri","Rhinolophus",5,71,4,4,0,48,3,0.062,2,1
"5750","Rhinolophus_lobatus","lobatus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5751","Rhinolophus_luctoides","luctoides","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5752","Rhinolophus_luctus","luctus","Rhinolophus",12,147,6,11,0,49,7,0.143,5,1
"5753","Rhinolophus_mabuensis","mabuensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5754","Rhinolophus_maclaudi","maclaudi","Rhinolophus",1,9,1,1,0,8,1,0.125,0,0
"5755","Rhinolophus_madurensis","madurensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5756","Rhinolophus_maendeleo","maendeleo","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5757","Rhinolophus_malayanus","malayanus","Rhinolophus",10,144,5,7,2,39,7,0.179,6,1
"5758","Rhinolophus_marshalli","marshalli","Rhinolophus",6,75,3,6,0,20,4,0.2,3,0
"5759","Rhinolophus_mcintyrei","mcintyrei","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5760","Rhinolophus_megalophyllus","megalophyllus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5761","Rhinolophus_megaphyllus","megaphyllus","Rhinolophus",22,405,13,21,1,46,10,0.217,10,1
"5762","Rhinolophus_mehelyi","mehelyi","Rhinolophus",50,1115,34,47,2,63,20,0.317,27,3
"5763","Rhinolophus_microglobosus","microglobosus","Rhinolophus",2,56,1,1,1,13,2,0.154,2,0
"5764","Rhinolophus_mitratus","mitratus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5765","Rhinolophus_monoceros","monoceros","Rhinolophus",15,505,14,14,1,24,8,0.333,8,2
"5766","Rhinolophus_montanus","montanus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5767","Rhinolophus_monticolus","monticolus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5768","Rhinolophus_morio","morio","Rhinolophus",1,14,1,1,0,6,1,0.167,1,0
"5769","Rhinolophus_mossambicus","mossambicus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5770","Rhinolophus_neglectus","neglectus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5771","Rhinolophus_nereis","nereis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5772","Rhinolophus_osgoodi","osgoodi","Rhinolophus",1,38,1,1,0,12,1,0.083,1,0
"5773","Rhinolophus_paradoxolophus","paradoxolophus","Rhinolophus",5,63,4,4,0,49,4,0.082,2,0
"5774","Rhinolophus_pearsonii","pearsonii","Rhinolophus",7,98,5,7,0,17,4,0.235,4,0
"5775","Rhinolophus_perditus","perditus","Rhinolophus",4,17,4,3,1,12,2,0.167,1,0
"5776","Rhinolophus_philippensis","philippensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5777","Rhinolophus_philippinensis","philippinensis","Rhinolophus",10,226,8,9,0,48,7,0.146,5,1
"5778","Rhinolophus_proconsulis","proconsulis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5779","Rhinolophus_pumilus","pumilus","Rhinolophus",5,179,5,5,0,20,4,0.2,3,0
"5780","Rhinolophus_pusillus","pusillus","Rhinolophus",35,432,22,31,3,17,13,0.765,14,4
"5781","Rhinolophus_rex","rex","Rhinolophus",7,104,6,6,0,49,6,0.122,4,0
"5782","Rhinolophus_rhodesiae","rhodesiae","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5783","Rhinolophus_robinsoni","robinsoni","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5784","Rhinolophus_rufus","rufus","Rhinolophus",1,43,1,1,0,6,1,0.167,1,0
"5785","Rhinolophus_ruwenzorii","ruwenzorii","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5786","Rhinolophus_sakejiensis","sakejiensis","Rhinolophus",1,19,1,1,0,19,1,0.053,1,0
"5787","Rhinolophus_schnitzleri","schnitzleri","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5788","Rhinolophus_sedulus","sedulus","Rhinolophus",5,33,5,5,0,28,3,0.107,2,0
"5789","Rhinolophus_shameli","shameli","Rhinolophus",5,82,3,3,2,17,5,0.294,4,0
"5790","Rhinolophus_shortridgei","shortridgei","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5791","Rhinolophus_siamensis","siamensis","Rhinolophus",1,2,1,1,0,1,1,1,0,1
"5792","Rhinolophus_silvestris","silvestris","Rhinolophus",1,19,1,1,0,19,1,0.053,1,0
"5793","Rhinolophus_simulator","simulator","Rhinolophus",6,48,6,6,0,23,4,0.174,2,2
"5794","Rhinolophus_smithersi","smithersi","Rhinolophus",1,2,1,1,0,4,1,0.25,0,1
"5795","Rhinolophus_stheno","stheno","Rhinolophus",4,96,1,3,1,17,4,0.235,4,0
"5796","Rhinolophus_subbadius","subbadius","Rhinolophus",5,71,5,4,1,59,3,0.051,3,1
"5797","Rhinolophus_subrufus","subrufus","Rhinolophus",1,2,1,1,0,8,1,0.125,0,0
"5798","Rhinolophus_swinnyi","swinnyi","Rhinolophus",5,30,5,4,0,31,3,0.097,1,1
"5799","Rhinolophus_tatar","tatar","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5800","Rhinolophus_thailandensis","thailandensis","Rhinolophus",1,9,1,1,0,6,1,0.167,0,0
"5801","Rhinolophus_thomasi","thomasi","Rhinolophus",6,94,4,6,0,17,4,0.235,4,1
"5802","Rhinolophus_trifoliatus","trifoliatus","Rhinolophus",5,63,1,5,0,17,4,0.235,4,1
"5803","Rhinolophus_truncatus","truncatus","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5804","Rhinolophus_virgo","virgo","Rhinolophus",2,59,2,1,0,7,2,0.286,2,0
"5805","Rhinolophus_willardi","willardi","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5806","Rhinolophus_xinanzhongguoensis","xinanzhongguoensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5807","Rhinolophus_yunanensis","yunanensis","Rhinolophus",5,100,3,5,0,17,5,0.294,4,0
"5808","Rhinolophus_yunnanensis","yunnanensis","Rhinolophus",0,0,0,0,0,NA,0,0,0,0
"5809","Rhinolophus_ziama","ziama","Rhinolophus",1,6,1,1,0,11,1,0.091,0,0
"5810","Rhinonicteris_aurantia","aurantia","Rhinonicteris",11,89,7,10,1,19,6,0.316,3,1
"5811","Rhinophylla_alethina","alethina","Rhinophylla",1,6,1,1,0,11,1,0.091,0,0
"5812","Rhinophylla_fischerae","fischerae","Rhinophylla",1,6,1,1,0,11,1,0.091,0,0
"5813","Rhinophylla_pumilio","pumilio","Rhinophylla",17,256,14,17,0,42,9,0.214,8,3
"5814","Rhinopithecus_avunculus","avunculus","Rhinopithecus",10,168,8,8,0,28,6,0.214,6,2
"5815","Rhinopithecus_bieti","bieti","Rhinopithecus",155,2439,61,148,2,39,26,0.667,78,9
"5816","Rhinopithecus_brelichi","brelichi","Rhinopithecus",31,541,19,30,1,28,14,0.5,18,4
"5817","Rhinopithecus_roxellana","roxellana","Rhinopithecus",266,3040,83,255,5,33,29,0.879,99,11
"5818","Rhinopithecus_strykeri","strykeri","Rhinopithecus",15,301,10,14,0,10,8,0.8,8,5
