"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5"
"1223","Crocidura_buettikoferi","buettikoferi","Crocidura",6,104,5,6,0,22,4,0.182,3,1
"1224","Crocidura_butleri","butleri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1225","Crocidura_caliginea","caliginea","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1226","Crocidura_canariensis","canariensis","Crocidura",9,131,8,8,1,34,8,0.235,6,0
"1227","Crocidura_canescens","canescens","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1228","Crocidura_capensoides","capensoides","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1229","Crocidura_caspica","caspica","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1230","Crocidura_cassiteridum","cassiteridum","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1231","Crocidura_ceylanica","ceylanica","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1232","Crocidura_cinderella","cinderella","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1233","Crocidura_congobelgica","congobelgica","Crocidura",1,10,1,1,0,16,1,0.062,1,0
"1234","Crocidura_coreae","coreae","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1235","Crocidura_crenata","crenata","Crocidura",2,12,2,2,0,56,2,0.036,0,0
"1236","Crocidura_crossei","crossei","Crocidura",2,18,2,2,0,33,2,0.061,1,0
"1237","Crocidura_cuninghamei","cuninghamei","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1238","Crocidura_cyanea","cyanea","Crocidura",7,100,6,7,0,26,5,0.192,5,1
"1239","Crocidura_darfurea","darfurea","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1240","Crocidura_denti","denti","Crocidura",1,1,1,1,0,5,1,0.2,0,1
"1241","Crocidura_deserti","deserti","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1242","Crocidura_desperata","desperata","Crocidura",2,21,2,2,0,30,2,0.067,1,0
"1243","Crocidura_dhofarensis","dhofarensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1244","Crocidura_dolichura","dolichura","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1245","Crocidura_doriae","doriae","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1246","Crocidura_doriana","doriana","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1247","Crocidura_douceti","douceti","Crocidura",3,29,2,3,0,52,2,0.038,1,0
"1248","Crocidura_dracula","dracula","Crocidura",3,1,2,3,0,30,1,0.033,0,1
"1249","Crocidura_dsinezumi","dsinezumi","Crocidura",21,235,16,21,0,41,8,0.195,7,0
"1250","Crocidura_eburnea","eburnea","Crocidura",1,2,1,1,0,3,1,0.333,0,1
"1251","Crocidura_eisentrauti","eisentrauti","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1252","Crocidura_electa","electa","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1253","Crocidura_elgonius","elgonius","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1254","Crocidura_elongata","elongata","Crocidura",1,6,1,1,0,3,1,0.333,0,1
"1255","Crocidura_erica","erica","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1256","Crocidura_fingui","fingui","Crocidura",1,10,1,1,0,6,1,0.167,1,0
"1257","Crocidura_fischeri","fischeri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1258","Crocidura_flavescens","flavescens","Crocidura",15,98,10,15,0,66,7,0.106,4,2
"1259","Crocidura_floweri","floweri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1260","Crocidura_foxi","foxi","Crocidura",3,13,3,3,0,17,2,0.118,0,1
"1261","Crocidura_fulginosa","fulginosa","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1262","Crocidura_fuliginosa","fuliginosa","Crocidura",8,210,7,8,0,31,7,0.226,6,1
"1263","Crocidura_fulvastra","fulvastra","Crocidura",2,15,2,2,0,17,1,0.059,1,0
"1264","Crocidura_fumosa","fumosa","Crocidura",8,88,3,8,0,33,4,0.121,2,0
"1265","Crocidura_furscomurina","furscomurina","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1266","Crocidura_fuscipes","fuscipes","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1267","Crocidura_fuscomurina","fuscomurina","Crocidura",5,71,5,5,0,38,4,0.105,3,0
"1268","Crocidura_glassi","glassi","Crocidura",2,11,2,2,0,11,2,0.182,0,0
"1269","Crocidura_glebula","glebula","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1270","Crocidura_gmelini","gmelini","Crocidura",2,38,2,2,0,20,2,0.1,2,0
"1271","Crocidura_goliath","goliath","Crocidura",4,28,4,4,0,25,3,0.12,1,0
"1272","Crocidura_gracilipes","gracilipes","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1273","Crocidura_grandiceps","grandiceps","Crocidura",5,30,5,5,0,33,3,0.091,2,0
"1274","Crocidura_grandis","grandis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1275","Crocidura_grassei","grassei","Crocidura",3,23,2,2,0,25,3,0.12,1,0
"1276","Crocidura_gravida","gravida","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1277","Crocidura_greenwoodi","greenwoodi","Crocidura",1,14,1,1,0,22,1,0.045,1,0
"1278","Crocidura_harenna","harenna","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1279","Crocidura_heljanensis","heljanensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1280","Crocidura_hikmiya","hikmiya","Crocidura",2,8,2,2,0,14,1,0.071,0,0
"1281","Crocidura_hildegardeae","hildegardeae","Crocidura",2,12,2,2,0,16,2,0.125,1,1
"1282","Crocidura_hilliana","hilliana","Crocidura",1,4,1,1,0,23,1,0.043,0,0
"1283","Crocidura_hindei","hindei","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1284","Crocidura_hirta","hirta","Crocidura",10,196,8,9,0,57,7,0.123,7,1
"1285","Crocidura_hispida","hispida","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1286","Crocidura_horsfieldii","horsfieldii","Crocidura",8,50,8,8,0,39,3,0.077,2,0
"1287","Crocidura_hutanis","hutanis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1288","Crocidura_ibeana","ibeana","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1289","Crocidura_ichnusae","ichnusae","Crocidura",2,12,2,2,0,17,2,0.118,0,0
"1290","Crocidura_ilensis","ilensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1291","Crocidura_indochinensis","indochinensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1292","Crocidura_ingoldbyi","ingoldbyi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1293","Crocidura_jacksoni","jacksoni","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1294","Crocidura_jenkinsi","jenkinsi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1295","Crocidura_jouvenetae","jouvenetae","Crocidura",3,60,3,3,0,10,2,0.2,1,1
"1296","Crocidura_katharina","katharina","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1297","Crocidura_katinka","katinka","Crocidura",1,15,1,1,0,51,1,0.02,1,0
"1298","Crocidura_kivuana","kivuana","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1299","Crocidura_klossi","klossi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1300","Crocidura_lamottei","lamottei","Crocidura",1,32,1,1,0,22,1,0.045,1,0
"1301","Crocidura_lanosa","lanosa","Crocidura",1,6,1,1,0,30,1,0.033,0,0
"1302","Crocidura_lasiura","lasiura","Crocidura",49,751,27,49,0,30,14,0.467,24,4
"1303","Crocidura_latona","latona","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1304","Crocidura_lea","lea","Crocidura",1,14,1,1,0,6,1,0.167,1,0
"1305","Crocidura_lepidura","lepidura","Crocidura",1,17,1,1,0,26,1,0.038,1,0
"1306","Crocidura_leucodon","leucodon","Crocidura",62,540,51,59,1,51,12,0.235,18,4
"1307","Crocidura_leucogenys","leucogenys","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1308","Crocidura_levicula","levicula","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1309","Crocidura_longipes","longipes","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1310","Crocidura_lucina","lucina","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1311","Crocidura_ludia","ludia","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1312","Crocidura_luna","luna","Crocidura",6,39,6,5,1,50,4,0.08,2,0
"1313","Crocidura_lusitania","lusitania","Crocidura",1,5,1,1,0,6,1,0.167,0,0
"1314","Crocidura_macarthuri","macarthuri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1315","Crocidura_macmillani","macmillani","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1316","Crocidura_macowi","macowi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1317","Crocidura_malayana","malayana","Crocidura",1,2,1,1,0,5,1,0.2,0,0
"1318","Crocidura_manengubae","manengubae","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1319","Crocidura_manni","manni","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1320","Crocidura_maporensis","maporensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1321","Crocidura_maquassiensis","maquassiensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1322","Crocidura_mariquensis","mariquensis","Crocidura",2,16,1,2,0,20,2,0.1,1,0
"1323","Crocidura_marita","marita","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1324","Crocidura_martiensseni","martiensseni","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1325","Crocidura_maurisca","maurisca","Crocidura",1,7,1,1,0,20,1,0.05,0,0
"1326","Crocidura_maxi","maxi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1327","Crocidura_mdumai","mdumai","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1328","Crocidura_mindorus","mindorus","Crocidura",1,13,1,1,0,11,1,0.091,1,0
"1329","Crocidura_miya","miya","Crocidura",3,31,3,2,1,16,2,0.125,1,0
"1330","Crocidura_monacha","monacha","Crocidura",9,74,7,8,0,51,4,0.078,3,0
"1331","Crocidura_monax","monax","Crocidura",1,12,1,1,0,6,1,0.167,1,0
"1332","Crocidura_monticola","monticola","Crocidura",4,18,4,4,0,41,3,0.073,0,1
"1333","Crocidura_montis","montis","Crocidura",2,19,2,2,0,18,2,0.111,1,1
"1334","Crocidura_munissii","munissii","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1335","Crocidura_muricauda","muricauda","Crocidura",1,12,1,1,0,9,1,0.111,1,0
"1336","Crocidura_musseri","musseri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1337","Crocidura_mutesae","mutesae","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1338","Crocidura_nana","nana","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1339","Crocidura_nanilla","nanilla","Crocidura",1,14,1,1,0,14,1,0.071,1,0
"1340","Crocidura_neavei","neavei","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1341","Crocidura_neglecta","neglecta","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1342","Crocidura_negligens","negligens","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1343","Crocidura_negrina","negrina","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1344","Crocidura_newmarki","newmarki","Crocidura",1,4,1,1,0,5,1,0.2,0,1
"1345","Crocidura_nicobarica","nicobarica","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1346","Crocidura_nigeriae","nigeriae","Crocidura",4,40,4,4,0,33,4,0.121,2,0
"1347","Crocidura_nigricans","nigricans","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1348","Crocidura_nigrofusca","nigrofusca","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1349","Crocidura_nimbae","nimbae","Crocidura",1,5,1,0,0,44,1,0.023,0,0
"1350","Crocidura_nimbasilvanus","nimbasilvanus","Crocidura",1,9,1,1,0,8,1,0.125,0,0
"1351","Crocidura_ninoyi","ninoyi","Crocidura",1,13,1,1,0,11,1,0.091,1,0
"1352","Crocidura_niobe","niobe","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1353","Crocidura_nyanzae","nyanzae","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1354","Crocidura_nyasae","nyasae","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1355","Crocidura_obscurior","obscurior","Crocidura",4,96,4,4,0,17,4,0.235,3,0
"1356","Crocidura_odorata","odorata","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1357","Crocidura_orii","orii","Crocidura",1,2,1,1,0,23,1,0.043,0,0
"1358","Crocidura_pachyura","pachyura","Crocidura",3,13,3,2,1,14,2,0.143,0,0
"1359","Crocidura_palawanensis","palawanensis","Crocidura",1,2,1,1,0,3,1,0.333,0,1
"1360","Crocidura_panayensis","panayensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1361","Crocidura_paradoxura","paradoxura","Crocidura",1,4,1,1,0,7,1,0.143,0,0
"1362","Crocidura_parvipes","parvipes","Crocidura",1,14,1,1,0,22,1,0.045,1,0
"1363","Crocidura_pasha","pasha","Crocidura",1,3,1,1,0,4,1,0.25,0,1
"1364","Crocidura_percivali","percivali","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1365","Crocidura_pergrisea","pergrisea","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1366","Crocidura_phaeura","phaeura","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1367","Crocidura_phanluongi","phanluongi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1368","Crocidura_phuquocensis","phuquocensis","Crocidura",3,20,3,3,0,13,2,0.154,1,0
"1369","Crocidura_picea","picea","Crocidura",1,14,1,1,0,22,1,0.045,1,0
"1370","Crocidura_pitmani","pitmani","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1371","Crocidura_planiceps","planiceps","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1372","Crocidura_poensis","poensis","Crocidura",2,45,2,2,0,21,2,0.095,1,1
"1373","Crocidura_polia","polia","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1374","Crocidura_portali","portali","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1375","Crocidura_praedax","praedax","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1376","Crocidura_pullata","pullata","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1377","Crocidura_raineyi","raineyi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1378","Crocidura_ramona","ramona","Crocidura",2,5,2,2,0,25,1,0.04,0,0
"1379","Crocidura_religiosa","religiosa","Crocidura",2,3,2,2,0,4,1,0.25,0,1
"1380","Crocidura_retusa","retusa","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1381","Crocidura_rhoditis","rhoditis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1382","Crocidura_roosevelti","roosevelti","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1383","Crocidura_rudolfi","rudolfi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1384","Crocidura_russula","russula","Crocidura",241,4520,148,228,7,64,36,0.562,122,8
"1385","Crocidura_sacralis","sacralis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1386","Crocidura_schweitzeri","schweitzeri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1387","Crocidura_selina","selina","Crocidura",1,5,1,1,0,17,1,0.059,0,0
"1388","Crocidura_serezkyensis","serezkyensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1389","Crocidura_shortridgei","shortridgei","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1390","Crocidura_sibirica","sibirica","Crocidura",8,154,8,8,0,25,5,0.2,5,0
"1391","Crocidura_sicula","sicula","Crocidura",8,105,7,8,0,26,6,0.231,5,1
"1392","Crocidura_silacea","silacea","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1393","Crocidura_sinensis","sinensis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1394","Crocidura_smithii","smithii","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1395","Crocidura_sokolovi","sokolovi","Crocidura",2,38,1,2,0,14,2,0.143,2,0
"1396","Crocidura_somalica","somalica","Crocidura",1,8,1,0,0,30,1,0.033,0,0
"1397","Crocidura_spurrelli","spurrelli","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1398","Crocidura_stenocephala","stenocephala","Crocidura",1,33,1,1,0,18,1,0.056,1,0
"1399","Crocidura_susiana","susiana","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1400","Crocidura_sylvia","sylvia","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1401","Crocidura_tanakae","tanakae","Crocidura",9,107,8,9,0,24,4,0.167,4,2
"1402","Crocidura_tansaniana","tansaniana","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1403","Crocidura_tarella","tarella","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1404","Crocidura_tarfayaensis","tarfayaensis","Crocidura",1,10,1,1,0,15,1,0.067,1,0
"1405","Crocidura_tarfayensis","tarfayensis","Crocidura",1,5,1,1,0,6,1,0.167,0,0
"1406","Crocidura_telfordi","telfordi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1407","Crocidura_tenuis","tenuis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1408","Crocidura_tephra","tephra","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1409","Crocidura_thalia","thalia","Crocidura",2,11,2,2,0,11,2,0.182,0,0
"1410","Crocidura_theresae","theresae","Crocidura",4,121,4,3,0,13,4,0.308,4,0
"1411","Crocidura_thomasi","thomasi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1412","Crocidura_thomensis","thomensis","Crocidura",2,6,1,2,0,24,2,0.083,0,1
"1413","Crocidura_tionis","tionis","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1414","Crocidura_trichura","trichura","Crocidura",3,30,3,3,0,21,2,0.095,2,1
"1415","Crocidura_turba","turba","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1416","Crocidura_ultima","ultima","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1417","Crocidura_usambarae","usambarae","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1418","Crocidura_uxantisi","uxantisi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1419","Crocidura_velutina","velutina","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1420","Crocidura_viaria","viaria","Crocidura",2,19,2,2,0,35,2,0.057,1,0
"1421","Crocidura_villosa","villosa","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1422","Crocidura_virgata","virgata","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1423","Crocidura_voi","voi","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1424","Crocidura_vorax","vorax","Crocidura",1,26,1,1,0,20,1,0.05,1,0
"1425","Crocidura_vosmaeri","vosmaeri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1426","Crocidura_vulcani","vulcani","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1427","Crocidura_watasei","watasei","Crocidura",7,136,7,7,0,29,6,0.207,5,1
"1428","Crocidura_whitakeri","whitakeri","Crocidura",2,98,2,2,0,33,2,0.061,1,0
"1429","Crocidura_wimmeri","wimmeri","Crocidura",3,21,3,3,0,9,2,0.222,1,0
"1430","Crocidura_wuchihensis","wuchihensis","Crocidura",1,5,1,1,0,8,1,0.125,0,0
"1431","Crocidura_xantippe","xantippe","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1432","Crocidura_yankariensis","yankariensis","Crocidura",1,14,1,1,0,22,1,0.045,1,0
"1433","Crocidura_zaitsevi","zaitsevi","Crocidura",2,38,1,2,0,14,2,0.143,2,0
"1434","Crocidura_zaodon","zaodon","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1435","Crocidura_zaphiri","zaphiri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1436","Crocidura_zarudnyi","zarudnyi","Crocidura",2,7,2,2,0,14,1,0.071,0,0
"1437","Crocidura_zena","zena","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1438","Crocidura_zimmeri","zimmeri","Crocidura",0,0,0,0,0,NA,0,0,0,0
"1439","Crocidura_zimmermanni","zimmermanni","Crocidura",3,54,3,2,0,18,3,0.167,1,1
"1440","Crocuta_crocuta","crocuta","Crocuta",737,22555,258,0,0,82,78,0.951,471,15
"1441","Crocuta_spelaea","spelaea","Crocuta",64,686,43,61,1,67,15,0.224,26,5
"1442","Crossarchus_alexandri","alexandri","Crossarchus",1,2,1,1,0,7,1,0.143,0,0
"1443","Crossarchus_obscurus","obscurus","Crossarchus",6,93,6,6,0,90,3,0.033,3,0
"1444","Crossarchus_platycephalus","platycephalus","Crossarchus",2,4,2,2,0,37,1,0.027,0,1
"1445","Crossomys_moncktoni","moncktoni","Crossomys",0,0,0,0,0,NA,0,0,0,0
"1446","Crunomys_celebensis","celebensis","Crunomys",1,1,1,1,0,7,1,0.143,0,0
"1447","Crunomys_fallax","fallax","Crunomys",0,0,0,0,0,NA,0,0,0,0
"1448","Crunomys_melanius","melanius","Crunomys",1,9,1,1,0,10,1,0.1,0,0
"1449","Crunomys_suncoides","suncoides","Crunomys",0,0,0,0,0,NA,0,0,0,0
"1450","Cryptochloris_wintoni","wintoni","Cryptochloris",0,0,0,0,0,NA,0,0,0,0
"1451","Cryptochloris_zyli","zyli","Cryptochloris",2,14,2,2,0,20,1,0.05,1,0
"1452","Cryptomys_anomalus","anomalus","Cryptomys",0,0,0,0,0,NA,0,0,0,0
"1453","Cryptomys_holosericeus","holosericeus","Cryptomys",0,0,0,0,0,NA,0,0,0,0
"1454","Cryptomys_kummi","kummi","Cryptomys",0,0,0,0,0,NA,0,0,0,0
"1455","Cryptonanus_agricolai","agricolai","Cryptonanus",4,53,3,4,0,11,2,0.182,2,1
"1456","Cryptonanus_chacoensis","chacoensis","Cryptonanus",3,18,3,3,0,7,2,0.286,1,1
"1457","Cryptonanus_guahybae","guahybae","Cryptonanus",5,25,3,5,0,10,3,0.3,1,1
"1458","Cryptonanus_ignitus","ignitus","Cryptonanus",0,0,0,0,0,NA,0,0,0,0
"1459","Cryptonanus_unduaviensis","unduaviensis","Cryptonanus",2,18,2,2,0,6,2,0.333,1,0
"1460","Cryptoprocta_ferox","ferox","Cryptoprocta",54,1366,33,49,0,52,22,0.423,32,3
"1461","Cryptotis_alticolus","alticolus","Cryptotis",1,10,1,1,0,2,1,0.5,1,1
"1462","Cryptotis_brachyonyx","brachyonyx","Cryptotis",1,8,1,1,0,18,1,0.056,0,0
"1463","Cryptotis_celaque","celaque","Cryptotis",1,6,1,1,0,6,1,0.167,0,0
"1464","Cryptotis_colombiana","colombiana","Cryptotis",3,36,2,2,1,25,3,0.12,2,0
"1465","Cryptotis_endersi","endersi","Cryptotis",2,9,2,2,0,19,2,0.105,0,1
"1466","Cryptotis_equatoris","equatoris","Cryptotis",2,131,2,2,0,12,2,0.167,1,0
"1467","Cryptotis_evaristoi","evaristoi","Cryptotis",0,0,0,0,0,NA,0,0,0,0
"1468","Cryptotis_goldmani","goldmani","Cryptotis",5,50,5,5,0,11,3,0.273,2,1
"1469","Cryptotis_goodwini","goodwini","Cryptotis",6,80,5,5,0,18,5,0.278,4,0
"1470","Cryptotis_gracilis","gracilis","Cryptotis",0,0,0,0,0,NA,0,0,0,0
"1471","Cryptotis_griseoventris","griseoventris","Cryptotis",5,24,4,5,0,15,2,0.133,1,0
"1472","Cryptotis_hondurensis","hondurensis","Cryptotis",1,39,1,1,0,28,1,0.036,1,0
"1473","Cryptotis_lacertosus","lacertosus","Cryptotis",1,18,1,1,0,10,1,0.1,1,0
"1474","Cryptotis_magnus","magnus","Cryptotis",3,52,3,2,1,28,2,0.071,2,1
"1475","Cryptotis_mam","mam","Cryptotis",1,18,1,1,0,10,1,0.1,1,0
"1476","Cryptotis_mayensis","mayensis","Cryptotis",3,60,3,3,0,28,3,0.107,2,0
"1477","Cryptotis_mccarthyi","mccarthyi","Cryptotis",1,6,1,1,0,6,1,0.167,0,0
"1478","Cryptotis_medellinia","medellinia","Cryptotis",1,15,1,0,1,18,1,0.056,1,0
"1479","Cryptotis_mera","mera","Cryptotis",2,52,2,2,0,28,2,0.071,2,0
"1480","Cryptotis_meridensis","meridensis","Cryptotis",8,344,8,8,0,26,6,0.231,5,1
"1481","Cryptotis_merriami","merriami","Cryptotis",5,73,5,3,0,28,4,0.143,2,0
"1482","Cryptotis_mexicanus","mexicanus","Cryptotis",11,147,10,11,0,21,6,0.286,6,2
"1483","Cryptotis_montivagus","montivagus","Cryptotis",4,29,3,3,0,29,4,0.138,0,1
"1484","Cryptotis_nelsoni","nelsoni","Cryptotis",2,9,2,2,0,11,1,0.091,0,1
"1485","Cryptotis_niausa","niausa","Cryptotis",2,11,2,2,0,7,2,0.286,0,1
"1486","Cryptotis_nigrescens","nigrescens","Cryptotis",9,96,7,8,1,34,6,0.176,3,1
"1487","Cryptotis_obscurus","obscurus","Cryptotis",1,5,1,1,0,3,1,0.333,0,1
"1488","Cryptotis_olivaceus","olivaceus","Cryptotis",0,0,0,0,0,NA,0,0,0,0
"1489","Cryptotis_oreoryctes","oreoryctes","Cryptotis",1,8,1,0,0,10,1,0.1,0,0
"1490","Cryptotis_orophilus","orophilus","Cryptotis",1,16,1,1,0,9,1,0.111,1,0
"1491","Cryptotis_parvus","parvus","Cryptotis",112,1626,68,106,4,51,22,0.431,50,4
"1492","Cryptotis_peregrinus","peregrinus","Cryptotis",1,21,1,1,0,21,1,0.048,1,0
"1493","Cryptotis_peruviensis","peruviensis","Cryptotis",0,0,0,0,0,NA,0,0,0,0
"1494","Cryptotis_phillipsii","phillipsii","Cryptotis",2,33,2,2,0,21,2,0.095,2,0
"1495","Cryptotis_pseudagyrtes","pseudagyrtes","Cryptotis",0,0,0,0,0,NA,0,0,0,0
"1496","Cryptotis_squamipes","squamipes","Cryptotis",0,0,0,0,0,NA,0,0,0,0
"1497","Cryptotis_tamensis","tamensis","Cryptotis",1,20,1,1,0,19,1,0.053,1,0
"1498","Cryptotis_thomasi","thomasi","Cryptotis",8,100,6,7,1,25,6,0.24,5,2
"1499","Cryptotis_tropicalis","tropicalis","Cryptotis",1,8,1,0,0,10,1,0.1,0,0
"1500","Ctenodactylus_gundi","gundi","Ctenodactylus",34,571,28,32,1,43,10,0.233,11,1
"1501","Ctenodactylus_vali","vali","Ctenodactylus",8,115,7,8,0,40,6,0.15,4,0
"1502","Ctenomys_andersoni","andersoni","Ctenomys",0,0,0,0,0,NA,0,0,0,0
"1503","Ctenomys_argentinus","argentinus","Ctenomys",1,31,1,1,0,33,1,0.03,1,0
"1504","Ctenomys_australis","australis","Ctenomys",27,458,22,26,1,33,14,0.424,16,1
"1505","Ctenomys_azarae","azarae","Ctenomys",8,117,8,8,0,23,6,0.261,6,1
"1506","Ctenomys_bergi","bergi","Ctenomys",4,44,3,4,0,22,2,0.091,1,0
"1507","Ctenomys_boliviensis","boliviensis","Ctenomys",5,93,5,5,0,31,4,0.129,3,0
"1508","Ctenomys_bonettoi","bonettoi","Ctenomys",0,0,0,0,0,NA,0,0,0,0
"1509","Ctenomys_brasiliensis","brasiliensis","Ctenomys",2,5,1,1,0,9,1,0.111,0,0
"1510","Ctenomys_budini","budini","Ctenomys",0,0,0,0,0,NA,0,0,0,0
"1511","Ctenomys_colburni","colburni","Ctenomys",3,4,3,2,0,11,2,0.182,0,1
"1512","Ctenomys_coludo","coludo","Ctenomys",0,0,0,0,0,NA,0,0,0,0
