"","genus_species","species","genus","publications","citations","journals","years_publishing","h","m","i10","h5","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y","clade","logh","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin"
"6237","Rhinolophus indorouxii","indorouxii","Rhinolophus",2,36,2,8,2,0.25,2,0,"Rhinolophidae","Chiroptera",7067837,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0.301029995663981,0.477121254719662,NA,NA,0,3
"6238","Rhinolophus inops","inops","Rhinolophus",3,29,3,8,2,0.25,2,1,"Rhinolophidae","Chiroptera",656410,13.5,1,"Yes",12.82673,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,123.482511655758,12.5890903498574,"Laurasiatheria",0.301029995663981,0.477121254719662,1.13033376849501,1,0,3
"6239","Rhinolophus kahuzi","kahuzi","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146482,NA,NA,"Yes",-2.2525,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,29,-3,"Laurasiatheria",-Inf,0,NA,3,1,3
"6240","Rhinolophus keyensis","keyensis","Rhinolophus",1,5,1,10,1,0.1,0,0,"Rhinolophidae","Chiroptera",3614111,6.26,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,0.79657433321043,NA,0,3
"6241","Rhinolophus landeri","landeri","Rhinolophus",5,71,4,48,3,0.062,2,1,"Rhinolophidae","Chiroptera",766062,8.86,1,"Yes",-0.45143,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,34.0077638317655,-16.0769313597386,"Laurasiatheria",0.477121254719662,0.602059991327962,0.947433721887051,1,0,3
"6242","Rhinolophus lepidus","lepidus","Rhinolophus",23,230,16,41,9,0.22,8,3,"Rhinolophidae","Chiroptera",217411,5.7,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0.954242509439325,1,0.755874855672491,1,0,3
"6243","Rhinolophus lobatus","lobatus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7067838,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6244","Rhinolophus luctoides","luctoides","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",5839511,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6245","Rhinolophus luctus","luctus","Rhinolophus",12,151,6,49,7,0.143,5,1,"Rhinolophidae","Chiroptera",662128,33.45,1,"Yes",11.6286555,"Least Concern","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,115.801858182264,4.20818110789087,"Laurasiatheria",0.845098040014257,0.903089986991944,1.52439612210384,1,1,3
"6246","Rhinolophus mabuensis","mabuensis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146483,NA,NA,"Yes",-16.283888,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,37,-17,"Laurasiatheria",-Inf,0,NA,3,0,3
"6247","Rhinolophus maclaudi","maclaudi","Rhinolophus",1,9,1,8,1,0.125,0,0,"Rhinolophidae","Chiroptera",156729,13.08,1,"Yes",-1,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,29.6666666666667,0.333399165236301,"Laurasiatheria",0,0.301029995663981,1.11660774398825,3,1,3
"6248","Rhinolophus macrotis","macrotis","Rhinolophus",20,338,18,17,11,0.647,11,3,"Rhinolophidae","Chiroptera",665410,6.15,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.04139268515822,1.07918124604762,0.788875115775417,1,0,3
"6249","Rhinolophus madurensis","madurensis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614117,10.62,0,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,1.02612451674545,2,0,3
"6250","Rhinolophus maendeleo","maendeleo","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614114,10.62,0,"Yes",-6.9139455,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,36.9999999999999,-7.00107163467525,"Laurasiatheria",-Inf,0,1.02612451674545,NA,0,3
"6251","Rhinolophus malayanus","malayanus","Rhinolophus",11,165,6,39,8,0.205,7,2,"Rhinolophidae","Chiroptera",156758,6.7,1,"Yes",17.567,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103.005665377977,21.4261041757113,"Laurasiatheria",0.903089986991944,0.954242509439325,0.826074802700826,1,0,3
"6252","Rhinolophus marshalli","marshalli","Rhinolophus",6,78,3,20,5,0.25,3,0,"Rhinolophidae","Chiroptera",657546,5.02,1,"Yes",20.447,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,105.999999999999,21.0033503084762,"Laurasiatheria",0.698970004336019,0.778151250383644,0.700703717145019,1,0,3
"6253","Rhinolophus mcintyrei","mcintyrei","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146484,NA,NA,"Yes",-5.1,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,141,-5,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6254","Rhinolophus megalophyllus","megalophyllus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7656395,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6255","Rhinolophus megaphyllus","megaphyllus","Rhinolophus",23,421,13,46,10,0.217,10,1,"Rhinolophidae","Chiroptera",1052598,10.06,1,"Yes",-32.002077,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,148.112813025316,-26.2747419693848,"Laurasiatheria",1,1.04139268515822,1.00259798071991,1,0,3
"6256","Rhinolophus mehelyi","mehelyi","Rhinolophus",50,1149,34,63,20,0.317,27,3,"Rhinolophidae","Chiroptera",626350,12.33,1,"Yes",36.3,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-2.56676462291808,39.6298074029428,"Laurasiatheria",1.30102999566398,1.32221929473392,1.09096307659573,2,0,3
"6257","Rhinolophus microglobosus","microglobosus","Rhinolophus",2,59,1,13,2,0.154,2,0,"Rhinolophidae","Chiroptera",6146485,NA,NA,"Yes",19.55765,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,105.000000000002,23.0037047626272,"Laurasiatheria",0.301029995663981,0.477121254719662,NA,1,0,3
"6258","Rhinolophus mitratus","mitratus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614090,10.4,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,1.01703333929878,NA,0,3
"6259","Rhinolophus monoceros","monoceros","Rhinolophus",15,523,14,24,8,0.333,8,2,"Rhinolophidae","Chiroptera",71984,10.62,0,"Yes",24.4129795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,121,23.0333804286694,"Laurasiatheria",0.903089986991944,0.954242509439325,1.02612451674545,NA,0,3
"6260","Rhinolophus montanus","montanus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614096,10.62,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,1.02612451674545,3,0,3
"6261","Rhinolophus monticolus","monticolus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146486,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6262","Rhinolophus morio","morio","Rhinolophus",1,14,1,6,1,0.167,1,0,"Rhinolophidae","Chiroptera",5839512,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,NA,NA,0,3
"6263","Rhinolophus mossambicus","mossambicus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146487,NA,NA,"Yes",-21.671,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,34.9999999999999,-21.0033503084764,"Laurasiatheria",-Inf,0,NA,1,0,3
"6264","Rhinolophus neglectus","neglectus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7656396,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6265","Rhinolophus nereis","nereis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614118,9.62,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,0.983175072037813,NA,0,3
"6266","Rhinolophus osgoodi","osgoodi","Rhinolophus",1,39,1,12,1,0.083,1,0,"Rhinolophidae","Chiroptera",498185,10.62,0,"Yes",27.049999,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,101,26.0170349623018,"Laurasiatheria",0,0.301029995663981,1.02612451674545,1,0,3
"6267","Rhinolophus paradoxolophus","paradoxolophus","Rhinolophus",5,64,4,49,4,0.082,2,0,"Rhinolophidae","Chiroptera",460792,8.24,1,"Yes",22.333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103.669794410504,22.3463105569164,"Laurasiatheria",0.602059991327962,0.698970004336019,0.915927211697116,1,0,3
"6268","Rhinolophus pearsonii","pearsonii","Rhinolophus",7,103,5,17,4,0.235,4,1,"Rhinolophidae","Chiroptera",217409,11.55,1,"Yes",22.4,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103.505110486151,21.5311880912192,"Laurasiatheria",0.602059991327962,0.698970004336019,1.06258198422816,1,0,3
"6269","Rhinolophus perditus","perditus","Rhinolophus",4,17,4,12,2,0.167,1,0,"Rhinolophidae","Chiroptera",316933,NA,NA,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0.301029995663981,0.477121254719662,NA,3,0,3
"6270","Rhinolophus philippensis","philippensis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7656397,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6271","Rhinolophus philippinensis","philippinensis","Rhinolophus",10,226,8,48,7,0.146,5,1,"Rhinolophidae","Chiroptera",1052596,10.33,1,"Yes",9.18703,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,122.989187566871,11.9405519308276,"Laurasiatheria",0.845098040014257,0.903089986991944,1.01410032151962,1,0,3
"6272","Rhinolophus proconsulis","proconsulis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146488,NA,NA,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,3,0,3
"6273","Rhinolophus pumilus","pumilus","Rhinolophus",5,182,5,20,4,0.2,3,0,"Rhinolophidae","Chiroptera",678438,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0.602059991327962,0.698970004336019,NA,NA,0,3
"6274","Rhinolophus pusillus","pusillus","Rhinolophus",35,457,22,17,13,0.765,15,4,"Rhinolophidae","Chiroptera",678436,5.15,1,"Yes",21.846,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103.994618372404,21.051770010041,"Laurasiatheria",1.11394335230684,1.14612803567824,0.711807229041191,1,0,3
"6275","Rhinolophus rex","rex","Rhinolophus",7,105,6,49,6,0.122,4,0,"Rhinolophidae","Chiroptera",217412,10.4,2,"Yes",29.4333335,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,105.000000000002,29.0048379862782,"Laurasiatheria",0.778151250383644,0.845098040014257,1.01703333929878,3,0,3
"6276","Rhinolophus rhodesiae","rhodesiae","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7067841,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6277","Rhinolophus robinsoni","robinsoni","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",505797,8.5,1,"Yes",6.68898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,115,-9.00138234307658,"Laurasiatheria",-Inf,0,0.929418925714293,NA,0,3
"6278","Rhinolophus rouxii","rouxii","Rhinolophus",90,2495,42,52,28,0.538,59,2,"Rhinolophidae","Chiroptera",1047994,12.25,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.44715803134222,1.46239799789896,1.08813608870055,1,0,3
"6279","Rhinolophus rufus","rufus","Rhinolophus",1,43,1,6,1,0.167,1,0,"Rhinolophidae","Chiroptera",747752,30,1,"Yes",13.791665,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,122.193403126451,14.220024179257,"Laurasiatheria",0,0.301029995663981,1.47712125471966,NA,1,3
"6280","Rhinolophus ruwenzorii","ruwenzorii","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",37375,10.62,0,"Yes",1.36832,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,29,2.00121958443327,"Laurasiatheria",-Inf,0,1.02612451674545,3,1,3
"6281","Rhinolophus sakejiensis","sakejiensis","Rhinolophus",1,19,1,19,1,0.053,1,0,"Rhinolophidae","Chiroptera",3614110,22,1,"Yes",-11.283333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,25,-11,"Laurasiatheria",0,0.301029995663981,1.34242268082221,NA,0,3
"6282","Rhinolophus schnitzleri","schnitzleri","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146489,NA,NA,"Yes",25.033333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103,25,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6283","Rhinolophus sedulus","sedulus","Rhinolophus",5,33,5,28,3,0.107,2,0,"Rhinolophidae","Chiroptera",190915,8.75,1,"Yes",3.25833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,102.333876143668,3.66884015003933,"Laurasiatheria",0.477121254719662,0.602059991327962,0.942008053022313,NA,0,3
"6284","Rhinolophus shameli","shameli","Rhinolophus",5,88,3,17,5,0.294,4,0,"Rhinolophidae","Chiroptera",155030,9.61,1,"Yes",14.867,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103.794652224785,11.8071648915522,"Laurasiatheria",0.698970004336019,0.778151250383644,0.982723387668545,1,0,3
"6285","Rhinolophus shortridgei","shortridgei","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614109,10.62,0,"Yes",21.366667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,95,21,"Laurasiatheria",-Inf,0,1.02612451674545,NA,0,3
"6286","Rhinolophus siamensis","siamensis","Rhinolophus",2,3,2,1,1,1,0,1,"Rhinolophidae","Chiroptera",180047,10.62,0,"Yes",20.153,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103.39695367037,20.2123579920492,"Laurasiatheria",0,0.301029995663981,1.02612451674545,1,0,3
"6287","Rhinolophus silvestris","silvestris","Rhinolophus",1,19,1,19,1,0.053,1,0,"Rhinolophidae","Chiroptera",3614102,10.4,2,"Yes",-3.90376,"Data Deficient","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,15,-3.00045740230187,"Laurasiatheria",0,0.301029995663981,1.01703333929878,NA,1,3
"6288","Rhinolophus simulator","simulator","Rhinolophus",6,52,6,23,4,0.174,2,2,"Rhinolophidae","Chiroptera",37373,8.1,1,"Yes",-15.319252,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,28.5925721912759,-24.611430290682,"Laurasiatheria",0.602059991327962,0.698970004336019,0.90848501887865,1,0,3
"6289","Rhinolophus sinicus","sinicus","Rhinolophus",65,2316,49,17,19,1.118,27,9,"Rhinolophidae","Chiroptera",1047995,10.62,0,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.27875360095283,1.30102999566398,1.02612451674545,1,0,3
"6290","Rhinolophus smithersi","smithersi","Rhinolophus",1,2,1,4,1,0.25,0,1,"Rhinolophidae","Chiroptera",6146490,NA,NA,"Yes",-18.284721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,29.0000000000001,-25.0040698859441,"Laurasiatheria",0,0.301029995663981,NA,NA,0,3
"6291","Rhinolophus stheno","stheno","Rhinolophus",4,99,1,17,4,0.235,4,0,"Rhinolophidae","Chiroptera",327527,7.9,1,"Yes",10.0320925,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,101.331158212935,5.00687923771455,"Laurasiatheria",0.602059991327962,0.698970004336019,0.897627091290441,1,1,3
"6292","Rhinolophus subbadius","subbadius","Rhinolophus",5,75,5,59,3,0.051,3,1,"Rhinolophidae","Chiroptera",3614100,10.49,2,"Yes",21.66666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,91.0000000000027,25.0040698859447,"Laurasiatheria",0.477121254719662,0.602059991327962,1.02077548819356,1,0,3
"6293","Rhinolophus subrufus","subrufus","Rhinolophus",1,2,1,8,1,0.125,0,0,"Rhinolophidae","Chiroptera",747754,10.4,2,"Yes",14.03275,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,121.395400724328,15.4428611898054,"Laurasiatheria",0,0.301029995663981,1.01703333929878,NA,0,3
"6294","Rhinolophus swinnyi","swinnyi","Rhinolophus",5,34,5,31,4,0.129,1,1,"Rhinolophidae","Chiroptera",155028,7.13,1,"Yes",-15.319252,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,33.8018788502026,-13.415799077419,"Laurasiatheria",0.602059991327962,0.698970004336019,0.853089529851865,1,0,3
"6295","Rhinolophus tatar","tatar","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146491,NA,NA,"Yes",-2.63,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,121,-2.00121958443328,"Laurasiatheria",-Inf,0,NA,1,0,3
"6296","Rhinolophus thailandensis","thailandensis","Rhinolophus",1,10,1,6,1,0.167,1,0,"Rhinolophidae","Chiroptera",6146492,NA,NA,"Yes",18.583334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,99,19,"Laurasiatheria",0,0.301029995663981,NA,NA,0,3
"6297","Rhinolophus thomasi","thomasi","Rhinolophus",6,101,4,17,5,0.294,4,1,"Rhinolophidae","Chiroptera",657548,8.3,1,"Yes",21.846,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103.666491241127,21.0167723597698,"Laurasiatheria",0.698970004336019,0.778151250383644,0.919078092376074,1,0,3
"6298","Rhinolophus trifoliatus","trifoliatus","Rhinolophus",5,65,1,17,4,0.235,4,1,"Rhinolophidae","Chiroptera",863506,14.53,1,"Yes",3.279165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,101.664309993899,3.2341601133102,"Laurasiatheria",0.602059991327962,0.698970004336019,1.16226561429802,NA,0,3
"6299","Rhinolophus truncatus","truncatus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7656398,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6300","Rhinolophus virgo","virgo","Rhinolophus",2,60,2,7,2,0.286,2,0,"Rhinolophidae","Chiroptera",624281,6,1,"Yes",12.03,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,121.841837216142,13.3113076088184,"Laurasiatheria",0.301029995663981,0.477121254719662,0.778151250383644,1,0,3
"6301","Rhinolophus willardi","willardi","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146493,NA,NA,"Yes",-5.1025,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,29,-5,"Laurasiatheria",-Inf,0,NA,3,1,3
"6302","Rhinolophus xinanzhongguoensis","xinanzhongguoensis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",1097174,NA,NA,"Yes",28.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,98.9999999999974,25.0040698859434,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6303","Rhinolophus yunanensis","yunanensis","Rhinolophus",5,102,3,17,5,0.294,4,0,"Rhinolophidae","Chiroptera",3614113,19.7,1,"Yes",12.1071965,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,92.9999999999999,12.0074234947157,"Laurasiatheria",0.698970004336019,0.778151250383644,1.29446622616159,1,0,3
"6304","Rhinolophus yunnanensis","yunnanensis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",880237,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6305","Rhinolophus ziama","ziama","Rhinolophus",1,6,1,11,1,0.091,0,0,"Rhinolophidae","Chiroptera",3614104,10.62,0,"Yes",8.273952,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-10,9.0013823430766,"Laurasiatheria",0,0.301029995663981,1.02612451674545,3,0,3
"6306","Rhinonicteris aurantia","aurantia","Rhinonicteris",11,92,7,19,6,0.316,3,1,"Hipposideridae","Chiroptera",798260,8.77,1,"Yes",-14.483333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,130.038300846182,-14.89700555317,"Laurasiatheria",0.778151250383644,0.845098040014257,0.94299959336604,1,0,3
"6307","Rhinophylla alethina","alethina","Rhinophylla",1,6,1,11,1,0.091,0,0,"Phyllostomidae","Chiroptera",941570,13.57,2,"Yes",5.667778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-77,4.00244214969978,"Laurasiatheria",0,0.301029995663981,1.13257984765974,NA,0,3
"6308","Rhinophylla fischerae","fischerae","Rhinophylla",1,6,1,11,1,0.091,0,0,"Phyllostomidae","Chiroptera",546395,9.6,1,"Yes",-0.67224,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-74.4991983994971,-0.375329686181994,"Laurasiatheria",0,0.301029995663981,0.982271233039568,1,0,3
