"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"3245","Neotomodon alstoni","Cricetidae",40,1
"3246","Neotomys ebriosus","Cricetidae",64.5,1
"3247","Neotragus batesi","Bovidae",2999.99,1
"3248","Neotragus moschatus","Bovidae",6499.95,1
"3249","Neotragus pygmaeus","Bovidae",4000,1
"3250","Neovison macrodon","Mustelidae",1150,0
"3251","Neovison vison","Mustelidae",1150,1
"3252","Nesiotites hidalgo","Soricidae",9.05,0
"3253","Nesiotites similis","Soricidae",9.05,0
"3254","Nesokia bunnii","Muridae",154.48,2
"3255","Nesokia indica","Muridae",178.08,1
"3256","Nesolagus netscheri","Leporidae",1500,1
"3257","Nesolagus timminsi","Leporidae",1500,0
"3258","Nesomys audeberti","Nesomyidae",212.5,1
"3259","Nesomys lambertoni","Nesomyidae",155,1
"3260","Nesomys rufus","Nesomyidae",162.5,1
"3261","Nesoromys ceramicus","Muridae",67.38,2
"3262","Nesoryzomys darwini","Cricetidae",55.26,0
"3263","Nesoryzomys fernandinae","Cricetidae",32.5,1
"3264","Nesoryzomys indefessus","Cricetidae",55.26,0
"3265","Nesoryzomys swarthi","Cricetidae",93.95,1
"3266","Neurotrichus gibbsii","Talpidae",8.9,1
"3267","Neusticomys monticolus","Cricetidae",39.5,1
"3268","Neusticomys mussoi","Cricetidae",40,1
"3269","Neusticomys oyapocki","Cricetidae",4.7,1
"3270","Neusticomys peruviensis","Cricetidae",40,1
"3271","Neusticomys venezuelae","Cricetidae",47.1,1
"3272","Nilopegamys plumbeus","Muridae",84,1
"3273","Ningaui ridei","Dasyuridae",8.5,1
"3274","Ningaui timealeyi","Dasyuridae",5.7,1
"3275","Ningaui yvonnae","Dasyuridae",7,1
"3276","Niviventer andersoni","Muridae",147,1
"3277","Niviventer brahma","Muridae",97.3,1
"3278","Niviventer cameroni","Muridae",83.06,0
"3279","Niviventer confucianus","Muridae",65,1
"3280","Niviventer coninga","Muridae",80.65,1
"3281","Niviventer cremoriventer","Muridae",69.71,1
"3282","Niviventer culturatus","Muridae",81.17,1
"3283","Niviventer eha","Muridae",53.6,1
"3284","Niviventer excelsior","Muridae",102,1
"3285","Niviventer fraternus","Muridae",83.06,0
"3286","Niviventer fulvescens","Muridae",82.55,1
"3287","Niviventer hinpoon","Muridae",61,1
"3288","Niviventer langbianis","Muridae",69.8,1
"3289","Niviventer lepturus","Muridae",84.8,1
"3290","Niviventer niviventer","Muridae",100,1
"3291","Niviventer rapit","Muridae",86.75,1
"3292","Niviventer tenaster","Muridae",103,1
"3293","Noctilio albiventris","Noctilionidae",30.85,1
"3294","Noctilio leporinus","Noctilionidae",58.32,1
"3295","Nomascus concolor","Hylobatidae",6410.47,1
"3296","Nomascus gabriellae","Hylobatidae",6850.16,0
"3297","Nomascus hainanus","Hylobatidae",6850.16,0
"3298","Nomascus leucogenys","Hylobatidae",7320,1
"3299","Nomascus siki","Hylobatidae",6850.16,0
"3300","Noronhomys vespuccii","Cricetidae",47.71,0
"3301","Notiomys edwardsii","Cricetidae",21.3,1
"3302","Notiosorex cockrumi","Soricidae",4.82,0
"3303","Notiosorex crawfordi","Soricidae",4.39,1
"3304","Notiosorex evotis","Soricidae",5.28,1
"3305","Notiosorex villai","Soricidae",4.82,0
"3306","Notomys alexis","Muridae",35,1
"3307","Notomys amplus","Muridae",90,1
"3308","Notomys aquilo","Muridae",39,1
"3309","Notomys cervinus","Muridae",35,1
"3310","Notomys fuscus","Muridae",35,1
"3311","Notomys longicaudatus","Muridae",100,1
"3312","Notomys macrotis","Muridae",90,1
"3313","Notomys mitchellii","Muridae",52,1
"3314","Notomys mordax","Muridae",90,1
"3315","Notopteris macdonaldi","Pteropodidae",65.14,1
"3316","Notopteris neocaledonica","Pteropodidae",65.14,0
"3317","Notoryctes caurinus","Notoryctidae",34,1
"3318","Notoryctes typhlops","Notoryctidae",55,1
"3319","Nyctalus aviator","Vespertilionidae",21.85,2
"3320","Nyctalus azoreum","Vespertilionidae",21.85,2
"3321","Nyctalus furvus","Vespertilionidae",26.44,0
"3322","Nyctalus lasiopterus","Vespertilionidae",49.73,1
"3323","Nyctalus leisleri","Vespertilionidae",13.28,1
"3324","Nyctalus montanus","Vespertilionidae",21.85,2
"3325","Nyctalus noctula","Vespertilionidae",28,1
"3326","Nyctalus plancyi","Vespertilionidae",26.44,0
"3327","Nyctereutes procyonoides","Canidae",4040,1
"3328","Nycteris arge","Nycteridae",11.95,1
"3329","Nycteris aurita","Nycteridae",11.86,0
"3330","Nycteris gambiensis","Nycteridae",6.95,1
"3331","Nycteris grandis","Nycteridae",30.16,1
"3332","Nycteris hispida","Nycteridae",8.63,1
"3333","Nycteris intermedia","Nycteridae",10.65,1
"3334","Nycteris javanica","Nycteridae",17.7,1
"3335","Nycteris macrotis","Nycteridae",14.46,1
"3336","Nycteris madagascariensis","Nycteridae",17.69,1
"3337","Nycteris major","Nycteridae",11.21,2
"3338","Nycteris nana","Nycteridae",6.95,1
"3339","Nycteris parisii","Nycteridae",11.86,0
"3340","Nycteris thebaica","Nycteridae",9.81,1
"3341","Nycteris tragata","Nycteridae",14.4,1
"3342","Nycteris vinsoni","Nycteridae",11.86,0
"3343","Nycteris woodi","Nycteridae",7.55,1
"3344","Nycticebus bengalensis","Lorisidae",1137.36,1
"3345","Nycticebus coucang","Lorisidae",803.5,1
"3346","Nycticebus pygmaeus","Lorisidae",900,1
"3347","Nycticeinops schlieffeni","Vespertilionidae",5.05,1
"3348","Nycticeius aenobarbus","Vespertilionidae",8.99,0
"3349","Nycticeius cubanus","Vespertilionidae",8.99,0
"3350","Nycticeius humeralis","Vespertilionidae",8.99,1
"3351","Nyctiellus lepidus","Natalidae",4.48,2
"3352","Nyctimene aello","Pteropodidae",84.26,1
"3353","Nyctimene albiventer","Pteropodidae",29.88,1
"3354","Nyctimene cephalotes","Pteropodidae",44.47,1
"3355","Nyctimene certans","Pteropodidae",42.1,1
"3356","Nyctimene cyclotis","Pteropodidae",48,1
"3357","Nyctimene draconilla","Pteropodidae",29,1
"3358","Nyctimene keasti","Pteropodidae",51.64,0
"3359","Nyctimene major","Pteropodidae",104.15,1
"3360","Nyctimene malaitensis","Pteropodidae",75.39,1
"3361","Nyctimene masalai","Pteropodidae",52.3,1
"3362","Nyctimene minutus","Pteropodidae",45.56,2
"3363","Nyctimene rabori","Pteropodidae",67.5,1
"3364","Nyctimene robinsoni","Pteropodidae",49.48,1
"3365","Nyctimene sanctacrucis","Pteropodidae",51.64,0
"3366","Nyctimene vizcaccia","Pteropodidae",40,1
"3367","Nyctinomops aurispinosus","Molossidae",17.95,1
"3368","Nyctinomops femorosaccus","Molossidae",14.63,1
"3369","Nyctinomops laticaudatus","Molossidae",12.22,1
"3370","Nyctinomops macrotis","Molossidae",18.4,1
"3371","Nyctomys sumichrasti","Cricetidae",49.44,1
"3372","Nyctophilus arnhemensis","Vespertilionidae",6.65,1
"3373","Nyctophilus bifax","Vespertilionidae",9.89,1
"3374","Nyctophilus geoffroyi","Vespertilionidae",7.28,1
"3375","Nyctophilus gouldi","Vespertilionidae",10,1
"3376","Nyctophilus heran","Vespertilionidae",7.63,2
"3377","Nyctophilus howensis","Vespertilionidae",7.78,0
"3378","Nyctophilus microdon","Vespertilionidae",7.63,2
"3379","Nyctophilus microtis","Vespertilionidae",7.1,1
"3380","Nyctophilus nebulosus","Vespertilionidae",7.78,0
"3381","Nyctophilus timoriensis","Vespertilionidae",11.73,1
"3382","Nyctophilus walkeri","Vespertilionidae",4.34,1
"3383","Ochotona alpina","Ochotonidae",150,1
"3384","Ochotona argentata","Ochotonidae",142.15,0
"3385","Ochotona cansus","Ochotonidae",68.75,1
"3386","Ochotona collaris","Ochotonidae",129,1
"3387","Ochotona curzoniae","Ochotonidae",131.48,1
"3388","Ochotona dauurica","Ochotonidae",109,1
"3389","Ochotona erythrotis","Ochotonidae",181,1
"3390","Ochotona forresti","Ochotonidae",111.65,2
"3391","Ochotona gaoligongensis","Ochotonidae",111.61,2
"3392","Ochotona gloveri","Ochotonidae",181.97,2
"3393","Ochotona himalayana","Ochotonidae",189.31,2
"3394","Ochotona hoffmanni","Ochotonidae",142.15,0
"3395","Ochotona huangensis","Ochotonidae",105.33,1
"3396","Ochotona hyperborea","Ochotonidae",120,1
"3397","Ochotona iliensis","Ochotonidae",209.75,2
"3398","Ochotona koslowi","Ochotonidae",182.03,2
"3399","Ochotona ladacensis","Ochotonidae",182.19,2
"3400","Ochotona macrotis","Ochotonidae",260,1
"3401","Ochotona muliensis","Ochotonidae",182,2
"3402","Ochotona nigritia","Ochotonidae",142.15,0
"3403","Ochotona nubrica","Ochotonidae",116.21,2
"3404","Ochotona pallasi","Ochotonidae",149.62,2
"3405","Ochotona princeps","Ochotonidae",157.63,1
"3406","Ochotona pusilla","Ochotonidae",142.5,1
"3407","Ochotona roylei","Ochotonidae",260,1
"3408","Ochotona rufescens","Ochotonidae",250,1
"3409","Ochotona rutila","Ochotonidae",182.02,2
"3410","Ochotona thibetana","Ochotonidae",83.1,1
"3411","Ochotona thomasi","Ochotonidae",111.63,2
"3412","Ochotona turuchanensis","Ochotonidae",142.15,0
"3413","Ochrotomys nuttalli","Cricetidae",22.37,1
"3414","Octodon bridgesi","Octodontidae",150,1
"3415","Octodon degus","Octodontidae",210,1
"3416","Octodon lunatus","Octodontidae",233,1
"3417","Octodon pacificus","Octodontidae",194.34,0
"3418","Octodontomys gliroides","Octodontidae",150,1
"3419","Octomys mimax","Octodontidae",131,1
"3420","Odobenus rosmarus","Odobenidae",825000,1
"3421","Odocoileus hemionus","Cervidae",54212.57,1
"3422","Odocoileus virginianus","Cervidae",55508.56,1
"3423","Oecomys auyantepui","Cricetidae",67.41,0
"3424","Oecomys bicolor","Cricetidae",34,1
"3425","Oecomys catherinae","Cricetidae",67.41,0
"3426","Oecomys cleberi","Cricetidae",73.4,1
"3427","Oecomys concolor","Cricetidae",61.55,1
"3428","Oecomys flavicans","Cricetidae",73.4,1
"3429","Oecomys mamorae","Cricetidae",62.5,1
"3430","Oecomys paricola","Cricetidae",73.4,1
"3431","Oecomys phaeotis","Cricetidae",73.4,1
"3432","Oecomys rex","Cricetidae",73.4,1
"3433","Oecomys roberti","Cricetidae",73.4,1
"3434","Oecomys rutilus","Cricetidae",73.4,1
"3435","Oecomys speciosus","Cricetidae",73.4,1
"3436","Oecomys superans","Cricetidae",73.4,1
"3437","Oecomys trinitatis","Cricetidae",73.4,1
"3438","Oenomys hypoxanthus","Muridae",90,1
"3439","Oenomys ornatus","Muridae",85.5,1
"3440","Okapia johnstoni","Giraffidae",230001.15,1
"3441","Olallamys albicauda","Echimyidae",273.5,1
"3442","Olallamys edax","Echimyidae",206.4,1
"3443","Oligoryzomys andinus","Cricetidae",25.2,1
"3444","Oligoryzomys arenalis","Cricetidae",25.2,1
"3445","Oligoryzomys brendae","Cricetidae",23.96,0
"3446","Oligoryzomys chacoensis","Cricetidae",23,1
"3447","Oligoryzomys delticola","Cricetidae",29.4,1
"3448","Oligoryzomys destructor","Cricetidae",25.2,1
"3449","Oligoryzomys eliurus","Cricetidae",30,1
"3450","Oligoryzomys flavescens","Cricetidae",21.3,1
"3451","Oligoryzomys fornesi","Cricetidae",23.96,0
"3452","Oligoryzomys fulvescens","Cricetidae",25,1
"3453","Oligoryzomys griseolus","Cricetidae",25.2,1
"3454","Oligoryzomys longicaudatus","Cricetidae",27,1
"3455","Oligoryzomys magellanicus","Cricetidae",25.2,1
"3456","Oligoryzomys microtis","Cricetidae",22.5,1
"3457","Oligoryzomys nigripes","Cricetidae",20.5,1
"3458","Oligoryzomys stramineus","Cricetidae",23.96,0
"3459","Oligoryzomys vegetus","Cricetidae",15,1
"3460","Oligoryzomys victus","Cricetidae",23.96,0
"3461","Ommatophoca rossii","Phocidae",250000,1
"3462","Ondatra zibethicus","Cricetidae",1065.75,1
"3463","Onychogalea fraenata","Macropodidae",5500,1
"3464","Onychogalea lunata","Macropodidae",3500,1
"3465","Onychogalea unguifera","Macropodidae",6650,1
"3466","Onychomys arenicola","Cricetidae",30,1
"3467","Onychomys leucogaster","Cricetidae",27.92,1
"3468","Onychomys torridus","Cricetidae",24.97,1
"3469","Orcaella brevirostris","Delphinidae",190000,1
"3470","Orcinus orca","Delphinidae",4300000,1
"3471","Oreamnos americanus","Bovidae",72500.33,1
"3472","Oreonax flavicauda","Atelidae",8229.12,1
"3473","Oreotragus oreotragus","Bovidae",12999.9,1
"3474","Ornithorhynchus anatinus","Ornithorhynchidae",1484.25,1
"3475","Orthogeomys cavator","Geomyidae",650,1
"3476","Orthogeomys cherriei","Geomyidae",225,1
"3477","Orthogeomys cuniculus","Geomyidae",500,1
"3478","Orthogeomys dariensis","Geomyidae",438,1
"3479","Orthogeomys grandis","Geomyidae",500,1
"3480","Orthogeomys heterodus","Geomyidae",615,1
"3481","Orthogeomys hispidus","Geomyidae",500,1
"3482","Orthogeomys lanius","Geomyidae",500,1
"3483","Orthogeomys matagalpae","Geomyidae",293,1
"3484","Orthogeomys thaeleri","Geomyidae",440.75,1
"3485","Orthogeomys underwoodi","Geomyidae",250,1
"3486","Orycteropus afer","Orycteropodidae",52350.4,1
"3487","Oryctolagus cuniculus","Leporidae",1832.22,1
"3488","Oryx beisa","Bovidae",200576.52,1
"3489","Oryx dammah","Bovidae",2e+05,1
"3490","Oryx gazella","Bovidae",169001.28,1
"3491","Oryx leucoryx","Bovidae",87700,1
"3492","Oryzomys albigularis","Cricetidae",60.5,1
"3493","Oryzomys alfaroi","Cricetidae",33.3,1
"3494","Oryzomys angouya","Cricetidae",120.17,1
"3495","Oryzomys auriventer","Cricetidae",60.5,1
"3496","Oryzomys balneator","Cricetidae",60.5,1
"3497","Oryzomys bolivaris","Cricetidae",60.5,1
"3498","Oryzomys caracolus","Cricetidae",57.93,0
"3499","Oryzomys chapmani","Cricetidae",50,1
"3500","Oryzomys couesi","Cricetidae",69.3,1
"3501","Oryzomys curasoae","Cricetidae",57.93,0
"3502","Oryzomys devius","Cricetidae",57.93,0
"3503","Oryzomys dimidiatus","Cricetidae",46,1
"3504","Oryzomys emmonsae","Cricetidae",57.93,0
"3505","Oryzomys galapagoensis","Cricetidae",63.51,1
"3506","Oryzomys gorgasi","Cricetidae",60.5,1
"3507","Oryzomys hammondi","Cricetidae",60.5,1
"3508","Oryzomys keaysi","Cricetidae",58.3,1
"3509","Oryzomys lamia","Cricetidae",60.5,1
"3510","Oryzomys laticeps","Cricetidae",49.11,1
"3511","Oryzomys legatus","Cricetidae",61.5,1
"3512","Oryzomys levipes","Cricetidae",60.5,1
"3513","Oryzomys macconnelli","Cricetidae",58,1
"3514","Oryzomys maracajuensis","Cricetidae",57.93,0
"3515","Oryzomys marinhus","Cricetidae",57.93,0
"3516","Oryzomys megacephalus","Cricetidae",57,1
"3517","Oryzomys melanotis","Cricetidae",50,1
"3518","Oryzomys meridensis","Cricetidae",57.93,0
"3519","Oryzomys nelsoni","Cricetidae",57.93,0
"3520","Oryzomys nitidus","Cricetidae",55.2,1
"3521","Oryzomys palustris","Cricetidae",53.88,1
"3522","Oryzomys perenensis","Cricetidae",57.93,0
"3523","Oryzomys polius","Cricetidae",60.5,1
"3524","Oryzomys rhabdops","Cricetidae",54.88,2
"3525","Oryzomys rostratus","Cricetidae",43.5,1
"3526","Oryzomys russatus","Cricetidae",60.5,1
"3527","Oryzomys saturatior","Cricetidae",54.82,2
"3528","Oryzomys scotti","Cricetidae",57.93,0
"3529","Oryzomys seuanezi","Cricetidae",57.93,0
"3530","Oryzomys subflavus","Cricetidae",50,1
"3531","Oryzomys talamancae","Cricetidae",55,1
"3532","Oryzomys tatei","Cricetidae",57.93,0
"3533","Oryzomys xanthaeolus","Cricetidae",79.79,1
"3534","Oryzomys yunganus","Cricetidae",60.5,1
"3535","Oryzorictes hova","Tenrecidae",36.5,1
"3536","Oryzorictes tetradactylus","Tenrecidae",36,1
"3537","Osgoodomys banderanus","Cricetidae",50,1
"3538","Otaria flavescens","Otariidae",193670.53,1
"3539","Otocyon megalotis","Canidae",4150.02,1
"3540","Otolemur crassicaudatus","Galagidae",1500,1
"3541","Otolemur garnettii","Galagidae",760,1
"3542","Otolemur monteiri","Galagidae",1577.16,1
"3543","Otomops formosus","Molossidae",21.4,2
"3544","Otomops johnstonei","Molossidae",24.19,0
"3545","Otomops madagascariensis","Molossidae",25,1
"3546","Otomops martiensseni","Molossidae",34.3,1
"3547","Otomops papuensis","Molossidae",16.5,1
"3548","Otomops secundus","Molossidae",21.4,2
"3549","Otomops wroughtoni","Molossidae",21.4,2
"3550","Otomys anchietae","Muridae",115.9,2
"3551","Otomys angoniensis","Muridae",121.9,1
"3552","Otomys barbouri","Muridae",127.2,0
"3553","Otomys burtoni","Muridae",127.2,0
"3554","Otomys cuanzensis","Muridae",127.2,0
"3555","Otomys dartmouthi","Muridae",127.2,0
"3556","Otomys denti","Muridae",120,1
"3557","Otomys dollmani","Muridae",127.2,0
"3558","Otomys irroratus","Muridae",118.02,1
"3559","Otomys jacksoni","Muridae",127.2,0
"3560","Otomys lacustris","Muridae",127.2,0
"3561","Otomys laminatus","Muridae",145,1
"3562","Otomys maximus","Muridae",192,1
"3563","Otomys occidentalis","Muridae",115.77,2
"3564","Otomys orestes","Muridae",127.2,0
"3565","Otomys saundersiae","Muridae",103,1
"3566","Otomys tropicalis","Muridae",108.83,1
"3567","Otomys typus","Muridae",115.44,2
"3568","Otomys uzungwensis","Muridae",127.2,0
"3569","Otonycteris hemprichii","Vespertilionidae",21.98,1
"3570","Otonyctomys hatti","Cricetidae",36.2,1
"3571","Otopteropus cartilagonodus","Pteropodidae",16.75,1
"3572","Ototylomys phyllotis","Cricetidae",120,1
"3573","Ourebia ourebi","Bovidae",17250.04,1
"3574","Ovibos moschatus","Bovidae",340501.06,1
"3575","Ovis ammon","Bovidae",180000,1
"3576","Ovis aries","Bovidae",50000,1
"3577","Ovis canadensis","Bovidae",74644.88,1
"3578","Ovis dalli","Bovidae",55650.62,1
"3579","Ovis nivicola","Bovidae",90000,1
"3580","Oxymycterus akodontius","Cricetidae",68,1
"3581","Oxymycterus amazonicus","Cricetidae",60.57,0
"3582","Oxymycterus angularis","Cricetidae",68,1
"3583","Oxymycterus caparoae","Cricetidae",60.57,0
"3584","Oxymycterus dasytrichus","Cricetidae",60.57,0
"3585","Oxymycterus delator","Cricetidae",81.5,1
"3586","Oxymycterus hiska","Cricetidae",68,1
"3587","Oxymycterus hispidus","Cricetidae",36.75,1
"3588","Oxymycterus hucucha","Cricetidae",68,1
"3589","Oxymycterus inca","Cricetidae",35,1
"3590","Oxymycterus josei","Cricetidae",60.57,0
"3591","Oxymycterus nasutus","Cricetidae",68,1
"3592","Oxymycterus paramensis","Cricetidae",42,1
"3593","Oxymycterus quaestor","Cricetidae",60.57,0
"3594","Oxymycterus roberti","Cricetidae",83.4,1
"3595","Oxymycterus rufus","Cricetidae",75.4,1
"3596","Ozotoceros bezoarticus","Cervidae",40000,1
"3597","Pachyuromys duprasi","Muridae",47.5,1
"3598","Pagophilus groenlandicus","Phocidae",132250,1
"3599","Paguma larvata","Viverridae",4300,1
"3600","Palawanomys furvus","Muridae",73.91,2
"3601","Pan paniscus","Hominidae",34000.08,1
"3602","Panthera leo","Felidae",161499.06,1
"3603","Panthera onca","Felidae",1e+05,1
"3604","Panthera pardus","Felidae",52038.22,1
"3605","Panthera tigris","Felidae",162564,1
"3606","Pantholops hodgsonii","Bovidae",27500,1
"3607","Pan troglodytes","Hominidae",42500,1
"3608","Papagomys armandvillei","Muridae",73.8,2
"3609","Papagomys theodorverhoeveni","Muridae",71.33,0
"3610","Papio anubis","Cercopithecidae",17728.56,1
"3611","Papio cynocephalus","Cercopithecidae",15822.15,1
"3612","Papio hamadryas","Cercopithecidae",21250.05,1
"3613","Papio papio","Cercopithecidae",18026.05,1
"3614","Papio ursinus","Cercopithecidae",17729.44,1
"3615","Pappogeomys alcorni","Geomyidae",150,1
"3616","Pappogeomys bulleri","Geomyidae",150,1
"3617","Paracoelops megalotis","Hipposideridae",5.67,1
"3618","Paracrocidura graueri","Soricidae",11.68,2
"3619","Paracrocidura maxima","Soricidae",11.68,2
"3620","Paracrocidura schoutedeni","Soricidae",13,1
"3621","Paracynictis selousi","Herpestidae",1639.99,1
"3622","Paradipus ctenodactylus","Dipodidae",109.01,1
"3623","Paradoxurus hermaphroditus","Viverridae",3156.66,1
"3624","Paradoxurus jerdoni","Viverridae",2780.75,1
"3625","Paradoxurus zeylonensis","Viverridae",2780.75,1
"3626","Paraechinus aethiopicus","Erinaceidae",352.4,1
"3627","Paraechinus hypomelas","Erinaceidae",213,1
"3628","Paraechinus micropus","Erinaceidae",171,1
"3629","Paraechinus nudiventris","Erinaceidae",234.14,0
"3630","Parahydromys asper","Muridae",540,1
"3631","Paraleptomys rufilatus","Muridae",55,1
"3632","Paraleptomys wilhelmina","Muridae",33,1
"3633","Paralomys gerbillus","Cricetidae",17.4,1
"3634","Paramelomys gressitti","Muridae",84.49,0
"3635","Paramelomys levipes","Muridae",82.81,1
"3636","Paramelomys lorentzii","Muridae",150,1
"3637","Paramelomys mollis","Muridae",90.05,1
"3638","Paramelomys moncktoni","Muridae",80.56,1
"3639","Paramelomys naso","Muridae",84.49,0
"3640","Paramelomys platyops","Muridae",85.6,1
"3641","Paramelomys rubex","Muridae",47.16,1
"3642","Paramelomys steini","Muridae",84.49,0
"3643","Paramurexia rothschildi","Dasyuridae",53.77,1
"3644","Parantechinus apicalis","Dasyuridae",68.75,1
"3645","Paranyctimene raptor","Pteropodidae",24.31,1
