species,median_lat,order
Procyon cancrivorus,-15.487035,Carnivora
Procyon pygmaeus,20.48861,Carnivora
Proechimys brevicauda,-4.45563,Rodentia
Proechimys canicollis,10.916665,Rodentia
Proechimys centralis,8.673872,Rodentia
Proechimys chrysaeolus,7.099458500000001,Rodentia
Proechimys cuvieri,4.33,Rodentia
Proechimys decumanus,-3.683333,Rodentia
Proechimys echinothrix,-3.316667,Rodentia
Proechimys gardneri,-6.583333,Rodentia
Proechimys guairae,7.32,Rodentia
Proechimys guyannensis,4.70858,Rodentia
Proechimys hoplomyoides,5.28,Rodentia
Proechimys kulinae,-6.75,Rodentia
Proechimys longicaudatus,-13.066667,Rodentia
Proechimys magdalenae,6.99,Rodentia
Proechimys mincae,11.15,Rodentia
Proechimys oconnelli,3.283333,Rodentia
Proechimys pattoni,-8.666667,Rodentia
Proechimys poliopus,9.93865,Rodentia
Proechimys quadruplicatus,-3.766667,Rodentia
Proechimys roberti,-4.68,Rodentia
Proechimys simonsi,-6.583333,Rodentia
Proechimys steerei,-6.75,Rodentia
Proechimys trinitatis,10.45,Rodentia
Proechimys trinitatus,10.62,Rodentia
Proechimys urichi,10.433333,Rodentia
Profelis aurata,1.05,Carnivora
Prohylobates tandyi,30.381111,Primates
Prolagus sardus,40.380833,Lagomorpha
Prolemur simus,-18.691583,Primates
Prometheomys schaposchnikowi,43.172816,Rodentia
Promops centralis,11.818423,Chiroptera
Promops nasutus,-25.78745,Chiroptera
Pronolagus crassicaudatus,-33.18,Lagomorpha
Pronolagus randensis,-24.513759,Lagomorpha
Pronolagus rupestris,-28.513098499999998,Lagomorpha
Pronolagus saundersiae,-33.946798,Lagomorpha
Propithecus candidus,-14.433333,Primates
Propithecus coquereli,-16.266667,Primates
Propithecus edwardsi,-21.300181,Primates
Propithecus tattersalli,-13.279844,Primates
Propliopithecus ankeli,29.450001,Primates
Propliopithecus haeckeli,29.450001,Primates
Prosciurillus murinus,0.7638,Rodentia
Prosciurillus rosenbergii,2.75,Rodentia
Prosciurillus weberi,-3,Rodentia
Proteles cristata,-19.332,Carnivora
Protepicyon raki,34.799999,Carnivora
Protochromys fellowsi,-5.87889168887072,Rodentia
Protoxerus aubinnii,6.455,Rodentia
Protoxerus stangeri,0.8333,Rodentia
Protungulatum donnae,47.799999,Scandentia
Psalidocyon marianae,42.292801,Carnivora
Psammomys obesus,31.033332,Rodentia
Psammomys vexillaris,33.92401,Rodentia
Pseudantechinus bilarni,-12.772126,Dasyuromorphia
Pseudantechinus macdonnellensis,-23.63059,Dasyuromorphia
Pseudantechinus mimulus,-15.832263,Dasyuromorphia
Pseudantechinus ningbing,-15.401667,Dasyuromorphia
Pseudantechinus woolleyae,-22.933333,Dasyuromorphia
Pseudocheirus corinnae,-3.98882,Diprotodontia
Pseudocheirus dahli,-13.5,Diprotodontia
Pseudocheirus peregrinus,-33.806016,Diprotodontia
Pseudochirops albertisii,-3.30869199091728,Diprotodontia
Pseudochirops archeri,-17.339653,Diprotodontia
Pseudochirops corinnae,-3.9167,Diprotodontia
Pseudochirops cupreus,-6.031030355065809,Diprotodontia
Pseudochirulus canescens,-1.106669,Diprotodontia
Pseudochirulus caroli,-3.5,Diprotodontia
Pseudochirulus cinereus,-16.458213,Diprotodontia
Pseudochirulus forbesi,-5.841,Diprotodontia
Pseudochirulus herbertensis,-17.427837,Diprotodontia
Pseudochirulus larvatus,-6.610833,Diprotodontia
Pseudochirulus mayeri,-5.5654,Diprotodontia
Pseudocynodictis pavidus,43.200001,Carnivora
Pseudohydromys berniceae,-10.2826,Rodentia
Pseudohydromys ellermani,-6.650036580889173,Rodentia
Pseudohydromys fuscus,-5.945741087099968,Rodentia
Pseudohydromys murinus,-7.431280408891414,Rodentia
Pseudohydromys occidentalis,-4.999587126325543,Rodentia
Pseudohydromys pumehanae,-6.573665396836847,Rodentia
Pseudois schaeferi,33.95,Artiodactyla
Pseudomys albocinereus,-30.140278,Rodentia
Pseudomys apodemoides,-35.8117,Rodentia
Pseudomys australis,-29.74647,Rodentia
Pseudomys bolami,-31.86316,Rodentia
Pseudomys calabyi,-13.42314,Rodentia
Pseudomys chapmani,-22.7,Rodentia
Pseudomys delicatulus,-15.381495,Rodentia
Pseudomys desertor,-23.698577,Rodentia
Pseudomys fieldi,-24.9,Rodentia
Pseudomys fumeus,-37.13,Rodentia
Pseudomys gouldii,-30.5,Rodentia
Pseudomys gracilicaudatus,-22.4478,Rodentia
Pseudomys hermannsburgensis,-25.350588,Rodentia
Pseudomys higginsi,-41.65,Rodentia
Pseudomys johnsoni,-18.75,Rodentia
Pseudomys nanus,-15.47609,Rodentia
Pseudomys novaehollandiae,-33.195553,Rodentia
Pseudomys occidentalis,-33,Rodentia
Pseudomys oralis,-30.154925,Rodentia
Pseudomys patrius,-22.2394135,Rodentia
Pseudomys shortridgei,-37.616,Rodentia
Pseudorca crassidens,6.3743925,Cetacea
Pseudoryx nghetinhensis,17.342537,Artiodactyla
Pseudoryzomys simplex,-22.608649999999997,Rodentia
Ptenochirus jagori,11.5017,Chiroptera
Ptenochirus minor,10.77,Chiroptera
Pteralopex anceps,-5.672592196693941,Chiroptera
Pteralopex atrata,-9.500051500000001,Chiroptera
Pteralopex flanneryi,-6.322506549819077,Chiroptera
Pteralopex taki,-8.45754,Chiroptera
Pteromys alboniger,23.761118,Rodentia
Pteromys momonga,36.5,Rodentia
Pteromys volans,60.861182,Rodentia
Pteromyscus pulverulentus,2.37,Rodentia
Pteronotus gymnonotus,10.3817,Chiroptera
Pteronotus macleayii,18.20687,Chiroptera
Pteronotus pristinus,21.8,Chiroptera
Pteronotus quadridens,18.4333,Chiroptera
Pteronura brasiliensis,-14.537879,Carnivora
Pteropus aldabrensis,-9.3592405,Chiroptera
Pteropus alecto,-28.6588775,Chiroptera
Pteropus brunneus,-27.387145,Chiroptera
Pteropus caniceps,0.88,Chiroptera
Pteropus chrysoproctus,-2.980287,Chiroptera
Pteropus cognatus,-10.5735615,Chiroptera
Pteropus conspicillatus,-16.25,Chiroptera
Pteropus faunulus,7,Chiroptera
Pteropus fundatus,-13.8389,Chiroptera
Pteropus giganteus,12.42436,Chiroptera
Pteropus gilliardorum,-4.4172,Chiroptera
Pteropus griseus,-4.89382,Chiroptera
Pteropus hypomelanus,9.1666,Chiroptera
Pteropus insularis,7.374085,Chiroptera
Pteropus keyensis,-5.651444,Chiroptera
Pteropus livingstonii,-12.27,Chiroptera
Pteropus lombocensis,-8.738603,Chiroptera
Pteropus loochoensis,26.59155,Chiroptera
Pteropus lylei,11.582786,Chiroptera
Pteropus macrotis,-5.3694,Chiroptera
Pteropus mahaganus,-8.024402,Chiroptera
Pteropus mariannus,9.528306,Chiroptera
Pteropus melanopogon,-3.122728,Chiroptera
Pteropus molossinus,6.872509,Chiroptera
Pteropus neohibernicus,-4.3667,Chiroptera
Pteropus niger,-20.29532,Chiroptera
Pteropus nitendiensis,-10.7199,Chiroptera
Pteropus ornatus,-22.133329,Chiroptera
Pteropus personatus,0.88,Chiroptera
Pteropus pohlei,-1.24437,Chiroptera
Pteropus poliocephalus,-33.6,Chiroptera
Pteropus pselaphon,27.1227345,Chiroptera
Pteropus pumilus,9.3833,Chiroptera
Pteropus rennelli,-11.624204,Chiroptera
Pteropus rodricensis,-19.665819,Chiroptera
Pteropus rufus,-18.8,Chiroptera
Pteropus scapulatus,-28.798411,Chiroptera
Pteropus speciosus,5.133333,Chiroptera
Pteropus subniger,-20.30084,Chiroptera
Pteropus temminckii,-4.3333,Chiroptera
Pteropus tonganus,-15.4416665,Chiroptera
Pteropus vampyrus,7.451193,Chiroptera
Pteropus vetulus,-22.25,Chiroptera
Pteropus voeltzkowi,-5.166667,Chiroptera
Pteropus woodfordi,-9.585651,Chiroptera
Ptilocercus lowii,3.18,Scandentia
Pudu mephistophiles,2.483333,Artiodactyla
Pudu puda,-41.067155,Artiodactyla
Puma yagouaroundi,4.94075,Carnivora
Puma yaguarondi,6.092778,Carnivora
Punomys kofordi,-14.25466,Rodentia
Punomys lemminus,-16.683333,Rodentia
Pusa caspica,42.786364,Carnivora
Pusa sibirica,51.856226,Carnivora
Pygathrix nigripes,11.564848000000001,Primates
Pygeretmus platyurus,48,Rodentia
Pygeretmus pumilio,45.35546,Rodentia
Pygeretmus shitkovi,46.37,Rodentia
Pygoderma bilabiatum,-24.45,Chiroptera
Raphicerus campestris,-23.987563,Artiodactyla
Raphicerus melanotis,-34.03487,Artiodactyla
Raphicerus sharpei,-22.703833500000002,Artiodactyla
Rattus adustus,32.7938815,Rodentia
Rattus andamanensis,21.9883,Rodentia
Rattus annandalei,3.17,Rodentia
Rattus argentiventer,-6.13,Rodentia
Rattus arrogans,-4.2,Rodentia
Rattus baluensis,6.0801,Rodentia
Rattus bontanus,-5.291385,Rodentia
Rattus burrus,7.237777,Rodentia
Rattus colletti,-12.5749,Rodentia
Rattus coucha,-9.116667,Rodentia
Rattus elaphinus,-1.828244,Rodentia
Rattus everetti,14.025961,Rodentia
Rattus exulans,-1.266667,Rodentia
Rattus giluwensis,-5.5654,Rodentia
Rattus hoffmanni,-1.30934,Rodentia
Rattus hoogerwerfi,3.995403,Rodentia
Rattus losea,23.254269999999998,Rodentia
Rattus macleari,-10.48271,Rodentia
Rattus mindorensis,13.2833,Rodentia
Rattus mollicomulus,-5.304112,Rodentia
Rattus mordax,-8.5,Rodentia
Rattus nativitatis,-10.48271,Rodentia
Rattus niobe,-5.8216122132740535,Rodentia
Rattus nitidus,27.23333,Rodentia
Rattus novaeguineae,-7.277650783283556,Rodentia
Rattus omichlodes,-4.066667,Rodentia
Rattus osgoodi,12.08333,Rodentia
Rattus palmarum,7,Rodentia
Rattus praetor,-4.533,Rodentia
Rattus pyctoris,34.583328,Rodentia
Rattus satarae,15.1906,Rodentia
Rattus sordidus,-17.14503,Rodentia
Rattus steini,-7.341957201655916,Rodentia
Rattus stoicus,10.766667,Rodentia
Rattus tiomanicus,-6.118123,Rodentia
Rattus verecundus,-5.8216122132740535,Rodentia
Rattus villosissimus,-25.737816,Rodentia
Rattus xanthurus,0.7638,Rodentia
Ratufa affinis,4.820401,Rodentia
Ratufa macroura,7.3,Rodentia
Redunca arundinum,-17.125,Artiodactyla
Redunca fulvorufula,-24.543238,Artiodactyla
Redunca redunca,10.9968665,Artiodactyla
Reithrodon auritus,-41.06,Rodentia
Reithrodon typicus,-33.883335,Rodentia
Reithrodontomys bakeri,17.615944,Rodentia
Reithrodontomys brevirostris,13.015929,Rodentia
Reithrodontomys burti,28.63175602059384,Rodentia
Reithrodontomys chrysopsis,19.266667,Rodentia
Reithrodontomys creper,9.673246448103,Rodentia
Reithrodontomys darienensis,8.8583,Rodentia
Reithrodontomys fulvescens,26.678055,Rodentia
Reithrodontomys gracilis,18.790575,Rodentia
Reithrodontomys hirsutus,20.551667,Rodentia
Reithrodontomys humulis,34.5697741667789,Rodentia
Reithrodontomys megalotis,35.68160577209314,Rodentia
Reithrodontomys mexicanus,16.133889,Rodentia
Reithrodontomys microdon,16.813889,Rodentia
Reithrodontomys montanus,35.919865,Rodentia
Reithrodontomys musseri,9.567,Rodentia
Reithrodontomys paradoxus,11.182418161095015,Rodentia
Reithrodontomys raviventris,38.02099453831717,Rodentia
Reithrodontomys rodriguezi,9.98333,Rodentia
Reithrodontomys spectabilis,20.37,Rodentia
Reithrodontomys tenuirostris,15.106111,Rodentia
Reithrodontomys zacatecae,23.820833,Rodentia
Rhabdomys pumilio,-26.05,Rodentia
Rhagomys longilingua,-13.100533,Rodentia
Rhagomys rufescens,-21.967778,Rodentia
Rheithrosciurus macrotis,3.75,Rodentia
Rheomys mexicanus,16.391667,Rodentia
Rheomys raptor,9.52884,Rodentia
Rheomys thomasi,13.8,Rodentia
Rheomys underwoodi,8.9139,Rodentia
Rhinoceros unicornis,27.403612,Perissodactyla
Rhinolophus acuminatus,7.0074305,Chiroptera
Rhinolophus adami,-3.90376,Chiroptera
Rhinolophus affinis,12.179,Chiroptera
Rhinolophus alcyone,1.787139,Chiroptera
Rhinolophus arcuatus,13.32854,Chiroptera
Rhinolophus beddomei,12.4419845,Chiroptera
Rhinolophus blasii,15.383333,Chiroptera
Rhinolophus bocharicus,40.14,Chiroptera
Rhinolophus borneensis,2.653333,Chiroptera
Rhinolophus capensis,-31.8593025,Chiroptera
Rhinolophus celebensis,-2.0595415,Chiroptera
Rhinolophus chiewkweeae,2.65,Chiroptera
Rhinolophus clivosus,1.016667,Chiroptera
Rhinolophus coelophyllus,14.63,Chiroptera
Rhinolophus cognatus,11.116667,Chiroptera
Rhinolophus cohenae,-25.1737995,Chiroptera
Rhinolophus convexus,4.466667,Chiroptera
Rhinolophus cornutus,35.11111,Chiroptera
Rhinolophus creaghi,5.533,Chiroptera
Rhinolophus deckenii,-3.334861,Chiroptera
Rhinolophus denti,-20.0333,Chiroptera
Rhinolophus eloquens,0.25,Chiroptera
Rhinolophus euryale,42.58262,Chiroptera
Rhinolophus euryotis,-2.63,Chiroptera
Rhinolophus formosae,24.310986,Chiroptera
Rhinolophus francisi,2.191667,Chiroptera
Rhinolophus fumigatus,1.333333,Chiroptera
Rhinolophus guineensis,7.871499999999999,Chiroptera
Rhinolophus hillorum,7.4510000000000005,Chiroptera
Rhinolophus hipposideros,50.08242,Chiroptera
Rhinolophus horaceki,32.701668,Chiroptera
Rhinolophus inops,12.82673,Chiroptera
Rhinolophus kahuzi,-2.2525,Chiroptera
Rhinolophus landeri,-0.45143,Chiroptera
Rhinolophus luctus,11.6286555,Chiroptera
Rhinolophus mabuensis,-16.283888,Chiroptera
Rhinolophus maclaudi,-1,Chiroptera
Rhinolophus maendeleo,-6.9139455000000005,Chiroptera
Rhinolophus malayanus,17.567,Chiroptera
Rhinolophus marshalli,20.447,Chiroptera
Rhinolophus mcintyrei,-5.1,Chiroptera
Rhinolophus megaphyllus,-32.002077,Chiroptera
Rhinolophus mehelyi,36.3,Chiroptera
Rhinolophus microglobosus,19.55765,Chiroptera
Rhinolophus monoceros,24.4129795,Chiroptera
Rhinolophus mossambicus,-21.671,Chiroptera
Rhinolophus osgoodi,27.049999,Chiroptera
Rhinolophus paradoxolophus,22.333,Chiroptera
Rhinolophus pearsonii,22.4,Chiroptera
Rhinolophus philippinensis,9.18703,Chiroptera
Rhinolophus pusillus,21.846,Chiroptera
Rhinolophus rex,29.4333335,Chiroptera
Rhinolophus robinsoni,6.68898,Chiroptera
Rhinolophus rufus,13.791665,Chiroptera
Rhinolophus ruwenzorii,1.36832,Chiroptera
Rhinolophus sakejiensis,-11.283333,Chiroptera
Rhinolophus schnitzleri,25.033333,Chiroptera
Rhinolophus sedulus,3.25833,Chiroptera
Rhinolophus shameli,14.867,Chiroptera
Rhinolophus shortridgei,21.366667,Chiroptera
Rhinolophus siamensis,20.153,Chiroptera
Rhinolophus silvestris,-3.90376,Chiroptera
Rhinolophus simulator,-15.319252,Chiroptera
Rhinolophus smithersi,-18.284721,Chiroptera
Rhinolophus stheno,10.032092500000001,Chiroptera
Rhinolophus subbadius,21.66666,Chiroptera
Rhinolophus subrufus,14.03275,Chiroptera
Rhinolophus swinnyi,-15.319252,Chiroptera
Rhinolophus tatar,-2.63,Chiroptera
Rhinolophus thailandensis,18.583334,Chiroptera
Rhinolophus thomasi,21.846,Chiroptera
Rhinolophus trifoliatus,3.279165,Chiroptera
Rhinolophus virgo,12.03,Chiroptera
Rhinolophus willardi,-5.1025,Chiroptera
Rhinolophus xinanzhongguoensis,28.227,Chiroptera
Rhinolophus yunanensis,12.1071965,Chiroptera
Rhinolophus ziama,8.273952,Chiroptera
Rhinonicteris aurantia,-14.483333,Chiroptera
Rhinophylla alethina,5.667778,Chiroptera
Rhinophylla fischerae,-0.67224,Chiroptera
Rhinophylla pumilio,4.38,Chiroptera
Rhinopithecus avunculus,22.15,Primates
Rhinopithecus bieti,27.734772,Primates
Rhinopithecus brelichi,27.95,Primates
Rhinopithecus roxellana,30.4249995,Primates
Rhinopoma macinnesi,3.5,Chiroptera
Rhinopoma muscatellum,30.8105495,Chiroptera
Rhinosciurus laticaudatus,3.17,Rodentia
Rhipidomys austrinus,-21.437056,Rodentia
Rhipidomys caucensis,5.1352805,Rodentia
Rhipidomys couesi,-16.083333,Rodentia
Rhipidomys fulviventer,6.416667,Rodentia
Rhipidomys gardneri,-12.6,Rodentia
Rhipidomys ipukensis,-11.842778,Rodentia
Rhipidomys latimanus,5.89503,Rodentia
Rhipidomys leucodactylus,-9.633333,Rodentia
Rhipidomys macconnelli,5.27,Rodentia
Rhipidomys macrurus,-12.801667,Rodentia
Rhipidomys mastacalis,-14.833333,Rodentia
Rhipidomys modicus,-8.55,Rodentia
Rhipidomys nitela,3.75,Rodentia
Rhipidomys venezuelae,8.658332999999999,Rodentia
Rhipidomys venustus,1.95,Rodentia
Rhipidomys wetzeli,5.27,Rodentia
Rhizomys sinensis,29.083334,Rodentia
Rhizomys sumatrensis,15.33333,Rodentia
Rhogeessa aeneus,20.016444,Chiroptera
Rhogeessa alleni,18.513889,Chiroptera
Rhogeessa bickhami,13.66667,Chiroptera
Rhogeessa genowaysi,15.382778,Chiroptera
Rhogeessa gracilis,18.379444,Chiroptera
Rhogeessa io,5.639782500000001,Chiroptera
Rhogeessa menchuae,15.735504,Chiroptera
Rhogeessa minutilla,9.88,Chiroptera
Rhogeessa mira,18.6333335,Chiroptera
Rhogeessa parvula,20.5526385,Chiroptera
Rhogeessa tumida,17.48333,Chiroptera
Rhynchocyon chrysopygus,-3.2637,Macroscelidea
Rhynchocyon claudi,3.4167,Macroscelidea
Rhynchocyon hendersoni,-10.6,Macroscelidea
Rhynchocyon stuhlmanni,1.05,Macroscelidea
Rhynchocyon swynnertoni,-7,Macroscelidea
Rhynchocyon udzungwensis,-7.63855,Macroscelidea
Rhynchogale melleri,-14.085993,Carnivora
Rhyncholestes raphanurus,-41.066666,Paucituberculata
Rhynchomys banahao,14.07706,Rodentia
Rhynchomys isarogensis,13.67,Rodentia
Rhynchomys soricoides,17.022131,Rodentia
Rhynchomys tapulao,15.48189,Rodentia
Rhynchonycteris naso,7.666667,Chiroptera
Rodhocetus balochistanensis,30.088888,Cetacea
Romerolagus diazi,19.131248,Lagomorpha
Rousettus amplexicaudatus,9.28333,Chiroptera
Rousettus celebensis,-1.183333,Chiroptera
Rousettus lanosus,-0.27,Chiroptera
Rousettus leachii,-4.25,Chiroptera
Rousettus leschenaultii,17.1,Chiroptera
Rousettus madagascariensis,-16.4407,Chiroptera
Rousettus obliviosus,-11.4317405,Chiroptera
Rousettus spinalatus,4.04427,Chiroptera
Rubrisciurus rubriventer,-1.183333,Rodentia
Rucervus schomburgki,12.92292,Artiodactyla
Rungwecebus kipunji,-7.7973,Primates
Rusa alfredi,9.5417,Artiodactyla
Rusa marianna,6.9834,Artiodactyla
Ruwenzorisorex suncoides,-2.85,Soricomorpha
Saccolaimus flaviventris,-30.534914,Chiroptera
Saccolaimus mixtus,-12.732666,Chiroptera
Saccolaimus peli,3.7,Chiroptera
Saccolaimus saccolaimus,-1,Chiroptera
Saccopteryx antioquensis,5.667778,Chiroptera
Saccopteryx bilineata,10.4166685,Chiroptera
Saccopteryx canescens,6.05,Chiroptera
Saccopteryx gymnura,4.529,Chiroptera
Saccopteryx leptura,5.2667,Chiroptera
Saccostomus mearnsi,0.335689,Rodentia
Saguinus geoffroyi,8.96598,Primates
Saguinus inustus,1.273365,Primates
Saguinus leucopus,5.654684,Primates
Saguinus niger,-5.2696035,Primates
Saguinus oedipus,9.5,Primates
Saguinus ursulus,-3.677047,Primates
Saharagalago misrensis,29.6,Primates
Sahelanthropus tchadensis,16.241667,Primates
Saiga borealis,47.597963,Artiodactyla
Saimiri cassiquiarensis,-3.734757,Primates
Saimiri ustus,-3.392985,Primates
Saimiri vanzolinii,-3.0891925000000002,Primates
Sairadelphys tocantinensis,-12.713056,Didelphimorphia
Salanoia concolor,-18.91545,Carnivora
Salinomys delicatus,-32.7595835,Rodentia
Salpingotulus michaelis,29.549999,Rodentia
Salpingotus crassicauda,45.555444,Rodentia
Salpingotus kozlovi,37.03,Rodentia
Sapajus cay,-17.354654,Primates
Sapajus flavius,-6.834653,Primates
Sapajus libidinosus,-15.912796,Primates
Sapajus xanthosternos,-15.85,Primates
Sarcophilus harrisii,-42.08624,Dasyuromorphia
Sauromys petrophilus,-19.19,Chiroptera
Saxatilomys paulinae,17.8,Rodentia
Scalopus aquaticus,33.881975,Soricomorpha
Scapanulus oweni,34.586527000000004,Soricomorpha
Scapanus latimanus,37.76941081530178,Soricomorpha
Scapanus orarius,46.65393978611909,Soricomorpha
Scapanus schultzi,43.8,Soricomorpha
Scapanus townsendii,45.6607,Soricomorpha
Scapteromys aquaticus,-33.65,Rodentia
Scapteromys tumidus,-34.75,Rodentia
Scaptochirus moschatus,37.869444,Soricomorpha
Scaptonyx fusicaudatus,28.116667,Soricomorpha
Scaptonyx fusicaudus,30.122999999999998,Soricomorpha
Schoinobates volans,-27.338445,Diprotodontia
Sciurotamias davidianus,34.505167,Rodentia
Sciurus aestuans,-20.08333,Rodentia
Sciurus alleni,25.368611,Rodentia
Sciurus annulatus,19.243711514032885,Rodentia
Sciurus anomalus,39.2178,Rodentia
Sciurus arizonensis,31.704791,Rodentia
Sciurus aureogaster,19.033333,Rodentia
Sciurus colliaei,21.560407122129057,Rodentia
Sciurus deppei,17.28263,Rodentia
Sciurus flammifer,4.42,Rodentia
Sciurus gilvigularis,-0.14333350000000006,Rodentia
Sciurus griseus,37.51436162813915,Rodentia
Sciurus igniventris,-0.983,Rodentia
Sciurus lis,37.558378,Rodentia
Sciurus nayaritensis,24.095947660918192,Rodentia
Sciurus oculatus,21.07068362034532,Rodentia
Sciurus pucheranii,5.075513,Rodentia
Sciurus pyrrhinus,-10.066667,Rodentia
Sciurus richmondi,12.171592457992638,Rodentia
Sciurus sanborni,-12.425,Rodentia
Sciurus spadiceus,-9.957237,Rodentia
Sciurus vareigatoides,13.65,Rodentia
Sciurus variabilis,9.2267,Rodentia
Sciurus yucatanensis,20.58242,Rodentia
Scleronycteris ega,3.17,Chiroptera
Scolomys melanops,-0.66,Rodentia
Scolomys ucayalensis,-6.75,Rodentia
Scoteanax rueppellii,-32.83024,Chiroptera
Scotinomys teguina,10.322626180033213,Rodentia
Scotinomys xerampelinus,9.473578094752547,Rodentia
Scotoecus albigula,0.1648,Chiroptera
Scotoecus albofuscus,-1.1,Chiroptera
Scotoecus hindei,0.219817,Chiroptera
Scotoecus hirundo,1.016667,Chiroptera
Scotoecus pallidus,30.0597445,Chiroptera
Scotomanes ornatus,22.333,Chiroptera
Scotonycteris bergmansi,-3.15663,Chiroptera
Scotophilus andrewreborii,2.32036,Chiroptera
Scotophilus borbonicus,-16.55,Chiroptera
Scotophilus dinganii,-3.21667,Chiroptera
Scotophilus heathii,22.08829,Chiroptera
Scotophilus kuhlii,11.05,Chiroptera
Scotophilus leucogaster,-12.75,Chiroptera
Scotophilus livingstonii,3.03292,Chiroptera
Scotophilus marovaza,-14.95,Chiroptera
Scotophilus nigrita,7.7,Chiroptera
Scotophilus nucella,5.9266665,Chiroptera
Scotophilus nux,1.05,Chiroptera
Scotophilus robustus,-18.83825,Chiroptera
Scotophilus temminckii,-6.2006,Chiroptera
Scotophilus trujilloi,-3.305915,Chiroptera
Scotophilus wroughtoni,22.139963,Chiroptera
Scotorepens balstoni,-31.1006585,Chiroptera
Scotorepens greyii,-28.830748,Chiroptera
Scotorepens orion,-33.200742,Chiroptera
Scotorepens sanborni,-17.090278,Chiroptera
Scotozous dormeri,24.21722,Chiroptera
Scutisorex congicus,0.6051,Soricomorpha
Scutisorex somereni,-0.26414,Soricomorpha
Scutisorex thori,0.24128,Soricomorpha
Sekeetamys calurus,28.733334,Rodentia
Semnopithecus ajax,32.235612,Primates
Semnopithecus hector,28.489589,Primates
Semnopithecus hypoleucos,21.137817,Primates
Semnopithecus monspessulanus,43.318611,Primates
Semnopithecus natunae,4,Primates
Semnopithecus priam,7.805219,Primates
Semnopithecus schistaceus,28.461844,Primates
Semnopithecus subanus,6.3833,Primates
Setifer setosus,-19.14,Afrosoricida
Setonix brachyurus,-32,Diprotodontia
Sicista betulina,53.7709,Rodentia
Sicista caucasica,44.07,Rodentia
Sicista kluchorica,43.48,Rodentia
Sicista strandi,48.7,Rodentia
Sicista tianshanica,43,Rodentia
Sigmodon alleni,19.545602750171714,Rodentia
Sigmodon alstoni,5.6209,Rodentia
Sigmodon hirsutus,7.683333,Rodentia
Sigmodon leucotis,23.571354090025665,Rodentia
Sigmodon mascotensis,19.334167,Rodentia
Sigmodon ochrognathus,31.376809,Rodentia
Sigmodon peruanus,-3.516667,Rodentia
Sigmodon planifrons,16.232721788832688,Rodentia
Sigmodon toltecus,17.672386617604584,Rodentia
Sigmodon zanjonensis,14.5821,Rodentia
Sigmodontomys alfari,7.833335,Rodentia
Simias concolor,-1.719132,Primates
Simopithecus oswaldi,4.3,Primates
Sminthopsis archeri,-13.58,Dasyuromorphia
Sminthopsis bindi,-13.51858,Dasyuromorphia
Sminthopsis butleri,-11.528909,Dasyuromorphia
Sminthopsis crassicaudata,-30.41387,Dasyuromorphia
Sminthopsis dolichura,-31.244444,Dasyuromorphia
Sminthopsis douglasi,-20.90625,Dasyuromorphia
Sminthopsis fuliginosus,-34.066667,Dasyuromorphia
Sminthopsis gilberti,-32.691669,Dasyuromorphia
Sminthopsis granulipes,-32.690556,Dasyuromorphia
Sminthopsis griseoventer,-33.9158,Dasyuromorphia
Sminthopsis hirtipes,-27.308901499999997,Dasyuromorphia
Sminthopsis longicaudata,-23.60792,Dasyuromorphia
Sminthopsis macroura,-27.26085,Dasyuromorphia
Sminthopsis ooldea,-26.8003,Dasyuromorphia
Sminthopsis psammophila,-33.15853,Dasyuromorphia
Sminthopsis youngsoni,-22.383802,Dasyuromorphia
Solenodon cubanus,21.1502475,Soricomorpha
Solenodon marcanoi,18.33,Soricomorpha
Solisorex pearsoni,7.1,Soricomorpha
Solomys ponceleti,-6,Rodentia
Solomys sapientis,-6.833333,Rodentia
Sommeromys macrorhinos,-2.8181,Rodentia
Sommeromys macrorhinus,-2.133333,Rodentia
Sooretamys angouya,-25.665692,Rodentia
Sorex alaskanus,58.45,Soricomorpha
Sorex alpinus,47.16,Soricomorpha
Sorex antinorii,46.09682,Soricomorpha
Sorex araneus,52.7631,Soricomorpha
Sorex arcticus,48.52180999906408,Soricomorpha
Sorex arizonae,31.531145315944315,Soricomorpha
Sorex asper,43.2442,Soricomorpha
Sorex bairdi,45.43,Soricomorpha
Sorex bedfordiae,30.25,Soricomorpha
Sorex caecutiens,59.366667,Soricomorpha
Sorex camtschatica,59.716667,Soricomorpha
Sorex coronatus,44.46886,Soricomorpha
Sorex cylindricauda,30.25,Soricomorpha
Sorex daphaenodon,62.333333,Soricomorpha
Sorex emarginatus,22.065437194982024,Soricomorpha
Sorex excelsus,27.384099,Soricomorpha
Sorex fumeus,42.74549999905957,Soricomorpha
Sorex gaspensis,46.816667,Soricomorpha
Sorex gracillimus,47.233333,Soricomorpha
Sorex granarius,41.150002,Soricomorpha
Sorex haydeni,49.20158,Soricomorpha
Sorex hosonoi,35.95694,Soricomorpha
Sorex ibarrai,15.081667,Soricomorpha
Sorex isodon,59.716667,Soricomorpha
Sorex ixtlanensis,17.52,Soricomorpha
Sorex jacksoni,63.68959999925122,Soricomorpha
Sorex leucogaster,50.19,Soricomorpha
Sorex longirostris,35.396064,Soricomorpha
Sorex lyelli,37.91245,Soricomorpha
Sorex macrodon,18.849444,Soricomorpha
Sorex madrensis,14.9190465,Soricomorpha
Sorex maritimensis,45.08322692229853,Soricomorpha
Sorex mccarthyi,14.55,Soricomorpha
