"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"1497","Myodes regulus","Cricetidae",29.84,2
"1498","Myopus schisticolor","Cricetidae",25,1
"1499","Neodon sikimensis","Cricetidae",40.51,2
"1500","Neodon forresti","Cricetidae",47.71,0
"1501","Neodon irene","Cricetidae",41.87,2
"1502","Neodon juldaschi","Cricetidae",47.71,0
"1503","Neofiber alleni","Cricetidae",266,1
"1504","Ondatra zibethicus","Cricetidae",1065.75,1
"1505","Phaiomys leucurus","Cricetidae",41.87,2
"1506","Phenacomys ungava","Cricetidae",32.5,1
"1507","Phenacomys intermedius","Cricetidae",25.2,1
"1508","Proedromys bedfordi","Cricetidae",55.86,2
"1509","Prometheomys schaposchnikowi","Cricetidae",75,1
"1510","Synaptomys cooperi","Cricetidae",31.92,1
"1511","Synaptomys borealis","Cricetidae",21.3,1
"1512","Volemys musseri","Cricetidae",42.5,1
"1513","Volemys millicens","Cricetidae",49.02,2
"1514","Lophiomys imhausi","Cricetidae",755.01,1
"1515","Baiomys musculus","Cricetidae",9,1
"1516","Baiomys taylori","Cricetidae",8,1
"1517","Habromys simulatus","Cricetidae",40,1
"1518","Habromys chinanteco","Cricetidae",40,1
"1519","Habromys lepturus","Cricetidae",85,1
"1520","Habromys lophurus","Cricetidae",40,1
"1521","Habromys ixtlani","Cricetidae",48.29,0
"1522","Habromys delicatulus","Cricetidae",48.29,0
"1523","Reithrodontomys zacatecae","Cricetidae",14.49,2
"1524","Reithrodontomys megalotis","Cricetidae",9.37,1
"1525","Reithrodontomys hirsutus","Cricetidae",20,1
"1526","Reithrodontomys fulvescens","Cricetidae",11.4,1
"1527","Reithrodontomys chrysopsis","Cricetidae",19,1
"1528","Reithrodontomys burti","Cricetidae",20,1
"1529","Reithrodontomys humulis","Cricetidae",8.31,1
"1530","Reithrodontomys montanus","Cricetidae",10.9,1
"1531","Reithrodontomys sumichrasti","Cricetidae",19,1
"1532","Reithrodontomys raviventris","Cricetidae",11.05,1
"1533","Reithrodontomys creper","Cricetidae",22.8,1
"1534","Reithrodontomys rodriguezi","Cricetidae",19.29,2
"1535","Reithrodontomys tenuirostris","Cricetidae",20,1
"1536","Reithrodontomys paradoxus","Cricetidae",16.22,2
"1537","Reithrodontomys mexicanus","Cricetidae",16,1
"1538","Reithrodontomys brevirostris","Cricetidae",12.9,1
"1539","Reithrodontomys spectabilis","Cricetidae",20.2,1
"1540","Reithrodontomys gracilis","Cricetidae",12.27,1
"1541","Reithrodontomys microdon","Cricetidae",20,1
"1542","Reithrodontomys darienensis","Cricetidae",13,1
"1543","Hodomys alleni","Cricetidae",367.6,1
"1544","Isthmomys flavidus","Cricetidae",233.68,1
"1545","Isthmomys pirrensis","Cricetidae",138,1
"1546","Megadontomys cryophilus","Cricetidae",76.56,2
"1547","Megadontomys thomasi","Cricetidae",111,1
"1548","Megadontomys nelsoni","Cricetidae",76.55,2
"1549","Nelsonia goldmani","Cricetidae",88.08,2
"1550","Nelsonia neotomodon","Cricetidae",80,1
"1551","Neotoma stephensi","Cricetidae",152.5,1
"1552","Neotoma mexicana","Cricetidae",203,1
"1553","Neotoma fuscipes","Cricetidae",229.83,1
"1554","Neotoma albigula","Cricetidae",206.03,1
"1555","Neotoma angustapalata","Cricetidae",198,1
"1556","Neotoma anthonyi","Cricetidae",195.4,1
"1557","Neotoma bryanti","Cricetidae",182,1
"1558","Neotoma bunkeri","Cricetidae",375,1
"1559","Neotoma chrysomelas","Cricetidae",169.5,1
"1560","Neotoma nelsoni","Cricetidae",198,1
"1561","Neotoma floridana","Cricetidae",244.75,1
"1562","Neotoma goldmani","Cricetidae",198,1
"1563","Neotoma lepida","Cricetidae",163.75,1
"1564","Neotoma leucodon","Cricetidae",220.57,0
"1565","Neotoma macrotis","Cricetidae",225.74,1
"1566","Neotoma magister","Cricetidae",447,1
"1567","Neotoma martinensis","Cricetidae",246,1
"1568","Neotoma micropus","Cricetidae",237.5,1
"1569","Neotoma palatina","Cricetidae",198,1
"1570","Neotoma devia","Cricetidae",200,1
"1571","Neotoma cinerea","Cricetidae",299.15,1
"1572","Neotoma phenax","Cricetidae",227.5,1
"1573","Neotomodon alstoni","Cricetidae",40,1
"1574","Ochrotomys nuttalli","Cricetidae",22.37,1
"1575","Onychomys arenicola","Cricetidae",30,1
"1576","Onychomys leucogaster","Cricetidae",27.92,1
"1577","Onychomys torridus","Cricetidae",24.97,1
"1578","Osgoodomys banderanus","Cricetidae",50,1
"1579","Peromyscus stephani","Cricetidae",32.17,2
"1580","Peromyscus gossypinus","Cricetidae",29.39,1
"1581","Peromyscus gratus","Cricetidae",27.35,1
"1582","Peromyscus zarhynchus","Cricetidae",40,1
"1583","Peromyscus yucatanicus","Cricetidae",26.3,1
"1584","Peromyscus winkelmanni","Cricetidae",53.75,1
"1585","Peromyscus fraterculus","Cricetidae",33,0
"1586","Peromyscus stirtoni","Cricetidae",29.2,1
"1587","Peromyscus dickeyi","Cricetidae",28.6,1
"1588","Peromyscus spicilegus","Cricetidae",36,1
"1589","Peromyscus slevini","Cricetidae",32.87,2
"1590","Peromyscus truei","Cricetidae",27.35,1
"1591","Peromyscus eva","Cricetidae",22,1
"1592","Peromyscus simulus","Cricetidae",40,1
"1593","Peromyscus difficilis","Cricetidae",28,1
"1594","Peromyscus grandis","Cricetidae",71,1
"1595","Peromyscus crinitus","Cricetidae",17.98,1
"1596","Peromyscus caniceps","Cricetidae",33.16,2
"1597","Peromyscus californicus","Cricetidae",43.53,1
"1598","Peromyscus bullatus","Cricetidae",40,1
"1599","Peromyscus boylii","Cricetidae",21.35,1
"1600","Peromyscus beatae","Cricetidae",33,0
"1601","Peromyscus aztecus","Cricetidae",40,1
"1602","Peromyscus attwateri","Cricetidae",27.9,1
"1603","Peromyscus eremicus","Cricetidae",23.65,1
"1604","Peromyscus keeni","Cricetidae",28.25,1
"1605","Peromyscus mekisturus","Cricetidae",60,1
"1606","Peromyscus megalops","Cricetidae",66.2,1
"1607","Peromyscus mayensis","Cricetidae",32,1
"1608","Peromyscus maniculatus","Cricetidae",21.28,1
"1609","Peromyscus sejugis","Cricetidae",21.5,1
"1610","Peromyscus melanocarpus","Cricetidae",59,1
"1611","Peromyscus furvus","Cricetidae",33,1
"1612","Peromyscus madrensis","Cricetidae",32.2,2
"1613","Peromyscus interparietalis","Cricetidae",28,1
"1614","Peromyscus hylocetes","Cricetidae",33,0
"1615","Peromyscus hooperi","Cricetidae",36,1
"1616","Peromyscus gymnotis","Cricetidae",40,1
"1617","Peromyscus guatemalensis","Cricetidae",40,1
"1618","Peromyscus guardia","Cricetidae",32.13,2
"1619","Peromyscus levipes","Cricetidae",23,1
"1620","Peromyscus pseudocrinitus","Cricetidae",33.03,2
"1621","Peromyscus leucopus","Cricetidae",21.17,1
"1622","Peromyscus sagax","Cricetidae",33,0
"1623","Peromyscus melanophrys","Cricetidae",40,1
"1624","Peromyscus polius","Cricetidae",40,1
"1625","Peromyscus polionotus","Cricetidae",12.95,1
"1626","Peromyscus perfulvus","Cricetidae",40,1
"1627","Peromyscus pembertoni","Cricetidae",33,0
"1628","Peromyscus pectoralis","Cricetidae",39,1
"1629","Peromyscus ochraventer","Cricetidae",40,1
"1630","Peromyscus nasutus","Cricetidae",28,1
"1631","Peromyscus mexicanus","Cricetidae",32.6,1
"1632","Peromyscus merriami","Cricetidae",40,1
"1633","Peromyscus melanurus","Cricetidae",40,1
"1634","Peromyscus melanotis","Cricetidae",39.6,1
"1635","Podomys floridanus","Cricetidae",30.8,1
"1636","Scotinomys xerampelinus","Cricetidae",15,1
"1637","Scotinomys teguina","Cricetidae",11.25,1
"1638","Xenomys nelsoni","Cricetidae",130,1
"1639","Juscelinomys guaporensis","Cricetidae",97.3,0
"1640","Juscelinomys candango","Cricetidae",97.3,1
"1641","Juscelinomys huanchacae","Cricetidae",97.3,0
"1642","Kunsia tomentosus","Cricetidae",115.6,1
"1643","Kunsia fronto","Cricetidae",168,1
"1644","Lenoxus apicalis","Cricetidae",53.6,1
"1645","Loxodontomys micropus","Cricetidae",70.76,1
"1646","Loxodontomys pikumche","Cricetidae",70.76,0
"1647","Lundomys molitor","Cricetidae",238.49,1
"1648","Megalomys desmarestii","Cricetidae",47.71,0
"1649","Megalomys luciae","Cricetidae",47.71,0
"1650","Megaoryzomys curioi","Cricetidae",47.71,0
"1651","Melanomys zunigae","Cricetidae",53.5,1
"1652","Melanomys caliginosus","Cricetidae",41,1
"1653","Melanomys robustulus","Cricetidae",53.5,1
"1654","Microakodontomys transitorius","Cricetidae",47.71,0
"1655","Abrawayaomys ruschii","Cricetidae",63,1
"1656","Abrothrix andinus","Cricetidae",24.91,1
"1657","Abrothrix olivaceus","Cricetidae",24.52,1
"1658","Abrothrix markhami","Cricetidae",29.03,2
"1659","Abrothrix longipilis","Cricetidae",38.86,1
"1660","Abrothrix lanosus","Cricetidae",27.83,1
"1661","Abrothrix jelskii","Cricetidae",34.5,1
"1662","Abrothrix illuteus","Cricetidae",47.79,1
"1663","Abrothrix hershkovitzi","Cricetidae",32.42,2
"1664","Abrothrix sanborni","Cricetidae",24.7,1
"1665","Aepeomys lugens","Cricetidae",37,1
"1666","Aepeomys reigi","Cricetidae",37,0
"1667","Akodon aerosus","Cricetidae",60,1
"1668","Akodon bogotensis","Cricetidae",13,1
"1669","Akodon iniscatus","Cricetidae",28.7,1
"1670","Akodon orophilus","Cricetidae",39,1
"1671","Akodon molinae","Cricetidae",33,1
"1672","Akodon neocenus","Cricetidae",42.4,1
"1673","Akodon mystax","Cricetidae",18.5,1
"1674","Akodon montensis","Cricetidae",31.32,0
"1675","Akodon mollis","Cricetidae",30.4,1
"1676","Akodon lindberghi","Cricetidae",26.4,1
"1677","Akodon leucolimnaeus","Cricetidae",31.32,0
"1678","Akodon sanctipaulensis","Cricetidae",27.1,1
"1679","Akodon juninensis","Cricetidae",39,1
"1680","Akodon paranaensis","Cricetidae",31.32,0
"1681","Akodon fumeus","Cricetidae",22.7,1
"1682","Akodon dolores","Cricetidae",50.5,1
"1683","Akodon dayi","Cricetidae",32.5,1
"1684","Akodon cursor","Cricetidae",39.85,1
"1685","Akodon lutescens","Cricetidae",20.69,1
"1686","Akodon boliviensis","Cricetidae",27.5,1
"1687","Akodon azarae","Cricetidae",25,1
"1688","Akodon aliquantulus","Cricetidae",31.32,0
"1689","Akodon albiventer","Cricetidae",21.8,1
"1690","Akodon kofordi","Cricetidae",29.5,1
"1691","Akodon subfuscus","Cricetidae",30.4,1
"1692","Akodon torques","Cricetidae",39,1
"1693","Akodon oenos","Cricetidae",31.32,0
"1694","Akodon sylvanus","Cricetidae",39,1
"1695","Akodon pervalens","Cricetidae",31.32,0
"1696","Akodon toba","Cricetidae",51.2,1
"1697","Akodon surdus","Cricetidae",39,1
"1698","Akodon varius","Cricetidae",40,1
"1699","Akodon spegazzinii","Cricetidae",28.6,1
"1700","Akodon simulator","Cricetidae",42.5,1
"1701","Akodon reigi","Cricetidae",31.32,0
"1702","Akodon serrensis","Cricetidae",28.3,1
"1703","Akodon affinis","Cricetidae",24.9,1
"1704","Akodon budini","Cricetidae",26.9,1
"1705","Akodon siberiae","Cricetidae",34.6,1
"1706","Akodon latebricola","Cricetidae",39,1
"1707","Akodon mimus","Cricetidae",24,1
"1708","Amphinectomys savamis","Cricetidae",47.71,0
"1709","Andalgalomys pearsoni","Cricetidae",25.4,1
"1710","Andalgalomys roigi","Cricetidae",28.91,0
"1711","Andalgalomys olrogi","Cricetidae",32.9,1
"1712","Andinomys edax","Cricetidae",69.75,1
"1713","Anotomys leander","Cricetidae",66.4,1
"1714","Auliscomys boliviensis","Cricetidae",65.7,1
"1715","Auliscomys pictus","Cricetidae",54.7,1
"1716","Auliscomys sublimis","Cricetidae",38,1
"1717","Bibimys labiosus","Cricetidae",29,1
"1718","Bibimys torresi","Cricetidae",28,1
"1719","Bibimys chacoensis","Cricetidae",28,1
"1720","Blarinomys breviceps","Cricetidae",36.8,1
"1721","Brucepattersonius griserufescens","Cricetidae",23.7,1
"1722","Brucepattersonius soricinus","Cricetidae",30.87,0
"1723","Brucepattersonius paradisus","Cricetidae",30.87,0
"1724","Brucepattersonius misionensis","Cricetidae",43,1
"1725","Brucepattersonius iheringi","Cricetidae",43,1
"1726","Brucepattersonius guarani","Cricetidae",30.87,0
"1727","Brucepattersonius albinasus","Cricetidae",20,1
"1728","Brucepattersonius igniventris","Cricetidae",32,1
"1729","Calomys tener","Cricetidae",13.8,1
"1730","Calomys boliviae","Cricetidae",27,1
"1731","Calomys callidus","Cricetidae",27,1
"1732","Calomys callosus","Cricetidae",44.95,1
"1733","Calomys expulsus","Cricetidae",39.86,1
"1734","Calomys hummelincki","Cricetidae",27,1
"1735","Calomys laucha","Cricetidae",14,1
"1736","Calomys lepidus","Cricetidae",26.6,1
"1737","Calomys musculinus","Cricetidae",20.1,1
"1738","Calomys sorellus","Cricetidae",20,1
"1739","Calomys tocantinsi","Cricetidae",25.3,1
"1740","Calomys venustus","Cricetidae",49.33,1
"1741","Chelemys megalonyx","Cricetidae",50.8,1
"1742","Chelemys delfini","Cricetidae",61.02,0
"1743","Chelemys macronyx","Cricetidae",73.3,1
"1744","Chibchanomys trichotis","Cricetidae",50,1
"1745","Chibchanomys orcesi","Cricetidae",50,0
"1746","Chilomys instans","Cricetidae",19,1
"1747","Chinchillula sahamae","Cricetidae",169.75,1
"1748","Delomys collinus","Cricetidae",77.94,0
"1749","Delomys dorsalis","Cricetidae",67.5,1
"1750","Delomys sublineatus","Cricetidae",90,1
"1751","Deltamys kempi","Cricetidae",26.4,1
"1752","Eligmodontia typus","Cricetidae",17.3,1
"1753","Eligmodontia puerulus","Cricetidae",28.5,1
"1754","Eligmodontia moreni","Cricetidae",18,1
"1755","Eligmodontia morgani","Cricetidae",16.5,1
"1756","Euneomys chinchilloides","Cricetidae",87.63,1
"1757","Euneomys fossor","Cricetidae",83,1
"1758","Euneomys mordax","Cricetidae",82,1
"1759","Euneomys petersoni","Cricetidae",83,1
"1760","Galenomys garleppi","Cricetidae",59.3,1
"1761","Geoxus valdivianus","Cricetidae",31.5,1
"1762","Graomys centralis","Cricetidae",65.28,0
"1763","Graomys edithae","Cricetidae",40.4,1
"1764","Graomys griseoflavus","Cricetidae",67.5,1
"1765","Graomys domorum","Cricetidae",102,1
"1766","Handleyomys fuscatus","Cricetidae",49.5,1
"1767","Handleyomys intectus","Cricetidae",60.5,1
"1768","Holochilus brasiliensis","Cricetidae",155,1
"1769","Holochilus chacarius","Cricetidae",204,1
"1770","Holochilus sciureus","Cricetidae",170.96,1
"1771","Ichthyomys pittieri","Cricetidae",69.1,1
"1772","Ichthyomys stolzmanni","Cricetidae",84.7,1
"1773","Ichthyomys hydrobates","Cricetidae",66.4,1
"1774","Ichthyomys tweedii","Cricetidae",118.5,1
"1775","Irenomys tarsalis","Cricetidae",43.15,1
"1776","Juliomys pictipes","Cricetidae",22.9,1
"1777","Juliomys rimofrons","Cricetidae",19.8,1
"1778","Microryzomys altissimus","Cricetidae",13.5,1
"1779","Microryzomys minutus","Cricetidae",13.5,1
"1780","Neacomys paracou","Cricetidae",17.31,0
"1781","Neacomys musseri","Cricetidae",17.31,0
"1782","Neacomys dubosti","Cricetidae",17.31,0
"1783","Neacomys guianae","Cricetidae",14.2,1
"1784","Neacomys pictus","Cricetidae",17.5,1
"1785","Neacomys spinosus","Cricetidae",19,1
"1786","Neacomys tenuipes","Cricetidae",19,1
"1787","Neacomys minutus","Cricetidae",17.31,0
"1788","Necromys amoenus","Cricetidae",27.09,1
"1789","Necromys benefactus","Cricetidae",38,0
"1790","Necromys lactens","Cricetidae",32.9,1
"1791","Necromys lenguarum","Cricetidae",38,0
"1792","Necromys obscurus","Cricetidae",40.69,1
"1793","Necromys punctulatus","Cricetidae",37.3,1
"1794","Necromys temchuki","Cricetidae",47.2,1
"1795","Necromys lasiurus","Cricetidae",39.93,1
"1796","Necromys urichi","Cricetidae",44.84,1
"1797","Nectomys squamipes","Cricetidae",190.75,1
"1798","Nectomys apicalis","Cricetidae",217.85,0
"1799","Nectomys magdalenae","Cricetidae",217.85,0
"1800","Nectomys palmipes","Cricetidae",156.08,2
"1801","Nectomys rattus","Cricetidae",248.8,1
"1802","Neotomys ebriosus","Cricetidae",64.5,1
"1803","Nesoryzomys darwini","Cricetidae",55.26,0
"1804","Nesoryzomys fernandinae","Cricetidae",32.5,1
"1805","Nesoryzomys indefessus","Cricetidae",55.26,0
"1806","Nesoryzomys swarthi","Cricetidae",93.95,1
"1807","Neusticomys peruviensis","Cricetidae",40,1
"1808","Neusticomys mussoi","Cricetidae",40,1
"1809","Neusticomys oyapocki","Cricetidae",4.7,1
"1810","Neusticomys venezuelae","Cricetidae",47.1,1
"1811","Neusticomys monticolus","Cricetidae",39.5,1
"1812","Noronhomys vespuccii","Cricetidae",47.71,0
"1813","Notiomys edwardsii","Cricetidae",21.3,1
"1814","Oecomys catherinae","Cricetidae",67.41,0
"1815","Oecomys rutilus","Cricetidae",73.4,1
"1816","Oecomys rex","Cricetidae",73.4,1
"1817","Oecomys phaeotis","Cricetidae",73.4,1
"1818","Oecomys paricola","Cricetidae",73.4,1
"1819","Oecomys mamorae","Cricetidae",62.5,1
"1820","Oecomys flavicans","Cricetidae",73.4,1
"1821","Oecomys speciosus","Cricetidae",73.4,1
"1822","Oecomys cleberi","Cricetidae",73.4,1
"1823","Oecomys roberti","Cricetidae",73.4,1
"1824","Oecomys bicolor","Cricetidae",34,1
"1825","Oecomys auyantepui","Cricetidae",67.41,0
"1826","Oecomys concolor","Cricetidae",61.55,1
"1827","Oecomys trinitatis","Cricetidae",73.4,1
"1828","Oecomys superans","Cricetidae",73.4,1
"1829","Oligoryzomys vegetus","Cricetidae",15,1
"1830","Oligoryzomys flavescens","Cricetidae",21.3,1
"1831","Oligoryzomys fulvescens","Cricetidae",25,1
"1832","Oligoryzomys griseolus","Cricetidae",25.2,1
"1833","Oligoryzomys longicaudatus","Cricetidae",27,1
"1834","Oligoryzomys magellanicus","Cricetidae",25.2,1
"1835","Oligoryzomys microtis","Cricetidae",22.5,1
"1836","Oligoryzomys fornesi","Cricetidae",23.96,0
"1837","Oligoryzomys stramineus","Cricetidae",23.96,0
"1838","Oligoryzomys arenalis","Cricetidae",25.2,1
"1839","Oligoryzomys eliurus","Cricetidae",30,1
"1840","Oligoryzomys destructor","Cricetidae",25.2,1
"1841","Oligoryzomys delticola","Cricetidae",29.4,1
"1842","Oligoryzomys chacoensis","Cricetidae",23,1
"1843","Oligoryzomys brendae","Cricetidae",23.96,0
"1844","Oligoryzomys victus","Cricetidae",23.96,0
"1845","Oligoryzomys nigripes","Cricetidae",20.5,1
"1846","Oligoryzomys andinus","Cricetidae",25.2,1
"1847","Oryzomys subflavus","Cricetidae",50,1
"1848","Oryzomys talamancae","Cricetidae",55,1
"1849","Oryzomys tatei","Cricetidae",57.93,0
"1850","Oryzomys xanthaeolus","Cricetidae",79.79,1
"1851","Oryzomys perenensis","Cricetidae",57.93,0
"1852","Oryzomys seuanezi","Cricetidae",57.93,0
"1853","Oryzomys yunganus","Cricetidae",60.5,1
"1854","Oryzomys chapmani","Cricetidae",50,1
"1855","Oryzomys hammondi","Cricetidae",60.5,1
"1856","Oryzomys gorgasi","Cricetidae",60.5,1
"1857","Oryzomys galapagoensis","Cricetidae",63.51,1
"1858","Oryzomys emmonsae","Cricetidae",57.93,0
"1859","Oryzomys dimidiatus","Cricetidae",46,1
"1860","Oryzomys devius","Cricetidae",57.93,0
"1861","Oryzomys rhabdops","Cricetidae",54.88,2
"1862","Oryzomys couesi","Cricetidae",69.3,1
"1863","Oryzomys laticeps","Cricetidae",49.11,1
"1864","Oryzomys caracolus","Cricetidae",57.93,0
"1865","Oryzomys bolivaris","Cricetidae",60.5,1
"1866","Oryzomys balneator","Cricetidae",60.5,1
"1867","Oryzomys auriventer","Cricetidae",60.5,1
"1868","Oryzomys angouya","Cricetidae",120.17,1
"1869","Oryzomys alfaroi","Cricetidae",33.3,1
"1870","Oryzomys albigularis","Cricetidae",60.5,1
"1871","Oryzomys curasoae","Cricetidae",57.93,0
"1872","Oryzomys melanotis","Cricetidae",50,1
"1873","Oryzomys saturatior","Cricetidae",54.82,2
"1874","Oryzomys russatus","Cricetidae",60.5,1
"1875","Oryzomys rostratus","Cricetidae",43.5,1
"1876","Oryzomys polius","Cricetidae",60.5,1
"1877","Oryzomys palustris","Cricetidae",53.88,1
"1878","Oryzomys nitidus","Cricetidae",55.2,1
"1879","Oryzomys keaysi","Cricetidae",58.3,1
"1880","Oryzomys meridensis","Cricetidae",57.93,0
"1881","Oryzomys lamia","Cricetidae",60.5,1
"1882","Oryzomys megacephalus","Cricetidae",57,1
"1883","Oryzomys marinhus","Cricetidae",57.93,0
"1884","Oryzomys maracajuensis","Cricetidae",57.93,0
"1885","Oryzomys macconnelli","Cricetidae",58,1
"1886","Oryzomys levipes","Cricetidae",60.5,1
"1887","Oryzomys legatus","Cricetidae",61.5,1
"1888","Oryzomys scotti","Cricetidae",57.93,0
"1889","Oryzomys nelsoni","Cricetidae",57.93,0
"1890","Oxymycterus caparoae","Cricetidae",60.57,0
"1891","Oxymycterus rufus","Cricetidae",75.4,1
"1892","Oxymycterus akodontius","Cricetidae",68,1
"1893","Oxymycterus amazonicus","Cricetidae",60.57,0
"1894","Oxymycterus angularis","Cricetidae",68,1
"1895","Oxymycterus dasytrichus","Cricetidae",60.57,0
"1896","Oxymycterus hiska","Cricetidae",68,1
"1897","Oxymycterus hispidus","Cricetidae",36.75,1
"1898","Oxymycterus hucucha","Cricetidae",68,1
"1899","Oxymycterus inca","Cricetidae",35,1
"1900","Oxymycterus josei","Cricetidae",60.57,0
"1901","Oxymycterus nasutus","Cricetidae",68,1
"1902","Oxymycterus paramensis","Cricetidae",42,1
"1903","Oxymycterus quaestor","Cricetidae",60.57,0
"1904","Oxymycterus delator","Cricetidae",81.5,1
"1905","Oxymycterus roberti","Cricetidae",83.4,1
"1906","Paralomys gerbillus","Cricetidae",17.4,1
"1907","Pearsonomys annectens","Cricetidae",38.74,1
"1908","Phaenomys ferrugineus","Cricetidae",93.8,1
"1909","Phyllotis darwini","Cricetidae",50.83,1
